"施設_全国地方公共団体コード","施設_ID","施設_名称","施設_名称（カナ）","施設_名称（英字）","施設_施設通称","施設_POIコード","施設_概要","施設_説明","施設_関連施設","施設_状態","施設_防災施設情報","住所_全国地方公共団体コード","住所_町字ID","住所_都道府県","住所_市区町村（郡）","住所_町字","住所_番地以下","住所_建物名等(方書)","住所_連結表記","住所_緯度","住所_経度","住所_座標参照系","住所_座標参照系コード","住所_国名","住所_国コード","住所_郡","住所_市区町村","住所_政令市区","住所_大字・町","住所_小字","住所_住居表示フラグ","住所_街区符号","住所_住居番号","住所_地番","住所_建物名","住所_フロア名","住所_部屋番号","施設_設備","施設_サービス曜日","施設_開始時刻","施設_終了時刻","施設_日時備考","施設_料金種別","施設_料金","施設_料金備考","施設_決済種別","施設_収容人数","施設_アクセス方法","施設_駐車場情報","施設_駐車場料金","施設_都道府県コード","施設_市区町村コード","施設_町丁字","施設_ポリゴン","施設_備考","連絡先_名称","連絡先_電話番号","連絡先_内線番号","連絡先_メールアドレス","連絡先_FormURL","連絡先_備考（その他、SNSなど）","連絡先_郵便番号","連絡先_住所","アクセシビリティ_車椅子可","アクセシビリティ_車椅子貸出","アクセシビリティ_ツエ貸出","アクセシビリティ_バリアフリートイレ","アクセシビリティ_スロープ、エレベータ、エスカレータ","アクセシビリティ_点字ブロック等の移動支援","アクセシビリティ_点字や読上による支援","アクセシビリティ_盲導犬・介助犬、聴導犬同伴","アクセシビリティ_字幕","アクセシビリティ_筆談対応","アクセシビリティ_優先駐車場","アクセシビリティ_オストメイト対応トイレ","アクセシビリティ_備考","子育て支援_子供預かり種別（無料/有料）","子育て支援_子供預かり（料金）","子育て支援_子供預かり（料金備考）","子育て支援_最少年齢","子育て支援_最少月齢","子育て支援_最大年齢","子育て支援_子供預かり開所時間","子育て支援_子供預かり閉所時間","子育て支援_授乳室","子育て支援_おむつ替えコーナー","子育て支援_飲食可否","子育て支援_ベビーカー貸出","子育て支援_ベビーカー利用","子育て支援_備考"
"132136","132136Q00001","久米川駅","","","","","","","","","","132136","","東京都","東村山市","栄町2丁目","29-2","","東京都東村山市栄町2-29-2","35.748387","139.470449","","","","","","","","","","","","","","","","","","","","","","有料","","","","","","","","","","","","","久米川駅南口第１駐輪場","(042)398-1225","","","","","1890013","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136Q00002","久米川駅","","","","","","","","","","132136","","東京都","東村山市","栄町2丁目","11-13","","東京都東村山市栄町2-11-13","35.750891","139.470441","","","","","","","","","","","","","","","","","","","","","","有料","","","","","","","","","","","","","久米川駅南口第１駐輪場","(042)398-1225","","","","","1890013","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136Q00003","久米川駅","","","","","","","","","","132136","","東京都","東村山市","栄町1丁目","3-1","","東京都東村山市栄町1-3-1","35.750106","139.473008","","","","","","","","","","","","","","","","","","","","","","有料","","","","","","","","","","","","","久米川駅北口地下駐輪場","(042)396-7543","","","","","1890013","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136Q00004","久米川駅","","","","","","","","","","132136","","東京都","東村山市","栄町1丁目","6-6","","東京都東村山市栄町1-6-6","35.749619","139.474155","","","","","","","","","","","","","","","","","","","","","","有料","","","","","","","","","","","","","久米川駅北口地下駐輪場","(042)396-7543","","","","","1890013","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136Q00005","久米川駅","","","","","","","","","","132136","","東京都","東村山市","萩山町5丁目","1-60","","東京都東村山市萩山町5-1-60","35.747569","139.475556","","","","","","","","","","","","","","","","","","","","","","有料","","","","","","","","","","","","","久米川駅北口地下駐輪場","(042)396-7543","","","","","1890012","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136Q00006","久米川駅","","","","","","","","","","132136","","東京都","東村山市","栄町1丁目","35-2","","東京都東村山市栄町1-35-2","35.753129","139.477401","","","","","","","","","","","","","","","","","","","","","","無料","","","","","","","","","","","","","東村山市役所交通課交通事業係","(042)393-5111","3708","","","","1890013","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136Q00007","東村山駅","","","","","","","","","","132136","","東京都","東村山市","本町2丁目","16-13","","東京都東村山市本町2-16-13","35.761202","139.468459","","","","","","","","","","","","","","","","","","","","","","有料","","","","","","","","","","","","R4.5.23から一時利用供用開始","東村山駅東口第2駐輪場","(042)398-1229","","","","","1890014","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136Q00008","東村山駅","","","","","","","","","","132136","","東京都","東村山市","本町2丁目","15-2","","東京都東村山市本町2-15-2","35.761915","139.467996","","","","","","","","","","","","","","","","","","","","","","有料","","","","","","","","","","","","","東村山駅東口第2駐輪場","(042)398-1229","","","","","1890014","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136Q00009","東村山駅","","","","","","","","","","132136","","東京都","東村山市","久米川町4丁目","9-84","","東京都東村山市久米川町4-9-84","35.761520","139.469455","","","","","","","","","","","","","","","","","","","","","","有料","","","","","","","","","","","","","東村山駅東口第2駐輪場","(042)398-1229","","","","","1890003","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136Q00010","東村山駅","","","","","","","","","","132136","","東京都","東村山市","野口町1丁目","41","","東京都東村山市野口町1-41","35.761558","139.464132","","","","","","","","","","","","","","","","","","","","","","有料","","","","","","","","","","","","","東村山駅西口地下駐輪場","(042)396-7559","","","","","1890022","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
