"全国地方公共団体コード","ID","地方公共団体名","名称","名称_カナ","名称_英字","医療機関の種類","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","緯度","経度","高度の種別","高度の値","電話番号","内線番号","FAX番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","法人番号","法人の名称","医療機関コード","診療曜日","診療開始時間","診療終了時間","診療日時特記事項","時間外における対応","診療科目","病床数","災害拠点分類","状況","URL","画像","画像_ライセンス","備考"
"132136","132136900001","東村山市","酒井医院","","","","132136","","東京都東村山市青葉町2-1-36","東京都","東村山市","青葉町2丁目","1-36","","35.760056","139.488213","","","(042)393-6901","","","","","","1890002","","","","","","","","","","","","","","","",""
"132136","132136900002","東村山市","医療法人社団今井クリニック","","","","132136","","東京都東村山市秋津町2-23-2","東京都","東村山市","秋津町2丁目","23-2","","35.770009","139.487647","","","(042)393-7880","","","","","","1890001","","","","","","","","","","","","","","","",""
"132136","132136900003","東村山市","愛の泉診療所","","","","132136","","東京都東村山市秋津町3-12-3-1階","東京都","東村山市","秋津町3丁目","12-3 1階","","35.775536","139.478232","","","(042)394-4836","","","","","","1890001","","","","","","","","","","","","","","","",""
"132136","132136900004","東村山市","医療法人社団あおぞら あきつこどもクリニック","","","","132136","","東京都東村山市秋津町4-31-16","東京都","東村山市","秋津町4丁目","31-16","","35.77733","139.484826","","","(042)390-1150","","","","","","1890001","","","","","","","","","","","","","","","",""
"132136","132136900005","東村山市","医療法人社団 紀洋会 むらせ医院","","","","132136","","東京都東村山市秋津町5-4-3-1階","東京都","東村山市","秋津町5丁目","4-3 1階","","35.78071","139.494204","","","(042)391-8565","","","","","","1890001","","","","","","","","","","","","","","","",""
"132136","132136900006","東村山市","秋津眼科医院","","","","132136","","東京都東村山市秋津町5-7-4","東京都","東村山市","秋津町5丁目","7-4","","35.778396","139.495641","","","(042)395-8680","","","","","","1890001","","","","","","","","","","","","","","","",""
"132136","132136900007","東村山市","栄光会第一診療所","","","","132136","","東京都東村山市秋津町5-8-84","東京都","東村山市","秋津町5丁目","8-84","","35.777407","139.496091","","","(042)391-2418","","","","","","1890001","","","","","","","","","","","","","","","",""
"132136","132136900008","東村山市","まつたに内科クリニック","","","","132136","","東京都東村山市秋津町5-9-4秋津クリニックビル1階","東京都","東村山市","秋津町5丁目","9-4 秋津クリニックビル1階","","35.777268","139.495149","","","(042)399-2022","","","","","","1890001","","","","","","","","","","","","","","","",""
"132136","132136900009","東村山市","北川アイクリニック","","","","132136","","東京都東村山市秋津町5-9-4秋津クリニックビル2F","東京都","東村山市","秋津町5丁目","9-4 秋津クリニックビル2F","","35.777268","139.495149","","","(042)399-2121","","","","","","1890001","","","","","","","","","","","","","","","",""
"132136","132136900010","東村山市","やまだこどもクリニック","","","","132136","","東京都東村山市秋津町5-13-3セゾン新秋津1階・2階","東京都","東村山市","秋津町5丁目","13-3 セゾン新秋津1階・2階","","35.778282","139.494044","","","(042)399-2285","","","","","","1890001","","","","","","","","","","","","","","","",""
"132136","132136900011","東村山市","医療法人社団愛生堂 新秋津前村クリニック","","","","132136","","東京都東村山市秋津町5-36-37","東京都","東村山市","秋津町5丁目","36-37","","35.777068","139.49062","","","(042)399-1919","","","","","","1890001","","","","","","","","","","","","","","","",""
"132136","132136900012","東村山市","久保クリニック","","","","132136","","東京都東村山市恩多町1-30-1","東京都","東村山市","恩多町1丁目","30-1","","35.752788","139.492785","","","(042)390-3477","","","","","","1890011","","","","","","","","","","","","","","","",""
"132136","132136900013","東村山市","恩多町診療所","","","","132136","","東京都東村山市恩多町2-23-14","東京都","東村山市","恩多町2丁目","23-14","","35.74946","139.482515","","","(042)394-8336","","","","","","1890011","","","","","","","","","","","","","","","",""
"132136","132136900014","東村山市","医療法人社団欅会 久米川透析内科クリニック","","","","132136","","東京都東村山市恩多町3-6-3","東京都","東村山市","恩多町3丁目","6-3","","35.754333","139.479033","","","(042)399-2071","","","","","","1890011","","","","","","","","","","","","","","","",""
"132136","132136900015","東村山市","医療法人社団有明会 万年橋たかやまクリニック","","","","132136","","東京都東村山市恩多町3-22-40","東京都","東村山市","恩多町3丁目","22-40","","35.753938","139.484145","","","(042)313-3777","","","","","","1890011","","","","","","","","","","","","","","","",""
"132136","132136900016","東村山市","愛の泉 恩多クリニック","","","","132136","","東京都東村山市恩多町3-24-4-1階","東京都","東村山市","恩多町3丁目","24-4 1階","","35.752573","139.483869","","","(042)306-1171","","","","","","1890011","","","","","","","","","","","","","","","",""
"132136","132136900017","東村山市","高橋内科クリニック","","","","132136","","東京都東村山市恩多町4-1-23","東京都","東村山市","恩多町4丁目","1-23","","35.759536","139.474158","","","(042)395-3553","","","","","","1890011","","","","","","","","","","","","","","","",""
"132136","132136900018","東村山市","黒田内科クリニック","","","","132136","","東京都東村山市久米川町3-32-1リリーガーデン1階","東京都","東村山市","久米川町3丁目","32-1 リリーガーデン1階","","35.762372","139.479396","","","(042)398-7001","","","","","","1890003","","","","","","","","","","","","","","","",""
"132136","132136900019","東村山市","東村山こどもクリニック","","","","132136","","東京都東村山市久米川町4-2-34","東京都","東村山市","久米川町4丁目","2-34","","35.759359","139.471628","","","(042)393-2525","","","","","","1890003","","","","","","","","","","","","","","","",""
"132136","132136900020","東村山市","クリニック・パーク","","","","132136","","東京都東村山市栄町1-2-1セイワビル2階","東京都","東村山市","栄町1丁目","2-1 セイワビル2階","","35.750838","139.472304","","","(042)306-1138","","","","","","1890013","","","","","","","","","","","","","","","",""
"132136","132136900021","東村山市","医療法人社団健永会 久米川内科循環器クリニック","","","","132136","","東京都東村山市栄町1-4-26清光ビル2F202","東京都","東村山市","栄町1丁目","4-26 清光ビル2F202","","35.749923","139.47256","","","(042)313-7663","","","","","","1890013","","","","","","","","","","","","","","","",""
"132136","132136900022","東村山市","レインボー眼科","","","","132136","","東京都東村山市栄町1-4-26清光ビル5階501","東京都","東村山市","栄町1丁目","4-26 清光ビル5階501","","35.749923","139.47256","","","(042)398-5331","","","","","","1890013","","","","","","","","","","","","","","","",""
"132136","132136900023","東村山市","久米川整形外科","","","","132136","","東京都東村山市栄町1-4-26清光ビル3F","東京都","東村山市","栄町1丁目","4-26 清光ビル3F","","35.749923","139.47256","","","(042)306-3971","","","","","","1890013","","","","","","","","","","","","","","","",""
"132136","132136900024","東村山市","渡辺 みみ・はな・のどクリニック","","","","132136","","東京都東村山市栄町1-4-26清光ビル402","東京都","東村山市","栄町1丁目","4-26 清光ビル402","","35.749923","139.47256","","","(042)390-1133","","","","","","1890013","","","","","","","","","","","","","","","",""
"132136","132136900025","東村山市","医療法人社団桜陽緑会 水谷医院","","","","132136","","東京都東村山市栄町1-13-1","東京都","東村山市","栄町1丁目","13-1","","35.749156","139.475816","","","(042)390-5522","","","","","","1890013","","","","","","","","","","","","","","","",""
"132136","132136900026","東村山市","医療法人社団正樹会 オーク・クリニック","","","","132136","","東京都東村山市栄町2-7-15オークビル1階・地下1階","東京都","東村山市","栄町2丁目","7-15 オークビル1階・地下1階","","35.748549","139.472636","","","(042)395-1550","","","","","","1890013","","","","","","","","","","","","","","","",""
"132136","132136900027","東村山市","医療法人社団秀栄会 伊庭小児科","","","","132136","","東京都東村山市栄町2-8-17","東京都","東村山市","栄町2丁目","8-17","","35.749038","139.472302","","","(042)391-0250","","","","","","1890013","","","","","","","","","","","","","","","",""
"132136","132136900028","東村山市","医療法人社団慈済会 くめがわ耳鼻咽喉科","","","","132136","","東京都東村山市栄町2-10-24","東京都","東村山市","栄町2丁目","10-24","","35.750249","139.47105","","","(042)394-8350","","","","","","1890013","","","","","","","","","","","","","","","",""
