"全国地方公共団体コード","ID","地方公共団体名","介護サービス事業所名称","介護サービス事業所名称_カナ","介護サービス事業所名称_英字","実施サービス","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","緯度","経度","高度の種別","高度の値","電話番号","内線番号","FAX番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","法人番号","法人の名称","事業所番号","利用可能曜日","利用可能曜日特記事項","定員","URL","画像","画像_ライセンス","備考"
"132136","132136800001","東村山市","ネクストサポートファイブ","ネクストサポートファイブ","","訪問介護","132136","","東京都東村山市本町2-8-2プライムビル405","東京都","東村山市","本町2丁目","8-2 プライムビル405","","35.763273","139.466870","","","(042)306-1655","","(042)306-1656","","","","1890014","","","1372010221","","","","","","",""
"132136","132136800002","東村山市","寿ヘルパーステーション","コトブキヘルパーステーション","","訪問介護","132136","","東京都東村山市富士見町2-1-2","東京都","東村山市","富士見町2丁目","1-2","","35.744596","139.454001","","","(042)397-1092","","(042)392-7755","","","","1890024","","","1372700219","","","","","","",""
"132136","132136800003","東村山市","有限会社 よふき介護サービス","ユウゲンガイシャ ヨフキカイゴサービス","","訪問介護","132136","","東京都東村山市秋津町3-35-9","東京都","東村山市","秋津町3丁目","35-9","","35.777268","139.481026","","","(042)395-6697","","(042)395-6748","","","","1890001","","","1372700235","","","","","","",""
"132136","132136800004","東村山市","訪問介護サービス ぽけっと","ホウモンカイゴサービス ポケット","","訪問介護","132136","","東京都東村山市久米川町3-32-44","東京都","東村山市","久米川町3丁目","32-44","","35.762206","139.479680","","","(042)397-5795","","(042)397-5796","","","","1890003","","","1372700268","","","","","","",""
"132136","132136800005","東村山市","東村山市社会福祉協議会 指定訪問介護事業所","ヒガシムラヤマシシャカイフクシキョウギカイ シテイホウモンカイゴジギョウショ","","訪問介護","132136","","東京都東村山市野口町1-25-15","東京都","東村山市","野口町1丁目","25-15","","35.758257","139.464253","","","(042)396-7456","","(042)393-0411","","","","1890022","","","1372700334","","","","","","",""
"132136","132136800006","東村山市","ヘルパーステーション白光園","ヘルパーステーションハッコウエン","","訪問介護","132136","","東京都東村山市諏訪町2-26-1","東京都","東村山市","諏訪町2丁目","26-1","","35.770671","139.463848","","","(042)397-5124","","(042)397-5131","","","","1890021","","","1372700342","","","","","","",""
"132136","132136800007","東村山市","有限会社 三弘","ユウゲンガイシャ サンコウ","","訪問介護","132136","","東京都東村山市富士見町3-14-4小川荘2階","東京都","東村山市","富士見町3丁目","14-4 小川荘2階","","35.745892","139.451645","","","(042)390-3605","","(042)390-3606","","","","1890024","","","1372700409","","","","","","",""
"132136","132136800008","東村山市","介護センターきらら","カイゴセンターキララ","","訪問介護","132136","","東京都東村山市栄町3-12-1ハイツリベルテ102","東京都","東村山市","栄町3丁目","12-1 ハイツリベルテ102","","35.747858","139.468461","","","(042)391-1104","","(042)391-1165","","","","1890013","","","1372700607","","","","","","",""
"132136","132136800009","東村山市","生活協同組合パルシステム東京ホームヘルプサービス「東村山陽だまり」","セイカツキョウドウクミアイパルシステムトウキョウホームヘルプサービス「ヒガシムラヤマヒダマリ」","","訪問介護","132136","","東京都東村山市恩多町1-10-1","東京都","東村山市","恩多町1丁目","10-1","","35.755940","139.491037","","","(042)397-2912","","(042)397-2923","","","","1890011","","","1372700664","","","","","","",""
"132136","132136800010","東村山市","ぽけっとふじみ訪問介護","ポケットフジミホウモンカイゴ","","訪問介護","132136","","東京都東村山市富士見町五丁目5-58サンコーハイツ103","東京都","東村山市","富士見町5丁目","5-58 サンコーハイツ103","","35.745143","139.462728","","","(042)390-5351","","(042)306-2560","","","","1890024","","","1372700714","","","","","","",""
"132136","132136800011","東村山市","ホームヘルパーステーション はるびの郷","ホームヘルパーステーション ハルビノサト","","訪問介護","132136","","東京都東村山市秋津町1-32-18","東京都","東村山市","秋津町1丁目","32-18","","35.773284","139.497237","","","(042)397-5511","","(042)396-1112","","","","1890001","","","1372700771","","","","","","",""
"132136","132136800012","東村山市","ヘルパーステーションひなたぼっこ","ヘルパーステーションヒナタボッコ","","訪問介護","132136","","東京都東村山市諏訪町2-23-13","東京都","東村山市","諏訪町2丁目","23-13","","35.771120","139.465458","","","(042)397-4653","","(042)397-4653","","","","1890021","","","1372700953","","","","","","",""
"132136","132136800013","東村山市","オメガライフケアサービス","オメガライフケアサービス","","訪問介護","132136","","東京都東村山市美住町1-19-11","東京都","東村山市","美住町1丁目","19-11","","35.750649","139.458428","","","(042)396-9965","","(042)396-9967","","","","1890023","","","1372701217","","","","","","",""
"132136","132136800014","東村山市","ケアセンターふれあい訪問介護事業所","ケアセンターフレアイホウモンカイゴジギョウショ","","訪問介護","132136","","東京都東村山市美住町1-4-1グリーンタウン美住一番街団地第9棟第105室","東京都","東村山市","美住町1丁目","4-1 グリーンタウン美住一番街団地第9棟第105室","","35.748641","139.462613","","","(042)306-4995","","(042)306-4997","","","","1890023","","","1372701431","","","","","","",""
"132136","132136800015","東村山市","ほんちょうケアセンター","ホンチョウケアセンター","","訪問介護","132136","","東京都東村山市本町3-43-1","東京都","東村山市","本町3丁目","43-1","","35.755623","139.470476","","","(042)399-2102","","(042)399-2103","","","","1890014","","","1372701530","","","","","","",""
"132136","132136800016","東村山市","ヘルパーステーションさくらコート青葉町","ヘルパーステーションサクラコートアオバチョウ","","訪問介護","132136","","東京都東村山市青葉町1-7-70","東京都","東村山市","青葉町1丁目","7-70","","35.758009","139.492802","","","(042)390-1170","","(042)390-1171","","","","1890002","","","1372701647","","","","","","",""
"132136","132136800017","東村山市","みのりヘルパーステーション","ミノリヘルパーステーション","","訪問介護","132136","","東京都東村山市本町2-24-1ラヴィアンオランジュ110","東京都","東村山市","本町2丁目","24-1 ラヴィアンオランジュ110","","35.759134","139.469666","","","(042)306-0355","","(042)390-8186","","","","1890014","","","1372701704","","","","","","",""
"132136","132136800018","東村山市","ソメイアシスト","ソメイアシスト","","訪問介護","132136","","東京都東村山市青葉町1-27-6","東京都","東村山市","青葉町1丁目","27-6","","35.761250","139.501711","","","(042)313-3208","","(042)313-3209","","","","1890002","","","1372701761","","","","","","",""
"132136","132136800019","東村山市","訪問看護・介護ステーション サンケアネット","ホウモンカンゴ・カイゴステーション サンケアネット","","訪問介護","132136","","東京都東村山市秋津町2-31-18KタウンA棟1室","東京都","東村山市","秋津町2丁目","31-18 KタウンA棟1室","","35.770338","139.490939","","","(042)313-0575","","(042)313-0595","","","","1890001","","","1372701852","","","","","","",""
"132136","132136800020","東村山市","ＳＯＭＰＯケア 久米川 訪問介護","ソンポケア クメガワ ホウモンカイゴ","","訪問介護","132136","","東京都東村山市美住町1-19-10","東京都","東村山市","美住町1丁目","19-10","","35.750381","139.458833","","","(042)390-2371","","(042)390-2372","","","","1890023","","","1372701886","","","","","","",""
"132136","132136800021","東村山市","はまなす介護センター","ハマナスカイゴセンター","","訪問介護","132136","","東京都東村山市野口町2-12-10パークヒル10館101","東京都","東村山市","野口町2丁目","12-10 パークヒル10館101","","35.758194","139.460463","","","(042)306-1751","","(042)306-1752","","","","1890022","","","1372701928","","","","","","",""
"132136","132136800022","東村山市","ヘルパーステーション 敬愛の森","ヘルパーステーション ケイアイノモリ","","訪問介護","132136","","東京都東村山市富士見町1-14-3","東京都","東村山市","富士見町1丁目","14-3","","35.744050","139.457441","","","(042)306-3193","","(042)306-3198","","","","1890024","","","1372702082","","","","","","",""
"132136","132136800023","東村山市","コアラ東村山ケアステーション","コアラヒガシムラヤマケアステーション","","訪問介護","132136","","東京都東村山市本町3-6-15","東京都","東村山市","本町3丁目","6-15","","35.759466","139.470479","","","(042)306-2910","","(042)306-2912","","","","1890014","","","1372702165","","","","","","",""
"132136","132136800024","東村山市","東京海上日動みずたま介護ＳＴ東村山","トウキョウカイジョウニチドウミズタマカイゴエスティヒガシムラヤマ","","訪問介護","132136","","東京都東村山市栄町2-32-13CSビル1階","東京都","東村山市","栄町2丁目","32-13 CSビル1階","","35.749418","139.468946","","","(042)390-0151","","(042)390-0152","","","","1890013","","","1372702249","","","","","","",""
"132136","132136800025","東村山市","ケアリッツ東村山","ケアリッツヒガシムラヤマ","","訪問介護","132136","","東京都東村山市本町2-4-103眞和ビル2階","東京都","東村山市","本町2丁目","4-103 眞和ビル2階","","35.761542","139.466684","","","(042)306-4177","","(042)306-4178","","","","1890014","","","1372702264","","","","","","",""
"132136","132136800026","東村山市","マザーズハウス東村山","マザーズハウスヒガシムラヤマ","","訪問介護","132136","","東京都東村山市野口町4-10-12","東京都","東村山市","野口町4丁目","10-12","","35.765106","139.461264","","","(042)399-3303","","(042)399-3304","","","","1890022","","","1372702314","","","","","","",""
"132136","132136800027","東村山市","テルウェル東日本 東村山介護センタ","テルウェルヒガシニッポン ヒガシムラヤマカイゴセンタ","","訪問介護","132136","","東京都東村山市富士見町1-13-21","東京都","東村山市","富士見町1丁目","13-21","","35.742179","139.456117","","","(042)306-4838","","(042)391-1033","","","","1890024","","","1372702371","","","","","","",""
"132136","132136800028","東村山市","訪問介護 一期一笑","ホウモンカイゴ イチゴイチエ","","訪問介護","132136","","東京都東村山市萩山町1-8-12クローバーハイツ201","東京都","東村山市","萩山町1丁目","8-12 クローバーハイツ201","","35.739362","139.482544","","","(042)349-1188","","(042)349-1189","","","","1890012","","","1372702447","","","","","","",""
"132136","132136800029","東村山市","おおきなき東村山","オオキナキヒガシムラヤマ","","訪問介護","132136","","東京都東村山市秋津町5-38-7アイシン秋津2階","東京都","東村山市","秋津町5丁目","38-7 アイシン秋津2階","","35.776850","139.489737","","","(042)399-1677","","(042)399-1678","","","","1890001","","","1372702462","","","","","","",""
"132136","132136800030","東村山市","ニチイケアセンター東村山本町","ニチイケアセンターヒガシムラヤマホンチョウ","","訪問介護","132136","","東京都東村山市本町2-17-14東原ビル101","東京都","東村山市","本町2丁目","17-14 東原ビル101","","35.761027","139.467699","","","(042)399-2257","","(042)395-1512","","","","1890014","","","1372702504","","","","","","",""
"132136","132136800031","東村山市","ケアセンターふれあい介護タクシー事業所","ケアセンターフレアイカイゴタクシージギョウショ","","訪問介護","132136","","東京都東村山市本町4-12-3エトワール久米川1F","東京都","東村山市","本町4丁目","12-3 エトワール久米川1F","","35.752170","139.471204","","","(042)306-4996","","(042)306-4998","","","","1890014","","","1372702512","","","","","","",""
"132136","132136800032","東村山市","ほっとはぴねす","ホットハピネス","","訪問介護","132136","","東京都東村山市青葉町2-38-13ライオンズマンション久米川第5-407室","東京都","東村山市","青葉町2丁目","38-13 ライオンズマンション久米川第5-407室","","35.766088","139.490118","","","(042)392-1534","","(042)392-1534","","","","1890002","","","1372702520","","","","","","",""
"132136","132136800033","東村山市","ケアセンターふれあい秋津 訪問介護事業所","ケアセンターフレアイアキツ ホウモンカイゴジギョウショ","","訪問介護","132136","","東京都東村山市秋津町2-31-1新井店舗事務所B1・2階","東京都","東村山市","秋津町2丁目","31-1 新井店舗事務所B1・2階","","35.770769","139.490747","","","(042)306-3795","","(042)306-3796","","","","1890001","","","1372702595","","","","","","",""
