全国地方公共団体コード,ID,地方公共団体名,分別区分,ゴミ区分,ゴミ分類区分,回収区分,指定ゴミ袋,ゴミ区分別説明URL
132136,132136GMKB000001,東村山市,燃やせるごみ,,可燃ごみ,分別回収,燃やせるごみ専用袋（青色）,
132136,132136GMKB000002,東村山市,燃やせないごみ,,不燃ごみ,分別回収,燃やせないごみ専用袋（オレンジ色）,
132136,132136GMKB000003,東村山市,粗大ごみ,,粗大ごみ,分別回収,,
132136,132136GMKB000004,東村山市,古紙・古着,紙パック,資源ごみ,分別回収,,
132136,132136GMKB000005,東村山市,古紙・古着,新聞紙,資源ごみ,分別回収,,
132136,132136GMKB000006,東村山市,古紙・古着,雑誌,資源ごみ,分別回収,,
132136,132136GMKB000007,東村山市,古紙・古着,段ボール,資源ごみ,分別回収,,
132136,132136GMKB000008,東村山市,古紙・古着,衣類・古布,資源ごみ,分別回収,,
132136,132136GMKB000009,東村山市,びん・かん,缶,資源ごみ,分別回収,,
132136,132136GMKB000010,東村山市,びん・かん,びん,資源ごみ,分別回収,,
132136,132136GMKB000011,東村山市,ペットボトル,ペットボトル,資源ごみ,分別回収,,
132136,132136GMKB000012,東村山市,容器包装プラスチック,発泡スチロールトレイ,資源ごみ,分別回収,容器包装プラスチックごみ専用袋（灰色）,
132136,132136GMKB000013,東村山市,容器包装プラスチック,プラスチック類,資源ごみ,分別回収,容器包装プラスチックごみ専用袋（灰色）,
132136,132136GMKB000014,東村山市,拠点回収,紙パック,資源ごみ,拠点回収,,
132136,132136GMKB000015,東村山市,拠点回収,小型家電,資源ごみ,拠点回収,,
132136,132136GMKB000016,東村山市,有害ごみ,蛍光管,有害ごみ,分別回収,,
132136,132136GMKB000017,東村山市,有害ごみ,乾電池,有害ごみ,分別回収,,
132136,132136GMKB000018,東村山市,有害ごみ,水銀体温計,有害ごみ,分別回収,,
132136,132136GMKB000019,東村山市,有害ごみ,ライター,有害ごみ,分別回収,,
