全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,設置位置,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,小児対応設備の有無,URL,画像1,画像1_ライセンス,画像2,画像2_ライセンス,外部利用不可,備考,
132098,100001,東京都町田市,町田市庁舎,マチダシチョウシャ,,132098,,東京都町田市森野2-2-22,東京都,町田市,森野,2-2-22,,35.54663719,139.4386429,,,1F南入口付近,042-722-3111,,,,,,6000020132098,町田市,月火水木金,8:30,17:00,土曜日、第1・第3・第5日曜日、祝休日、年末年始（12/29～1/3）は終日利用不可。,有,https://www.city.machida.tokyo.jp/shisei/shiyakusyo/mainoffice/index.html,,,,,,毎月第2・第4日曜日は1・2Fの一部の部署で日曜窓口を開設。,
132098,100002,東京都町田市,町田市庁舎,マチダシチョウシャ,,132098,,東京都町田市森野2-2-22,東京都,町田市,森野,2-2-22,,35.54663719,139.4386429,,,3F南エレベーターロビー付近,042-722-3111,,,,,,6000020132098,町田市,月火水木金,8:30,17:00,土曜日、第1・第3・第5日曜日、祝休日、年末年始（12/29～1/3）は終日利用不可。,有,https://www.city.machida.tokyo.jp/shisei/shiyakusyo/mainoffice/index.html,,,,,,毎月第2・第4日曜日は1・2Fの一部の部署で日曜窓口を開設。,
132098,100003,東京都町田市,町田市庁舎,マチダシチョウシャ,,132098,,東京都町田市森野2-2-22,東京都,町田市,森野,2-2-22,,35.54663719,139.4386429,,,5F南エレベーターロビー付近,042-722-3111,,,,,,6000020132098,町田市,月火水木金,8:30,17:00,土曜日、第1・第3・第5日曜日、祝休日、年末年始（12/29～1/3）は終日利用不可。,有,https://www.city.machida.tokyo.jp/shisei/shiyakusyo/mainoffice/index.html,,,,,,毎月第2・第4日曜日は1・2Fの一部の部署で日曜窓口を開設。,
132098,100004,東京都町田市,町田市庁舎,マチダシチョウシャ,,132098,,東京都町田市森野2-2-22,東京都,町田市,森野,2-2-22,,35.54663719,139.4386429,,,7F南エレベーターロビー付近,042-722-3111,,,,,,6000020132098,町田市,月火水木金,8:30,17:00,土曜日、第1・第3・第5日曜日、祝休日、年末年始（12/29～1/3）は終日利用不可。,有,https://www.city.machida.tokyo.jp/shisei/shiyakusyo/mainoffice/index.html,,,,,,毎月第2・第4日曜日は1・2Fの一部の部署で日曜窓口を開設。,
132098,100005,東京都町田市,町田市庁舎,マチダシチョウシャ,,132098,,東京都町田市森野2-2-22,東京都,町田市,森野,2-2-22,,35.54663719,139.4386429,,,9F南エレベーターロビー付近,042-722-3111,,,,,,6000020132098,町田市,月火水木金,8:30,17:00,土曜日、第1・第3・第5日曜日、祝休日、年末年始（12/29～1/3）は終日利用不可。,有,https://www.city.machida.tokyo.jp/shisei/shiyakusyo/mainoffice/index.html,,,,,,毎月第2・第4日曜日は1・2Fの一部の部署で日曜窓口を開設。,
132098,200001,東京都町田市,町田市民フォーラム,マチダシミンフォーラム,,132098,,東京都町田市原町田4-9-8,東京都,町田市,原町田,4-9-8,,35.54177214,139.4499438,,,受付横,042-723-2888,,,,,,6000020132098,町田市,月火水木金土日,9:00,22:00,毎月第3水曜日の利用可能時間は17:00まで。年末年始（12/29～1/3）は終日利用不可。,有,https://www.city.machida.tokyo.jp/kurashi/community/shimin/com/com14.html,,,,,,,
132098,300001,東京都町田市,成瀬コミュニティセンター,ナルセコミュニティセンター,,132098,,東京都町田市西成瀬2-49-1,東京都,町田市,西成瀬,2-49-1,,35.54362029,139.4728812,,,北側入口横,042-723-6763,,,,,,6000020132098,町田市,月火水木金土日,9:00,22:00,毎月第2火曜日の利用可能時間は17:00まで。年末年始（12/29～1/3）は終日利用不可。,有,https://www.city.machida.tokyo.jp/kurashi/community/shimin/com/com10.html,,,,,,,
132098,400001,東京都町田市,木曽森野コミュニティセンター,キソモリノコミュニティセンター,,132098,,東京都町田市木曽東1-2,東京都,町田市,木曽東,1-2,,35.55509968,139.4285457,,,受付横(事務室入口横),042-725-4939,,,,,,6000020132098,町田市,月火水木金土日,9:00,22:00,毎月第2水曜日の利用可能時間は17:00まで。年末年始（12/29～1/3）は終日利用不可。,有,https://www.city.machida.tokyo.jp/kurashi/community/shimin/com/com12.html,,,,,,,
132098,500001,東京都町田市,つくし野コミュニティセンター,ツクシノコミュニティセンター,,132098,,東京都町田市つくし野2-26-5,東京都,町田市,つくし野,2-26-5,,35.52709788,139.4846758,,,受付前,042-796-1955,,,,,,6000020132098,町田市,月火水木金土日,9:00,22:00,毎月第3水曜日の利用可能時間は17:00まで。年末年始（12/29～1/3）は終日利用不可。,有,https://www.city.machida.tokyo.jp/kurashi/community/shimin/com/com11.html,,,,,,,
132098,600001,東京都町田市,三輪コミュニティセンター,ミワコミュニティセンター,,132098,,東京都町田市三輪緑山4-14-1,東京都,町田市,三輪緑山,4-14-1,,35.57716197,139.493127,,,受付前,044-987-1951,,,,,,6000020132098,町田市,月火水木金土日,9:00,22:00,毎月第3水曜日の利用可能時間は17:00まで。年末年始（12/29～1/3）は終日利用不可。,有,https://www.city.machida.tokyo.jp/kurashi/community/shimin/com/com13.html,,,,,,,
132098,700001,東京都町田市,木曽山崎コミュニティセンター,キソヤマザキコミュニティセンター,,132098,,東京都町田市山崎町2160-4,東京都,町田市,山崎町,2160-4,,35.5685921,139.4367405,,,Ａ館正面玄関（警備員室前）,042-793-3030,,,,,,6000020132098,町田市,月火水木金土日,8:30,22:00,年末年始（12/29～1/3）は終日利用不可。,有,https://www.city.machida.tokyo.jp/kurashi/touroku/shisetsu/com08.html,,,,,,,
132098,800001,東京都町田市,上小山田コミュニティセンター,カミオヤマダコミュニティセンター,,132098,,東京都町田市上小山田町2616-2,東京都,町田市,上小山田町,2616-2,,35.59484007,139.3983627,,,エントランスロビー,,,,,,,6000020132098,町田市,月火水木金土日,9:00,22:00,施設の貸出がある場合のみ利用可能。第3月曜日及び年末年始（12/29～1/3）は終日利用不可。,無,https://www.city.machida.tokyo.jp/kurashi/community/shimin/com/com09.html,,,,,,お問い合わせは忠生市民センター（電話:042-791-2802）へ。お問い合わせ可能日時は月曜日～金曜日、第2・第4日曜日の8:30～17:00まで。年末年始（12/29～1/3）は除く。,
132098,900001,東京都町田市,玉川学園コミュニティセンター,タマガワガクエンコミュニティセンター,,132098,,東京都町田市玉川学園2-19-12,東京都,町田市,玉川学園,2-19-12,,35.56373256,139.4626811,,,警備員室窓口横,042-732-9372,,,,,,6000020132098,町田市,月火水木金土日,8:30,22:00,第3月曜日が祝日の場合、および年末年始（12/29～1/3）は終日利用不可。,有,https://www.city.machida.tokyo.jp/kurashi/touroku/shisetsu/com07.html,,,,,,,
132098,1000001,東京都町田市,町田駅前連絡所,マチダエキマエレンラクジョ,,132098,,東京都町田市原町田6-12-20,東京都,町田市,原町田,6-12-20,,35.5444537,139.4458213,,,窓口内部,042-732-0777,,,,,,6000020132098,町田市,月火水木金土日,8:30,19:00,土曜日、日曜日の利用可能時間は10:00～17:00まで。祝日とその振替休日、年末年始（12/29～1/3）は終日利用不可。,有,https://www.city.machida.tokyo.jp/kurashi/touroku/shisetsu/matidaekimae.html,,,,,,,
