"年月[西暦]","調査項目","設問","選択肢","回答数[件]","構成比[%]"
"202003","環境学習","Q5. 先生ご自身が、総合的な学習の時間、みなと子どもエコアクションの活動で学習テーマに取り上げたい環境分野は何ですか。下記からテーマを選択し（３つまで）、選んだ理由を下表にご記入ください。","地球温暖化","9","32.1"
"202003","環境学習","Q5. 先生ご自身が、総合的な学習の時間、みなと子どもエコアクションの活動で学習テーマに取り上げたい環境分野は何ですか。下記からテーマを選択し（３つまで）、選んだ理由を下表にご記入ください。","省エネルギー","2","7.1"
"202003","環境学習","Q5. 先生ご自身が、総合的な学習の時間、みなと子どもエコアクションの活動で学習テーマに取り上げたい環境分野は何ですか。下記からテーマを選択し（３つまで）、選んだ理由を下表にご記入ください。","ヒートアイランド現象","0","0.0"
"202003","環境学習","Q5. 先生ご自身が、総合的な学習の時間、みなと子どもエコアクションの活動で学習テーマに取り上げたい環境分野は何ですか。下記からテーマを選択し（３つまで）、選んだ理由を下表にご記入ください。","一般的なごみ・資源の問題","1","3.6"
"202003","環境学習","Q5. 先生ご自身が、総合的な学習の時間、みなと子どもエコアクションの活動で学習テーマに取り上げたい環境分野は何ですか。下記からテーマを選択し（３つまで）、選んだ理由を下表にご記入ください。","食品ロス（食品廃棄物）","11","39.3"
"202003","環境学習","Q5. 先生ご自身が、総合的な学習の時間、みなと子どもエコアクションの活動で学習テーマに取り上げたい環境分野は何ですか。下記からテーマを選択し（３つまで）、選んだ理由を下表にご記入ください。","プラスチックごみ問題","9","32.1"
"202003","環境学習","Q5. 先生ご自身が、総合的な学習の時間、みなと子どもエコアクションの活動で学習テーマに取り上げたい環境分野は何ですか。下記からテーマを選択し（３つまで）、選んだ理由を下表にご記入ください。","生物多様性の保全・再生、ビオトープ","4","14.3"
"202003","環境学習","Q5. 先生ご自身が、総合的な学習の時間、みなと子どもエコアクションの活動で学習テーマに取り上げたい環境分野は何ですか。下記からテーマを選択し（３つまで）、選んだ理由を下表にご記入ください。","緑化（草花や野菜の栽培など）","4","14.3"
"202003","環境学習","Q5. 先生ご自身が、総合的な学習の時間、みなと子どもエコアクションの活動で学習テーマに取り上げたい環境分野は何ですか。下記からテーマを選択し（３つまで）、選んだ理由を下表にご記入ください。","古川、運河、海の水環境","7","25.0"
"202003","環境学習","Q5. 先生ご自身が、総合的な学習の時間、みなと子どもエコアクションの活動で学習テーマに取り上げたい環境分野は何ですか。下記からテーマを選択し（３つまで）、選んだ理由を下表にご記入ください。","大気汚染","1","3.6"
"202003","環境学習","Q5. 先生ご自身が、総合的な学習の時間、みなと子どもエコアクションの活動で学習テーマに取り上げたい環境分野は何ですか。下記からテーマを選択し（３つまで）、選んだ理由を下表にご記入ください。","身近な自然とのふれあい","3","10.7"
"202003","環境学習","Q5. 先生ご自身が、総合的な学習の時間、みなと子どもエコアクションの活動で学習テーマに取り上げたい環境分野は何ですか。下記からテーマを選択し（３つまで）、選んだ理由を下表にご記入ください。","美化活動","2","7.1"
"202003","環境学習","Q5. 先生ご自身が、総合的な学習の時間、みなと子どもエコアクションの活動で学習テーマに取り上げたい環境分野は何ですか。下記からテーマを選択し（３つまで）、選んだ理由を下表にご記入ください。","その他","1","3.6"

"港区の環境に関する学校アンケート調査結果・環境学習Q5","Ver202003",,,,
