項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,396,-,-,59,-,55,-,54,-,59,-,59,-,56,-,54,-
0,0,世帯人員,3.44,-,-,3.04,-,3,-,3.53,-,3.54,-,3.42,-,3.66,-,3.84,-
0,0,有業人員,1.63,-,-,1.32,-,1.49,-,1.64,-,1.84,-,1.63,-,1.82,-,1.63,-
0,0,世帯主平均年齢,47.3,-,-,52.9,-,45.8,-,45.6,-,46,-,46,-,45.9,-,48.8,-
0,0,消費支出,371202,-,11,284364,-,303982,-,303576,-,331131,-,363346,-,395917,-,613268,-
0,0,公共的料金,100939,27.2,17.3,73440,25.8,85924,28.3,101620,33.5,73239,22.1,121501,33.4,126241,31.9,124068,20.2
1,0,公共料金等,66308,17.9,17.2,49400,17.4,47584,15.7,58738,19.3,49660,15,73619,20.3,93753,23.7,90856,14.8
1,1,米,2622,0.7,23.6,2776,1,2431,0.8,2032,0.7,3420,1,2556,0.7,2276,0.6,2869,0.5
1,1,食塩,27,0,-32.5,49,0,17,0,24,0,21,0,33,0,18,0,28,0
1,1,学校給食,1479,0.4,-7.1,994,0.3,618,0.2,1805,0.6,1168,0.4,1819,0.5,1833,0.5,2104,0.3
1,1,公営家賃,1694,0.5,-27.1,2492,0.9,483,0.2,5637,1.9,1985,0.6,-,-,1234,0.3,-,-
1,1,電気代,8034,2.2,8.2,7917,2.8,6306,2.1,6973,2.3,7546,2.3,8907,2.5,9129,2.3,9453,1.5
1,1,都市ガス,5499,1.5,-5.2,5211,1.8,4804,1.6,4910,1.6,5951,1.8,5467,1.5,6104,1.5,6040,1
1,1,上下水道料,5478,1.5,13,4730,1.7,4657,1.5,4038,1.3,5306,1.6,5093,1.4,5993,1.5,8496,1.4
1,1,医科診療代,4636,1.2,44.9,3099,1.1,1933,0.6,3571,1.2,1615,0.5,12677,3.5,7092,1.8,2535,0.4
1,1,歯科診療代,6090,1.6,278.5,640,0.2,2254,0.7,3155,1,1154,0.3,8981,2.5,24626,6.2,1666,0.3
1,1,出産入院料,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,他の入院料,392,0.1,-50.9,-,-,-,-,1846,0.6,288,0.1,-,-,-,-,587,0.1
1,1,鉄道運賃,2860,0.8,-11.6,2471,0.9,2958,1,1328,0.4,1996,0.6,3600,1,2437,0.6,5233,0.9
1,1,鉄道通学定期代,182,0,52.9,122,0,88,0,115,0,-,-,80,0,232,0.1,628,0.1
1,1,鉄道通勤定期代,1849,0.5,-23.5,1237,0.4,2063,0.7,2023,0.7,1064,0.3,2639,0.7,2264,0.6,1655,0.3
1,1,バス代,516,0.1,58.8,246,0.1,610,0.2,206,0.1,532,0.2,625,0.2,566,0.1,823,0.1
1,1,バス通学定期代,10,0,-83.6,-,-,74,0,-,-,-,-,-,-,-,-,-,-
1,1,バス通勤定期代,35,0,-47,-,-,-,-,-,-,-,-,249,0.1,-,-,-,-
1,1,タクシー代,783,0.2,-10.2,460,0.2,283,0.1,60,0,459,0.1,330,0.1,2887,0.7,979,0.2
1,1,航空運賃,4665,1.3,74.5,2239,0.8,-,-,-,-,1006,0.3,1315,0.4,3247,0.8,24665,4
1,1,郵便料,149,0,-39.4,208,0.1,146,0,233,0.1,144,0,97,0,53,0,162,0
1,1,固定電話通信料,2532,0.7,22.7,2344,0.8,2653,0.9,2471,0.8,1498,0.5,2209,0.6,3452,0.9,3081,0.5
1,1,移動電話通信料,10757,2.9,15.4,5258,1.8,10467,3.4,10313,3.4,10033,3,9867,2.7,15296,3.9,13934,2.3
1,1,ＮＨＫ放送受信料,1140,0.3,-6.6,493,0.2,1203,0.4,904,0.3,834,0.3,1065,0.3,1180,0.3,2286,0.4
1,1,ケーブルテレビ受信料,996,0.3,-8.8,1135,0.4,490,0.2,860,0.3,1268,0.4,992,0.3,946,0.2,1277,0.2
1,1,他の受信料,92,0,-45.2,65,0,20,0,65,0,56,0,99,0,81,0,257,0
1,1,国公立小学校,687,0.2,38.2,791,0.3,211,0.1,347,0.1,1117,0.3,1194,0.3,776,0.2,386,0.1
1,1,国公立中学校,1256,0.3,31.2,2040,0.7,24,0,3515,1.2,81,0,1917,0.5,56,0,1167,0.2
1,1,国公立高校,508,0.1,72.2,1004,0.4,404,0.1,750,0.2,-,-,630,0.2,750,0.2,24,0
1,1,国公立大学,26,0,18.2,-,-,-,-,-,-,-,-,182,0.1,-,-,-,-
1,1,たばこ,1312,0.4,13,1378,0.5,2389,0.8,1556,0.5,1119,0.3,997,0.3,1227,0.3,520,0.1
2,0,準公共料金等,34631,9.3,17.6,24040,8.5,38340,12.6,42883,14.1,23579,7.1,47882,13.2,32488,8.2,33212,5.4
2,1,牛乳,1332,0.4,1,1264,0.4,1400,0.5,1239,0.4,1359,0.4,1172,0.3,1220,0.3,1665,0.3
2,1,灯油,102,0,827.3,73,0,47,0,162,0.1,-,-,-,-,40,0,389,0.1
2,1,プロパンガス,593,0.2,13.6,1129,0.4,622,0.2,541,0.2,376,0.1,710,0.2,537,0.1,244,0
2,1,理髪料,341,0.1,6.2,137,0,425,0.1,193,0.1,285,0.1,411,0.1,657,0.2,277,0
2,1,パーマネント代,266,0.1,-39.8,282,0.1,-,-,152,0.1,-,-,738,0.2,-,-,693,0.1
2,1,洗濯代,1242,0.3,-13.9,963,0.3,753,0.2,947,0.3,746,0.2,1192,0.3,2088,0.5,1990,0.3
2,1,新聞,2738,0.7,6.9,2744,1,1788,0.6,2069,0.7,2629,0.8,2816,0.8,3308,0.8,3802,0.6
2,1,私立小学校,107,0,67.2,-,-,-,-,-,-,-,-,-,-,743,0.2,-,-
2,1,私立中学校,1332,0.4,4.6,-,-,-,-,4629,1.5,-,-,1134,0.3,-,-,3507,0.6
2,1,私立高校,1493,0.4,-4.1,-,-,-,-,1738,0.6,-,-,4935,1.4,435,0.1,3355,0.5
2,1,私立大学,164,0,-94.6,182,0.1,-,-,923,0.3,-,-,-,-,-,-,35,0
2,1,幼稚園,3031,0.8,4.1,3164,1.1,1576,0.5,1994,0.7,3639,1.1,4392,1.2,3530,0.9,2936,0.5
2,1,民営家賃,21741,5.9,56.5,14103,5,31729,10.4,28082,9.3,14545,4.4,30381,8.4,19931,5,13485,2.2
2,1,地代,151,0,31.3,-,-,-,-,215,0.1,-,-,-,-,-,-,835,0.1
,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成25年6月,,,,,,,,,,,,,,,,,,,
第１２表　勤め先収入７分位階層別１世帯当たり１か月間の公共的料金支出　―勤労者世帯―,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：公共料金等　2：準公共料金等）,,,,,,,,,,,,,,,,,,,
