項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,748,-,-,104,-,110,-,106,-,109,-,109,-,108,-,102,-
0,0,世帯人員,3,-,-,2.7,-,2.76,-,3.03,-,2.91,-,3.1,-,3.27,-,3.22,-
0,0,有業人員,1.32,-,-,1.23,-,1.1,-,1.21,-,1.32,-,1.49,-,1.47,-,1.43,-
0,0,世帯主平均年齢,57.3,-,-,59.8,-,61.7,-,56.3,-,55.9,-,54.5,-,55.5,-,57.4,-
0,0,消費支出,322638,-,-2.4,106325,-,163855,-,209081,-,257735,-,318471,-,410128,-,789618,-
0,0,公共的料金,95855,29.7,-3.7,30935,29.1,49836,30.4,60033,28.7,76728,29.8,88854,27.9,124809,30.4,238834,30.2
1,0,公共料金等,58663,18.2,-3.1,25089,23.6,38154,23.3,46098,22,51308,19.9,59344,18.6,83836,20.4,106378,13.5
1,1,米,2240,0.7,-6.4,1726,1.6,1772,1.1,2020,1,1998,0.8,2132,0.7,2987,0.7,3035,0.4
1,1,食塩,40,0,21.2,41,0,37,0,37,0,24,0,38,0,63,0,44,0
1,1,学校給食,778,0.2,-20,51,0,514,0.3,840,0.4,577,0.2,1337,0.4,1333,0.3,786,0.1
1,1,公営家賃,1920,0.6,9.5,943,0.9,1787,1.1,3463,1.7,3057,1.2,1765,0.6,2411,0.6,-,-
1,1,電気代,10404,3.2,1.9,6503,6.1,9618,5.9,10047,4.8,10329,4,10765,3.4,12305,3,13224,1.7
1,1,都市ガス,3676,1.1,0.3,2876,2.7,3174,1.9,3535,1.7,3609,1.4,3912,1.2,4120,1,4494,0.6
1,1,上下水道料,5247,1.6,-9.5,2733,2.6,4598,2.8,5079,2.4,4743,1.8,5725,1.8,7364,1.8,6460,0.8
1,1,医科診療代,4632,1.4,38.2,1712,1.6,2584,1.6,2867,1.4,5273,2,4408,1.4,3558,0.9,11982,1.5
1,1,歯科診療代,3488,1.1,17.1,577,0.5,1252,0.8,541,0.3,891,0.3,1573,0.5,3463,0.8,16062,2
1,1,出産入院料,446,0.1,...,-,-,-,-,-,-,-,-,-,-,-,-,3109,0.4
1,1,他の入院料,1196,0.4,-2.2,-,-,-,-,-,-,693,0.3,827,0.3,4957,1.2,1887,0.2
1,1,鉄道運賃,3639,1.1,20.1,1417,1.3,952,0.6,2006,1,3334,1.3,3264,1,7432,1.8,7041,0.9
1,1,鉄道通学定期代,795,0.2,-47.4,245,0.2,123,0.1,121,0.1,161,0.1,718,0.2,1200,0.3,2988,0.4
1,1,鉄道通勤定期代,2747,0.9,-4.9,65,0.1,455,0.3,879,0.4,1219,0.5,3197,1,6590,1.6,6788,0.9
1,1,バス代,467,0.1,33.4,66,0.1,318,0.2,322,0.2,601,0.2,576,0.2,879,0.2,509,0.1
1,1,バス通学定期代,52,0,2,46,0,-,-,-,-,-,-,-,-,315,0.1,-,-
1,1,バス通勤定期代,50,0,-61.5,-,-,-,-,-,-,18,0,6,0,312,0.1,13,0
1,1,タクシー代,790,0.2,-21.1,303,0.3,427,0.3,790,0.4,527,0.2,798,0.3,1312,0.3,1365,0.2
1,1,航空運賃,445,0.1,-75.5,-,-,234,0.1,144,0.1,-,-,-,-,2597,0.6,137,0
1,1,郵便料,235,0.1,-30.1,73,0.1,166,0.1,552,0.3,287,0.1,134,0,233,0.1,194,0
1,1,固定電話通信料,2513,0.8,-14.9,1483,1.4,2506,1.5,2383,1.1,2584,1,2643,0.8,2853,0.7,3133,0.4
1,1,移動電話通信料,7788,2.4,-7.6,2484,2.3,4282,2.6,7349,3.5,7095,2.8,8980,2.8,11076,2.7,13172,1.7
1,1,ＮＨＫ放送受信料,1373,0.4,-1.9,771,0.7,1218,0.7,871,0.4,1224,0.5,1984,0.6,1825,0.4,1720,0.2
1,1,ケーブルテレビ受信料,1000,0.3,-15.7,458,0.4,951,0.6,1227,0.6,732,0.3,1426,0.4,939,0.2,1256,0.2
1,1,他の受信料,95,0,-24.6,13,0,10,0,143,0.1,45,0,216,0.1,43,0,192,0
1,1,国公立小学校,200,0.1,-8.7,27,0,214,0.1,95,0,59,0,409,0.1,334,0.1,264,0
1,1,国公立中学校,208,0.1,-27,149,0.1,18,0,331,0.2,153,0.1,322,0.1,214,0.1,263,0
1,1,国公立高校,191,0.1,3.8,-,-,-,-,12,0,-,-,-,-,1064,0.3,257,0
1,1,国公立大学,829,0.3,-25,-,-,-,-,-,-,-,-,-,-,354,0.1,5424,0.7
1,1,たばこ,1179,0.4,2.2,326,0.3,944,0.6,442,0.2,2077,0.8,2190,0.7,1703,0.4,580,0.1
2,0,準公共料金等,37192,11.5,-4.7,5846,5.5,11682,7.1,13935,6.7,25420,9.9,29510,9.3,40973,10,132457,16.8
2,1,牛乳,1423,0.4,4.2,830,0.8,1434,0.9,1478,0.7,1649,0.6,1517,0.5,1332,0.3,1718,0.2
2,1,灯油,71,0,47.9,53,0,-,-,47,0,69,0,85,0,179,0,61,0
2,1,プロパンガス,350,0.1,30.1,160,0.2,775,0.5,252,0.1,151,0.1,272,0.1,428,0.1,415,0.1
2,1,理髪料,411,0.1,10.5,182,0.2,186,0.1,466,0.2,266,0.1,473,0.1,527,0.1,766,0.1
2,1,パーマネント代,420,0.1,-9.5,221,0.2,305,0.2,335,0.2,350,0.1,674,0.2,576,0.1,477,0.1
2,1,洗濯代,886,0.3,-16.5,121,0.1,402,0.2,604,0.3,1110,0.4,930,0.3,1157,0.3,1869,0.2
2,1,新聞,2941,0.9,-2.2,1799,1.7,2762,1.7,2668,1.3,3010,1.2,2946,0.9,3580,0.9,3815,0.5
2,1,私立小学校,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,1,私立中学校,744,0.2,-67.4,-,-,-,-,-,-,-,-,1710,0.5,1141,0.3,2347,0.3
2,1,私立高校,998,0.3,-15.1,-,-,-,-,349,0.2,176,0.1,79,0,1594,0.4,4767,0.6
