項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,8785,-,2091,-,1658,-,7909,-,7126,-,1215,-
0,0,0,0,0,調査世帯数,239,-,-,211,-,52,-,43,-,187,-,168,-,28,-
0,0,0,0,0,世帯人員,2.45,-,-,2.47,-,2.4,-,2.4,-,2.46,-,2.49,-,2.26,-
0,0,0,0,0,有業人員,0.45,-,-,0.47,-,0.39,-,0.42,-,0.46,-,0.48,-,0.31,-
0,0,0,0,0,世帯主平均年齢,73.1,-,-,73.4,-,72.7,-,72.4,-,73.2,-,73.7,-,70.6,-
1,0,0,0,0,受取,479275,-,6.7,501314,-,349656,-,376803,-,513537,-,530287,-,319998,-
1,1,0,0,0,実収入,35819,100,-25.3,36090,100,11179,100,9492,100,42332,100,42279,100,33864,100
1,2,0,0,0,経常収入,32442,90.6,-26.5,32630,90.4,10613,94.9,8860,93.3,38211,90.3,38162,90.3,31079,91.8
1,3,0,0,0,勤め先収入,15645,43.7,23.6,15743,43.6,300,2.7,379,4,19701,46.5,19318,45.7,14940,44.1
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,5801,16.2,-13.8,4806,13.3,300,2.7,379,4,7255,17.1,5836,13.8,12997,38.4
1,6,0,0,0,うち女,5801,16.2,-13.8,4806,13.3,300,2.7,379,4,7255,17.1,5836,13.8,12997,38.4
1,4,0,0,0,他の世帯員収入,9844,27.5,65.9,10937,30.3,-,-,-,-,12446,29.4,13482,31.9,1943,5.7
1,3,0,0,0,事業・内職収入,8026,22.4,29.2,8633,23.9,5488,49.1,6563,69.1,8697,20.5,9115,21.6,3643,10.8
1,4,0,0,0,家賃収入,3299,9.2,304.3,3755,10.4,2850,25.5,3594,37.9,3417,8.1,3793,9,-,-
1,4,0,0,0,他の事業収入,1469,4.1,60,1672,4.6,-,-,-,-,1857,4.4,2061,4.9,-,-
1,4,0,0,0,内職収入,3259,9.1,-27.2,3206,8.9,2638,23.6,2970,31.3,3423,8.1,3260,7.7,3643,10.8
1,3,0,0,0,他の経常収入,8770,24.5,-65.3,8254,22.9,4825,43.2,1918,20.2,9813,23.2,9729,23,12495,36.9
1,4,0,0,0,財産収入,1210,3.4,-91,1180,3.3,2047,18.3,1560,16.4,989,2.3,1092,2.6,1427,4.2
1,4,0,0,0,社会保障給付,7476,20.9,-34.3,6979,19.3,2722,24.3,288,3,8733,20.6,8536,20.2,11068,32.7
1,5,0,0,0,公的年金給付,5626,15.7,-28.2,6404,17.7,-,-,-,-,7113,16.8,7894,18.7,-,-
1,5,0,0,0,他の社会保障給付,1850,5.2,-47.9,575,1.6,2722,24.3,288,3,1620,3.8,642,1.5,11068,32.7
1,4,0,0,0,仕送り金,84,0.2,-79.3,95,0.3,56,0.5,70,0.7,91,0.2,101,0.2,-,-
1,2,0,0,0,特別収入,3378,9.4,-10.8,3460,9.6,566,5.1,632,6.7,4121,9.7,4118,9.7,2785,8.2
1,3,0,0,0,受贈金,1254,3.5,-36.6,1293,3.6,472,4.2,595,6.3,1461,3.5,1456,3.4,971,2.9
1,3,0,0,0,他の特別収入,2124,5.9,17.4,2167,6,94,0.8,38,0.4,2660,6.3,2662,6.3,1814,5.4
1,1,0,0,0,実収入以外の受取(繰入金を除く),352221,-,16.1,367953,-,273880,-,298030,-,372929,-,384224,-,238528,-
1,2,0,0,0,預貯金引出,309666,-,14.8,322963,-,254281,-,273995,-,324306,-,334358,-,213566,-
1,2,0,0,0,保険金,3170,-,-22.5,1402,-,-,-,-,-,4008,-,1728,-,15954,-
1,3,0,0,0,個人・企業年金保険金,3170,-,-22.5,1402,-,-,-,-,-,4008,-,1728,-,15954,-
1,3,0,0,0,他の保険金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
