項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,379,-,-,49,-,55,-,53,-,51,-,54,-,58,-,59,-
0,0,世帯人員,3.21,-,-,3.05,-,2.99,-,3.01,-,3.09,-,3.54,-,3.44,-,3.38,-
0,0,有業人員,1.61,-,-,1.54,-,1.52,-,1.54,-,1.71,-,1.71,-,1.6,-,1.65,-
0,0,世帯主平均年齢,47.1,-,-,52.4,-,45.9,-,47.7,-,45.1,-,44,-,45,-,49.8,-
0,0,消費支出,384054,-,3.4,332890,-,271714,-,358813,-,371602,-,367586,-,437830,-,545765,-
0,0,公共的料金,102039,26.6,8.5,115060,34.6,85487,31.5,99251,27.7,114342,30.8,95203,25.9,98267,22.4,106703,19.6
1,0,公共料金等,64728,16.9,-0.5,65383,19.6,55638,20.5,57614,16.1,61212,16.5,63273,17.2,71017,16.2,78778,14.4
1,1,米,2239,0.6,-2.3,1841,0.6,2540,0.9,1896,0.5,1829,0.5,3667,1,1914,0.4,2012,0.4
1,1,食塩,53,0,26.2,54,0,15,0,57,0,95,0,76,0,69,0,8,0
1,1,学校給食,1005,0.3,-24.2,691,0.2,918,0.3,853,0.2,869,0.2,1158,0.3,1606,0.4,939,0.2
1,1,公営家賃,2540,0.7,16.2,6687,2,4802,1.8,-,-,374,0.1,4633,1.3,1368,0.3,-,-
1,1,電気代,9639,2.5,-3.3,9930,3,7599,2.8,9234,2.6,7466,2,10802,2.9,10982,2.5,11474,2.1
1,1,都市ガス,6580,1.7,-3,5300,1.6,5723,2.1,6121,1.7,4274,1.2,7536,2.1,7835,1.8,9249,1.7
1,1,上下水道料,4643,1.2,-17.7,4735,1.4,3497,1.3,4904,1.4,3940,1.1,5626,1.5,4095,0.9,5730,1
1,1,医科診療代,3224,0.8,24.6,1622,0.5,3011,1.1,2093,0.6,6193,1.7,1305,0.4,5076,1.2,3184,0.6
1,1,歯科診療代,1302,0.3,-54.9,1236,0.4,493,0.2,535,0.1,3078,0.8,2172,0.6,343,0.1,1273,0.2
1,1,出産入院料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,他の入院料,99,0,...,-,-,-,-,-,-,-,-,-,-,-,-,684,0.1
1,1,鉄道運賃,5421,1.4,-4.2,3083,0.9,8840,3.3,5883,1.6,5156,1.4,3054,0.8,4399,1,7439,1.4
1,1,鉄道通学定期代,291,0.1,60.8,515,0.2,-,-,286,0.1,-,-,-,-,-,-,1227,0.2
1,1,鉄道通勤定期代,4387,1.1,62.2,6411,1.9,1255,0.5,4349,1.2,3571,1,1351,0.4,7800,1.8,5919,1.1
1,1,バス代,418,0.1,60.8,330,0.1,220,0.1,409,0.1,610,0.2,428,0.1,320,0.1,603,0.1
1,1,バス通学定期代,17,0,-80.2,-,-,-,-,-,-,-,-,-,-,120,0,-,-
1,1,バス通勤定期代,63,0,-4.5,-,-,112,0,25,0,290,0.1,13,0,-,-,-,-
1,1,タクシー代,973,0.3,-0.9,706,0.2,897,0.3,1358,0.4,1318,0.4,792,0.2,682,0.2,1056,0.2
1,1,航空運賃,882,0.2,10.8,-,-,-,-,983,0.3,1588,0.4,995,0.3,2597,0.6,-,-
1,1,郵便料,2732,0.7,-11.4,2693,0.8,1369,0.5,1602,0.4,2193,0.6,3062,0.8,3832,0.9,4356,0.8
1,1,固定電話通信料,2355,0.6,6.5,2929,0.9,1626,0.6,2796,0.8,1719,0.5,2038,0.6,2219,0.5,3159,0.6
1,1,移動電話通信料,10900,2.8,11,7961,2.4,10074,3.7,9175,2.6,10700,2.9,10687,2.9,10964,2.5,16646,3.1
1,1,ＮＨＫ放送受信料,1032,0.3,-20.9,769,0.2,598,0.2,1435,0.4,934,0.3,949,0.3,1264,0.3,1276,0.2
1,1,ケーブルテレビ受信料,833,0.2,-24.1,435,0.1,565,0.2,584,0.2,954,0.3,702,0.2,1188,0.3,1387,0.3
1,1,他の受信料,72,0,-57.9,-,-,121,0,54,0,96,0,-,-,17,0,213,0
1,1,国公立小学校,284,0.1,12.7,31,0,32,0,188,0.1,1073,0.3,453,0.1,94,0,118,0
1,1,国公立中学校,283,0.1,-25.1,304,0.1,-,-,-,-,487,0.1,357,0.1,833,0.2,-,-
1,1,国公立高校,63,0,-50.8,-,-,-,-,441,0.1,-,-,-,-,-,-,-,-
1,1,国公立大学,949,0.2,-5.4,6573,2,-,-,-,-,-,-,-,-,-,-,130,0
1,1,たばこ,1450,0.4,24.5,547,0.2,1332,0.5,2351,0.7,2406,0.6,1417,0.4,1400,0.3,696,0.1
2,0,準公共料金等,37311,9.7,28.8,49677,14.9,29850,11,41638,11.6,53130,14.3,31930,8.7,27249,6.2,27925,5.1
2,1,牛乳,1252,0.3,4.1,1730,0.5,905,0.3,1140,0.3,930,0.3,1274,0.3,1295,0.3,1497,0.3
2,1,灯油,585,0.2,-18.5,777,0.2,528,0.2,900,0.3,646,0.2,397,0.1,538,0.1,313,0.1
2,1,プロパンガス,680,0.2,87.8,379,0.1,414,0.2,849,0.2,973,0.3,1372,0.4,111,0,680,0.1
2,1,理髪料,407,0.1,-6.2,147,0,229,0.1,366,0.1,567,0.2,225,0.1,556,0.1,749,0.1
2,1,パーマネント代,220,0.1,-41.8,-,-,121,0,-,-,419,0.1,-,-,888,0.2,96,0
2,1,洗濯代,999,0.3,0.1,604,0.2,151,0.1,865,0.2,1632,0.4,1794,0.5,795,0.2,1166,0.2
2,1,新聞,2633,0.7,8.2,2658,0.8,1964,0.7,2247,0.6,2557,0.7,2390,0.7,3394,0.8,3205,0.6
2,1,私立小学校,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,1,私立中学校,370,0.1,...,491,0.1,-,-,24,0,-,-,-,-,310,0.1,1748,0.3
2,1,私立高校,1704,0.4,-15.6,1012,0.3,-,-,617,0.2,487,0.1,2195,0.6,2158,0.5,5428,1
2,1,私立大学,6183,1.6,357.3,22854,6.9,-,-,-,-,13485,3.6,6781,1.8,-,-,410,0.1
2,1,幼稚園,2362,0.6,-35.8,2356,0.7,2548,0.9,1437,0.4,1176,0.3,2615,0.7,3332,0.8,3056,0.6
2,1,民営家賃,17795,4.6,33.3,8931,2.7,22991,8.5,30371,8.5,30257,8.1,12639,3.4,13573,3.1,5784,1.1
2,1,地代,2121,0.6,22.5,7738,2.3,-,-,2820,0.8,-,-,248,0.1,298,0.1,3791,0.7
,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成25年12月,,,,,,,,,,,,,,,,,,,
第１２表　勤め先収入７分位階層別１世帯当たり１か月間の公共的料金支出　―勤労者世帯―,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：公共料金等　2：準公共料金等）,,,,,,,,,,,,,,,,,,,
