項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,8812,-,2017,-,1368,-,7983,-,7445,-,1188,-
0,0,0,0,0,調査世帯数,232,-,-,206,-,43,-,31,-,189,-,175,-,26,-
0,0,0,0,0,世帯人員,2.33,-,-,2.34,-,2.13,-,2.15,-,2.38,-,2.37,-,2.25,-
0,0,0,0,0,有業人員,0.35,-,-,0.37,-,0.18,-,0.22,-,0.4,-,0.4,-,0.23,-
0,0,0,0,0,世帯主平均年齢,73,-,-,73.1,-,73.1,-,73.5,-,73,-,73.1,-,72.3,-
1,0,0,0,0,受取,774128,-,-1.8,795705,-,508247,-,512039,-,841295,-,847818,-,614012,-
1,1,0,0,0,実収入,330219,100,-1.7,336322,100,195742,100,192797,100,364191,100,362690,100,284927,100
1,2,0,0,0,経常収入,328225,99.4,-0.8,334703,99.5,193698,99,189939,98.5,362209,99.5,361298,99.6,280151,98.3
1,3,0,0,0,勤め先収入,12027,3.6,-47.7,11800,3.5,953,0.5,1405,0.7,14825,4.1,13710,3.8,13708,4.8
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,3869,1.2,-60.5,4112,1.2,352,0.2,519,0.3,4758,1.3,4772,1.3,2068,0.7
1,6,0,0,0,うち女,3869,1.2,-60.5,4112,1.2,352,0.2,519,0.3,4758,1.3,4772,1.3,2068,0.7
1,4,0,0,0,他の世帯員収入,8158,2.5,-38.1,7689,2.3,601,0.3,887,0.5,10067,2.8,8938,2.5,11640,4.1
1,3,0,0,0,事業・内職収入,5918,1.8,10.5,4430,1.3,4250,2.2,3012,1.6,6340,1.7,4691,1.3,16960,6
1,4,0,0,0,家賃収入,3347,1,10.4,2680,0.8,2042,1,3012,1.6,3677,1,2619,0.7,8296,2.9
1,4,0,0,0,他の事業収入,664,0.2,21.4,753,0.2,-,-,-,-,831,0.2,891,0.2,-,-
1,4,0,0,0,内職収入,1908,0.6,7.4,997,0.3,2208,1.1,-,-,1832,0.5,1180,0.3,8664,3
1,3,0,0,0,他の経常収入,310279,94,2.6,318472,94.7,188495,96.3,185522,96.2,341045,93.6,342897,94.5,249483,87.6
1,4,0,0,0,財産収入,2406,0.7,-2.6,2628,0.8,1459,0.7,2151,1.1,2645,0.7,2715,0.7,759,0.3
1,4,0,0,0,社会保障給付,307825,93.2,2.9,315790,93.9,187036,95.6,183371,95.1,338339,92.9,340117,93.8,248724,87.3
1,5,0,0,0,公的年金給付,306425,92.8,4.5,315340,93.8,184628,94.3,182746,94.8,337194,92.6,339699,93.7,240270,84.3
1,5,0,0,0,他の社会保障給付,1400,0.4,-76.4,450,0.1,2408,1.2,625,0.3,1146,0.3,417,0.1,8454,3
1,4,0,0,0,仕送り金,48,0,-92.5,55,0,-,-,-,-,61,0,65,0,-,-
1,2,0,0,0,特別収入,1994,0.6,-61.6,1619,0.5,2044,1,2858,1.5,1981,0.5,1391,0.4,4776,1.7
1,3,0,0,0,受贈金,1307,0.4,-36.6,871,0.3,1879,1,2771,1.4,1162,0.3,521,0.1,4544,1.6
1,3,0,0,0,他の特別収入,687,0.2,-78,749,0.2,165,0.1,87,0,819,0.2,870,0.2,232,0.1
1,1,0,0,0,実収入以外の受取(繰入金を除く),370439,-,6.4,383758,-,237807,-,246006,-,403945,-,409064,-,271611,-
1,2,0,0,0,預貯金引出,291236,-,8.9,297897,-,214198,-,227108,-,310697,-,310902,-,241802,-
1,2,0,0,0,保険金,45505,-,-6.4,50594,-,11337,-,9992,-,54137,-,58053,-,7745,-
1,3,0,0,0,個人・企業年金保険金,45505,-,5.2,50594,-,11337,-,9992,-,54137,-,58053,-,7745,-
1,3,0,0,0,他の保険金,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,4051,-,478.7,4322,-,-,-,-,-,5075,-,5116,-,2042,-
1,2,0,0,0,一括払購入借入金,29494,-,-6.6,30770,-,12272,-,8907,-,33844,-,34787,-,20022,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,153,-,...,174,-,-,-,-,-,192,-,206,-,-,-
1,1,0,0,0,繰入金,73470,-,-29.3,75625,-,74698,-,73236,-,73159,-,76064,-,57474,-
2,0,0,0,0,支払,774128,-,-1.8,795705,-,508247,-,512039,-,841295,-,847818,-,614012,-
2,1,0,0,0,実支出,296481,-,2.9,295010,-,231738,-,236769,-,312837,-,305709,-,307402,-
2,2,0,0,0,生計支出,255461,-,1.7,251085,-,215342,-,218810,-,265597,-,257014,-,287939,-
2,3,0,0,0,消費支出,250754,100,-0.2,245743,100,192000,100,184392,100,265597,100,257014,100,287939,100
2,4,1,0,0,食料,66818,26.6,-5.3,68412,27.8,49124,25.6,50728,27.5,71288,26.8,71661,27.9,54990,19.1
2,5,1,1,0,穀類,5770,2.3,-2.6,5865,2.4,5462,2.8,6096,3.3,5848,2.2,5823,2.3,5062,1.8
2,6,1,1,1,米類,2169,0.9,5.7,2238,0.9,2362,1.2,2975,1.6,2121,0.8,2103,0.8,1659,0.6
2,6,1,1,2,パン,2138,0.9,-3.3,2162,0.9,1792,0.9,1819,1,2226,0.8,2226,0.9,1958,0.7
2,6,1,1,3,めん類,1135,0.5,-11.5,1136,0.5,1112,0.6,1095,0.6,1141,0.4,1144,0.4,1129,0.4
2,6,1,1,4,他の穀類,327,0.1,-12.6,329,0.1,195,0.1,208,0.1,361,0.1,351,0.1,315,0.1
2,5,1,2,0,魚介類,7009,2.8,-10.4,7327,3,4426,2.3,4472,2.4,7661,2.9,7852,3.1,4644,1.6
2,6,1,2,1,生鮮魚介,4254,1.7,-5.3,4488,1.8,2235,1.2,2296,1.2,4764,1.8,4891,1.9,2519,0.9
2,6,1,2,2,塩干魚介,1299,0.5,-18.6,1351,0.5,1058,0.6,1209,0.7,1360,0.5,1377,0.5,916,0.3
2,6,1,2,3,魚肉練製品,576,0.2,-23.2,590,0.2,446,0.2,398,0.2,609,0.2,625,0.2,473,0.2
2,6,1,2,4,他の魚介加工品,879,0.4,-10.9,899,0.4,686,0.4,569,0.3,928,0.3,959,0.4,736,0.3
2,5,1,3,0,肉類,4933,2,-11.6,5137,2.1,3302,1.7,3588,1.9,5344,2,5422,2.1,3416,1.2
2,6,1,3,1,生鮮肉,3905,1.6,-14.1,4089,1.7,2598,1.4,2914,1.6,4235,1.6,4305,1.7,2536,0.9
2,6,1,3,2,加工肉,1028,0.4,-0.7,1048,0.4,704,0.4,674,0.4,1109,0.4,1116,0.4,880,0.3
2,5,1,4,0,乳卵類,3313,1.3,-4.1,3402,1.4,2663,1.4,2680,1.5,3477,1.3,3535,1.4,2650,0.9
2,6,1,4,1,牛乳,1339,0.5,4.6,1366,0.6,1119,0.6,991,0.5,1394,0.5,1435,0.6,1135,0.4
2,6,1,4,2,乳製品,1407,0.6,-8.1,1455,0.6,1072,0.6,1227,0.7,1492,0.6,1497,0.6,1050,0.4
2,6,1,4,3,卵,567,0.2,-12.1,581,0.2,472,0.2,461,0.3,591,0.2,603,0.2,465,0.2
2,5,1,5,0,野菜・海藻,10333,4.1,-6.5,10683,4.3,8238,4.3,9091,4.9,10863,4.1,10976,4.3,7738,2.7
2,6,1,5,1,生鮮野菜,6940,2.8,-2.1,7183,2.9,5325,2.8,5777,3.1,7347,2.8,7441,2.9,5133,1.8
2,6,1,5,2,乾物・海藻,702,0.3,-26.6,714,0.3,614,0.3,744,0.4,725,0.3,709,0.3,614,0.2
2,6,1,5,3,大豆加工品,1214,0.5,-3,1272,0.5,913,0.5,1012,0.5,1290,0.5,1320,0.5,782,0.3
2,6,1,5,4,他の野菜・海藻加工品,1477,0.6,-15.9,1514,0.6,1387,0.7,1557,0.8,1500,0.6,1506,0.6,1209,0.4
2,5,1,6,0,果物,3726,1.5,-15,3894,1.6,2866,1.5,3186,1.7,3944,1.5,4025,1.6,2479,0.9
2,6,1,6,1,生鮮果物,3511,1.4,-15.6,3681,1.5,2552,1.3,2842,1.5,3754,1.4,3836,1.5,2250,0.8
2,6,1,6,2,果物加工品,215,0.1,-2.7,213,0.1,314,0.2,344,0.2,190,0.1,189,0.1,230,0.1
2,5,1,7,0,油脂・調味料,2997,1.2,-14.5,3035,1.2,2526,1.3,2590,1.4,3116,1.2,3116,1.2,2717,0.9
2,6,1,7,1,油脂,273,0.1,-22.4,278,0.1,167,0.1,194,0.1,299,0.1,294,0.1,232,0.1
2,6,1,7,2,調味料,2724,1.1,-13.6,2756,1.1,2358,1.2,2396,1.3,2817,1.1,2823,1.1,2485,0.9
2,5,1,8,0,菓子類,4655,1.9,-3.4,4726,1.9,3215,1.7,3172,1.7,5019,1.9,5012,2,4127,1.4
2,5,1,9,0,調理食品,7768,3.1,-15,7686,3.1,6481,3.4,6301,3.4,8094,3,7940,3.1,8382,2.9
2,6,1,9,1,主食的調理食品,3576,1.4,-7,3564,1.5,2758,1.4,2685,1.5,3783,1.4,3725,1.4,3666,1.3
2,6,1,9,2,他の調理食品,4192,1.7,-20.7,4122,1.7,3722,1.9,3615,2,4311,1.6,4215,1.6,4716,1.6
2,5,1,10,0,飲料,3508,1.4,2.2,3634,1.5,2729,1.4,2908,1.6,3705,1.4,3767,1.5,2574,0.9
2,6,1,10,1,茶類,1213,0.5,2.3,1260,0.5,1235,0.6,1364,0.7,1208,0.5,1241,0.5,862,0.3
2,6,1,10,2,コーヒー・ココア,741,0.3,21.5,763,0.3,599,0.3,600,0.3,777,0.3,792,0.3,582,0.2
2,6,1,10,3,他の飲料,1554,0.6,-4.9,1611,0.7,895,0.5,944,0.5,1720,0.6,1733,0.7,1130,0.4
2,5,1,11,0,酒類,3818,1.5,68.6,3863,1.6,1995,1,2375,1.3,4279,1.6,4137,1.6,3481,1.2
2,5,1,12,0,外食,8988,3.6,-2.2,9159,3.7,5222,2.7,4270,2.3,9939,3.7,10057,3.9,7721,2.7
2,6,1,12,1,一般外食,8932,3.6,-1.2,9159,3.7,5069,2.6,4270,2.3,9907,3.7,10057,3.9,7246,2.5
2,6,1,12,2,学校給食,56,0,-60.3,-,-,153,0.1,-,-,32,0,-,-,475,0.2
2,4,2,0,0,住居,13454,5.4,14.5,4745,1.9,25758,13.4,9891,5.4,10346,3.9,3800,1.5,78080,27.1
2,5,2,1,0,家賃地代,9645,3.8,21.7,554,0.2,19618,10.2,945,0.5,7126,2.7,482,0.2,77105,26.8
2,5,2,2,0,設備修繕・維持,3809,1.5,-0.5,4191,1.7,6140,3.2,8946,4.9,3221,1.2,3318,1.3,975,0.3
2,6,2,2,1,設備材料,2277,0.9,272.1,2567,1,4086,2.1,5918,3.2,1820,0.7,1951,0.8,123,0
2,6,2,2,2,工事その他のサービス,1532,0.6,-52.3,1624,0.7,2054,1.1,3028,1.6,1401,0.5,1366,0.5,851,0.3
