項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,8923,-,2208,-,1713,-,7792,-,7210,-,1077,-
0,0,0,0,0,調査世帯数,251,-,-,224,-,54,-,43,-,197,-,181,-,27,-
0,0,0,0,0,世帯人員,2.38,-,-,2.4,-,2.34,-,2.37,-,2.39,-,2.4,-,2.26,-
0,0,0,0,0,有業人員,0.39,-,-,0.4,-,0.31,-,0.34,-,0.41,-,0.42,-,0.31,-
0,0,0,0,0,世帯主平均年齢,72.8,-,-,73.8,-,71.9,-,73.1,-,73.1,-,73.9,-,65.2,-
1,0,0,0,0,受取,449869,-,-12.1,456890,-,363464,-,365754,-,474347,-,478540,-,391714,-
1,1,0,0,0,実収入,31958,100,-27.2,27106,100,32951,100,19981,100,31677,100,28799,100,72147,100
1,2,0,0,0,経常収入,25367,79.4,-33.7,20396,75.2,28574,86.7,15129,75.7,24458,77.2,21648,75.2,66533,92.2
1,3,0,0,0,勤め先収入,8235,25.8,-57,6237,23,1996,6.1,596,3,10003,31.6,7577,26.3,24791,34.4
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,3281,10.3,-69.1,1063,3.9,462,1.4,596,3,4079,12.9,1174,4.1,21648,30
1,6,0,0,0,うち女,3281,10.3,-69.1,1063,3.9,462,1.4,596,3,4079,12.9,1174,4.1,21648,30
1,4,0,0,0,他の世帯員収入,4955,15.5,-42,5173,19.1,1534,4.7,-,-,5924,18.7,6402,22.2,3143,4.4
1,3,0,0,0,事業・内職収入,5426,17,-42.7,4941,18.2,9194,27.9,7627,38.2,4358,13.8,4303,14.9,9444,13.1
1,4,0,0,0,家賃収入,2741,8.6,-25.5,2742,10.1,1732,5.3,2232,11.2,3027,9.6,2864,9.9,2729,3.8
1,4,0,0,0,他の事業収入,550,1.7,-72.6,616,2.3,-,-,-,-,705,2.2,762,2.6,-,-
1,4,0,0,0,内職収入,2135,6.7,-43.7,1582,5.8,7463,22.6,5395,27,626,2,677,2.4,6715,9.3
1,3,0,0,0,他の経常収入,11705,36.6,21.4,9219,34,17384,52.8,6906,34.6,10096,31.9,9769,33.9,32298,44.8
1,4,0,0,0,財産収入,893,2.8,-70.8,996,3.7,-,-,-,-,1146,3.6,1233,4.3,37,0.1
1,4,0,0,0,社会保障給付,10041,31.4,66.2,7848,29,15355,46.6,6841,34.2,8535,26.9,8087,28.1,28206,39.1
1,5,0,0,0,公的年金給付,6527,20.4,161.9,6914,25.5,3628,11,2587,12.9,7348,23.2,7942,27.6,3320,4.6
1,5,0,0,0,他の社会保障給付,3514,11,-1,934,3.4,11727,35.6,4253,21.3,1187,3.7,145,0.5,24885,34.5
1,4,0,0,0,仕送り金,771,2.4,43.6,375,1.4,2029,6.2,65,0.3,415,1.3,448,1.6,4055,5.6
1,2,0,0,0,特別収入,6592,20.6,16.8,6710,24.8,4377,13.3,4853,24.3,7219,22.8,7151,24.8,5614,7.8
1,3,0,0,0,受贈金,2206,6.9,336.8,2312,8.5,2381,7.2,3068,15.4,2157,6.8,2132,7.4,1332,1.8
1,3,0,0,0,他の特別収入,4386,13.7,-14.7,4398,16.2,1996,6.1,1784,8.9,5063,16,5019,17.4,4282,5.9
1,1,0,0,0,実収入以外の受取(繰入金を除く),326510,-,-10.8,332154,-,232107,-,230301,-,353252,-,356349,-,279761,-
1,2,0,0,0,預貯金引出,281717,-,-9.7,284329,-,217442,-,215517,-,299925,-,300676,-,260081,-
1,2,0,0,0,保険金,14352,-,471.1,16085,-,742,-,956,-,18208,-,19679,-,-,-
1,3,0,0,0,個人・企業年金保険金,9401,-,274.1,10537,-,742,-,956,-,11855,-,12812,-,-,-
1,3,0,0,0,他の保険金,4951,-,...,5549,-,-,-,-,-,6353,-,6867,-,-,-
1,2,0,0,0,有価証券売却,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,168,-,-98.7,188,-,-,-,-,-,215,-,233,-,-,-
