項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,2人／実数（円）,2人／構成比（％）,3人／実数（円）,3人／構成比（％）,4人／実数（円）,4人／構成比（％）,5人以上／実数（円）,5人以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3792,-,3085,-,2260,-,862,-
0,0,0,0,0,調査世帯数,768,-,290,-,234,-,177,-,67,-
0,0,0,0,0,世帯人員,3.05,-,2,-,3,-,4,-,5.35,-
0,0,0,0,0,有業人員,1.28,-,0.76,-,1.44,-,1.69,-,1.88,-
0,0,0,0,0,世帯主平均年齢,57.4,-,66.4,-,55.4,-,48.4,-,48,-
2,2,0,0,0,生計支出,353770,-,322118,-,323816,-,447912,-,353339,-
2,3,0,0,0,消費支出,336072,100,322118,100,323816,100,369620,100,353339,100
2,4,1,0,0,食料,81169,24.2,72244,22.4,81449,25.2,88979,24.1,98939,28
2,5,1,1,0,穀類,7055,2.1,5879,1.8,6703,2.1,8328,2.3,10142,2.9
2,6,1,1,1,米類,2529,0.8,2211,0.7,2315,0.7,2896,0.8,3730,1.1
2,6,1,1,2,パン,2792,0.8,2362,0.7,2600,0.8,3389,0.9,3805,1.1
2,6,1,1,3,めん類,1384,0.4,1030,0.3,1426,0.4,1647,0.4,2097,0.6
2,6,1,1,4,他の穀類,349,0.1,276,0.1,361,0.1,396,0.1,511,0.1
2,5,1,2,0,魚介類,6089,1.8,6037,1.9,6157,1.9,5768,1.6,6913,2
2,6,1,2,1,生鮮魚介,3675,1.1,3507,1.1,3811,1.2,3554,1,4246,1.2
2,6,1,2,2,塩干魚介,1143,0.3,1184,0.4,1145,0.4,1007,0.3,1307,0.4
2,6,1,2,3,魚肉練製品,505,0.2,498,0.2,505,0.2,517,0.1,506,0.1
2,6,1,2,4,他の魚介加工品,766,0.2,847,0.3,696,0.2,691,0.2,854,0.2
2,5,1,3,0,肉類,6946,2.1,4891,1.5,7035,2.2,8670,2.3,11151,3.2
2,6,1,3,1,生鮮肉,5437,1.6,3762,1.2,5587,1.7,6857,1.9,8541,2.4
2,6,1,3,2,加工肉,1510,0.4,1129,0.4,1448,0.4,1813,0.5,2610,0.7
2,5,1,4,0,乳卵類,3749,1.1,3198,1,3485,1.1,4370,1.2,5492,1.6
2,6,1,4,1,牛乳,1369,0.4,1305,0.4,1175,0.4,1419,0.4,2212,0.6
2,6,1,4,2,乳製品,1706,0.5,1337,0.4,1632,0.5,2199,0.6,2298,0.7
2,6,1,4,3,卵,674,0.2,555,0.2,678,0.2,751,0.2,982,0.3
2,5,1,5,0,野菜・海藻,10050,3,9981,3.1,10285,3.2,9564,2.6,10786,3.1
2,6,1,5,1,生鮮野菜,7135,2.1,7068,2.2,7308,2.3,6840,1.9,7580,2.1
2,6,1,5,2,乾物・海藻,693,0.2,738,0.2,625,0.2,651,0.2,845,0.2
2,6,1,5,3,大豆加工品,1105,0.3,1032,0.3,1206,0.4,1120,0.3,1023,0.3
2,6,1,5,4,他の野菜・海藻加工品,1118,0.3,1143,0.4,1146,0.4,954,0.3,1338,0.4
2,5,1,6,0,果物,2990,0.9,3419,1.1,2996,0.9,2285,0.6,2925,0.8
2,6,1,6,1,生鮮果物,2778,0.8,3175,1,2811,0.9,2115,0.6,2658,0.8
2,6,1,6,2,果物加工品,211,0.1,244,0.1,185,0.1,170,0,267,0.1
2,5,1,7,0,油脂・調味料,3510,1,3104,1,3459,1.1,3816,1,4678,1.3
