項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,8874,-,2476,-,1943,-,7524,-,6931,-,1126,-
0,0,0,0,0,調査世帯数,229,-,-,206,-,60,-,49,-,169,-,157,-,23,-
0,0,0,0,0,世帯人員,2.51,-,-,2.51,-,2.41,-,2.4,-,2.55,-,2.54,-,2.52,-
0,0,0,0,0,有業人員,0.49,-,-,0.49,-,0.39,-,0.42,-,0.52,-,0.51,-,0.45,-
0,0,0,0,0,世帯主平均年齢,73.4,-,-,73.7,-,72.9,-,73.7,-,73.6,-,73.7,-,71.1,-
1,0,0,0,0,受取,451003,-,13.1,471565,-,290609,-,309898,-,503797,-,516883,-,288917,-
1,1,0,0,0,実収入,48067,100,24.1,51121,100,14079,100,9701,100,59255,100,62731,100,23998,100
1,2,0,0,0,経常収入,43279,90,39.8,45835,89.7,11624,82.6,7052,72.7,53698,90.6,56706,90.4,23131,96.4
1,3,0,0,0,勤め先収入,28154,58.6,74.1,30317,59.3,4854,34.5,5390,55.6,35824,60.5,37304,59.5,11106,46.3
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,5776,12,71.2,5547,10.9,-,-,-,-,7677,13,7103,11.3,7577,31.6
1,6,0,0,0,うち女,5776,12,71.2,5547,10.9,-,-,-,-,7677,13,7103,11.3,7577,31.6
1,4,0,0,0,他の世帯員収入,22378,46.6,74.9,24770,48.5,4854,34.5,5390,55.6,28147,47.5,30202,48.1,3530,14.7
1,3,0,0,0,事業・内職収入,5946,12.4,50.4,6700,13.1,250,1.8,319,3.3,7820,13.2,8489,13.5,-,-
1,4,0,0,0,家賃収入,1663,3.5,-22.9,1874,3.7,-,-,-,-,2211,3.7,2400,3.8,-,-
1,4,0,0,0,他の事業収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,内職収入,4282,8.9,138.3,4825,9.4,250,1.8,319,3.3,5609,9.5,6089,9.7,-,-
1,3,0,0,0,他の経常収入,9179,19.1,-15.3,8818,17.2,6520,46.3,1343,13.8,10054,17,10913,17.4,12024,50.1
1,4,0,0,0,財産収入,6058,12.6,539,6827,13.4,357,2.5,455,4.7,7935,13.4,8613,13.7,-,-
1,4,0,0,0,社会保障給付,2499,5.2,-73.5,1954,3.8,3786,26.9,888,9.2,2075,3.5,2253,3.6,6795,28.3
1,5,0,0,0,公的年金給付,2326,4.8,-66.5,1759,3.4,3089,21.9,-,-,2075,3.5,2253,3.6,6795,28.3
1,5,0,0,0,他の社会保障給付,173,0.4,-93.1,194,0.4,697,5,888,9.2,-,-,-,-,-,-
1,4,0,0,0,仕送り金,622,1.3,38.2,38,0.1,2377,16.9,-,-,44,0.1,48,0.1,5230,21.8
1,2,0,0,0,特別収入,4788,10,-38.4,5286,10.3,2455,17.4,2649,27.3,5556,9.4,6025,9.6,868,3.6
1,3,0,0,0,受贈金,1331,2.8,-79.1,1460,2.9,2135,15.2,2540,26.2,1066,1.8,1157,1.8,314,1.3
1,3,0,0,0,他の特別収入,3458,7.2,147.7,3826,7.5,320,2.3,109,1.1,4490,7.6,4868,7.8,554,2.3
1,1,0,0,0,実収入以外の受取(繰入金を除く),321099,-,11.8,337920,-,195460,-,219996,-,362452,-,370975,-,188502,-
1,2,0,0,0,預貯金引出,250444,-,2,259176,-,179592,-,200732,-,273765,-,275559,-,181605,-
1,2,0,0,0,保険金,44173,-,263.9,49777,-,3986,-,5081,-,57400,-,62305,-,-,-
1,3,0,0,0,個人・企業年金保険金,7636,-,-37.1,8605,-,3986,-,5081,-,8837,-,9593,-,-,-
1,3,0,0,0,他の保険金,36537,-,...,41172,-,-,-,-,-,48563,-,52713,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,67,-,-66.7,76,-,4,-,4,-,88,-,95,-,-,-
1,2,0,0,0,一括払購入借入金,26350,-,-7.9,28818,-,11756,-,14023,-,31154,-,32966,-,6896,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,65,-,-91.4,73,-,122,-,156,-,46,-,49,-,-,-
1,1,0,0,0,繰入金,81837,-,12.7,82525,-,81070,-,80201,-,82090,-,83176,-,76418,-
2,0,0,0,0,支払,451003,-,13.1,471565,-,290609,-,309898,-,503797,-,516883,-,288917,-
2,1,0,0,0,実支出,279325,-,6.9,290426,-,212582,-,233788,-,301294,-,306302,-,191821,-
2,2,0,0,0,生計支出,267801,-,7.1,277670,-,210067,-,230635,-,286804,-,290854,-,190006,-
2,3,0,0,0,消費支出,267801,100,7.1,277670,100,210067,100,230635,100,286804,100,290854,100,190006,100
2,4,1,0,0,食料,70228,26.2,-1.8,72031,25.9,57808,27.5,61370,26.6,74316,25.9,75020,25.8,56014,29.5
2,5,1,1,0,穀類,5984,2.2,-0.3,6019,2.2,4911,2.3,4768,2.1,6337,2.2,6369,2.2,5710,3
2,6,1,1,1,米類,2164,0.8,14.9,2199,0.8,1480,0.7,1159,0.5,2389,0.8,2490,0.9,1885,1
2,6,1,1,2,パン,2201,0.8,-9.6,2207,0.8,2049,1,2265,1,2251,0.8,2191,0.8,2150,1.1
2,6,1,1,3,めん類,1185,0.4,-6.8,1167,0.4,1068,0.5,1046,0.5,1224,0.4,1201,0.4,1333,0.7
2,6,1,1,4,他の穀類,434,0.2,4.8,445,0.2,315,0.1,299,0.1,473,0.2,486,0.2,342,0.2
2,5,1,2,0,魚介類,7676,2.9,2.1,7752,2.8,5710,2.7,5916,2.6,8324,2.9,8266,2.8,7083,3.7
2,6,1,2,1,生鮮魚介,4458,1.7,-0.5,4521,1.6,2803,1.3,3015,1.3,5003,1.7,4944,1.7,3959,2.1
2,6,1,2,2,塩干魚介,1433,0.5,2.9,1409,0.5,1372,0.7,1306,0.6,1453,0.5,1438,0.5,1621,0.9
2,6,1,2,3,魚肉練製品,741,0.3,-2.6,743,0.3,615,0.3,626,0.3,782,0.3,776,0.3,723,0.4
2,6,1,2,4,他の魚介加工品,1044,0.4,17.8,1078,0.4,920,0.4,968,0.4,1085,0.4,1109,0.4,780,0.4
2,5,1,3,0,肉類,5755,2.1,9.2,5894,2.1,5067,2.4,5607,2.4,5982,2.1,5975,2.1,4660,2.5
