項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,382,-,-,52,-,54,-,56,-,53,-,59,-,54,-,54,-
0,0,0,0,0,世帯人員,3.27,-,-,2.92,-,2.9,-,3.43,-,3.4,-,3.23,-,3.33,-,3.64,-
0,0,0,0,0,有業人員,1.59,-,-,1.52,-,1.52,-,1.53,-,1.58,-,1.58,-,1.63,-,1.75,-
0,0,0,0,0,世帯主平均年齢,47.1,-,-,52.5,-,48.7,-,44.2,-,46.2,-,44.3,-,46.2,-,47.5,-
1,0,0,0,0,受取,1006294,-,-3.3,477039,-,671235,-,773236,-,933364,-,1101780,-,1284777,-,1794829,-
1,1,0,0,0,実収入,516001,100,-2.6,133326,100,279337,100,402879,100,479857,100,577900,100,700625,100,1032596,100
1,2,0,0,0,経常収入,513014,99.4,-2.4,132234,99.2,277656,99.4,396496,98.4,479031,99.8,574411,99.4,698195,99.7,1027645,99.5
1,3,0,0,0,勤め先収入,477261,92.5,0.3,55528,41.6,237700,85.1,356984,88.6,448867,93.5,550031,95.2,671523,95.8,1014264,98.2
1,4,0,0,0,世帯主収入,415675,80.6,-1.2,52957,39.7,229477,82.2,337726,83.8,424539,88.5,482167,83.4,581028,82.9,797084,77.2
1,6,0,0,0,うち男,399025,77.3,-0.7,36811,27.6,193520,69.3,324981,80.7,414474,86.4,467946,81,573428,81.8,777342,75.3
1,5,0,0,0,定期収入,408533,79.2,-1.7,52957,39.7,227149,81.3,335694,83.3,422399,88,476029,82.4,565622,80.7,775279,75.1
