項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,372,-,-,50,-,49,-,56,-,54,-,57,-,57,-,49,-
0,0,0,0,0,世帯人員,3.28,-,-,3.2,-,2.8,-,3.31,-,3.43,-,3.29,-,3.5,-,3.4,-
0,0,0,0,0,有業人員,1.61,-,-,1.46,-,1.54,-,1.6,-,1.64,-,1.63,-,1.71,-,1.66,-
0,0,0,0,0,世帯主平均年齢,46.6,-,-,50.3,-,46.8,-,44.1,-,44.8,-,45.5,-,47,-,47.6,-
1,0,0,0,0,受取,998377,-,-3.6,418834,-,599964,-,798768,-,920801,-,1113229,-,1336688,-,1785766,-
1,1,0,0,0,実収入,493430,100,-1.4,81875,100,254440,100,369703,100,453301,100,561145,100,684459,100,1039840,100
1,2,0,0,0,経常収入,488722,99,-1.2,74985,91.6,251836,99,364836,98.7,445567,98.3,557097,99.3,681339,99.5,1036080,99.6
1,3,0,0,0,勤め先収入,481816,97.6,-0.9,59221,72.3,250590,98.5,354915,96,443130,97.8,546854,97.5,675437,98.7,1033340,99.4
1,4,0,0,0,世帯主収入,422504,85.6,-1,57715,70.5,244379,96,340881,92.2,411101,90.7,485985,86.6,567945,83,842200,81
1,6,0,0,0,うち男,403934,81.9,-0.8,41511,50.7,197966,77.8,340881,92.2,377433,83.3,485985,86.6,555159,81.1,820422,78.9
1,5,0,0,0,定期収入,416971,84.5,-0.4,57715,70.5,244322,96,339272,91.8,410317,90.5,477298,85.1,565761,82.7,816996,78.6
1,5,0,0,0,臨時収入,3356,0.7,34.3,-,-,57,0,1609,0.4,784,0.2,8686,1.5,2183,0.3,10026,1
1,5,0,0,0,賞与,2176,0.4,-59.1,-,-,-,-,-,-,-,-,-,-,-,-,15178,1.5
1,4,0,0,0,世帯主の配偶者の収入,54606,11.1,-0.7,1507,1.8,5175,2,9537,2.6,27520,6.1,59636,10.6,102024,14.9,175020,16.8
1,6,0,0,0,うち女,53151,10.8,-0.5,1507,1.8,5175,2,9537,2.6,21694,4.8,59636,10.6,97616,14.3,175020,16.8
1,4,0,0,0,他の世帯員収入,4707,1,3.7,-,-,1036,0.4,4497,1.2,4509,1,1234,0.2,5468,0.8,16120,1.6
1,3,0,0,0,事業・内職収入,2450,0.5,-48.7,7032,8.6,473,0.2,8109,2.2,-,-,1502,0.3,-,-,-,-
1,4,0,0,0,家賃収入,1068,0.2,30.6,7032,8.6,-,-,-,-,-,-,494,0.1,-,-,-,-
1,4,0,0,0,他の事業収入,876,0.2,-75.4,-,-,-,-,5092,1.4,-,-,987,0.2,-,-,-,-
1,4,0,0,0,内職収入,505,0.1,26.6,-,-,473,0.2,3018,0.8,-,-,21,0,-,-,-,-
1,3,0,0,0,他の経常収入,4456,0.9,21.4,8732,10.7,773,0.3,1812,0.5,2436,0.5,8741,1.6,5902,0.9,2741,0.3
1,4,0,0,0,財産収入,151,0,-89.3,502,0.6,-,-,57,0,-,-,-,-,-,-,497,0
1,4,0,0,0,社会保障給付,3785,0.8,67.8,8062,9.8,-,-,520,0.1,1704,0.4,8741,1.6,5902,0.9,1499,0.1
1,5,0,0,0,公的年金給付,1050,0.2,...,-,-,-,-,-,-,-,-,7281,1.3,-,-,-,-
1,5,0,0,0,他の社会保障給付,2734,0.6,21.2,8062,9.8,-,-,520,0.1,1704,0.4,1460,0.3,5902,0.9,1499,0.1
1,4,0,0,0,仕送り金,521,0.1,...,168,0.2,773,0.3,1235,0.3,732,0.2,-,-,-,-,745,0.1
1,2,0,0,0,特別収入,4707,1,-21.9,6890,8.4,2605,1,4866,1.3,7734,1.7,4048,0.7,3120,0.5,3760,0.4
1,3,0,0,0,受贈金,2543,0.5,-38.7,6781,8.3,239,0.1,2745,0.7,3022,0.7,3132,0.6,1024,0.1,890,0.1
1,3,0,0,0,他の特別収入,2165,0.4,15.2,109,0.1,2366,0.9,2121,0.6,4712,1,916,0.2,2096,0.3,2870,0.3
1,1,0,0,0,実収入以外の受取(繰入金を除く),427109,-,-8.9,233462,-,258894,-,363947,-,382604,-,490848,-,583308,-,670592,-
1,2,0,0,0,預貯金引出,348663,-,-11.9,185461,-,220815,-,314748,-,333247,-,384329,-,443194,-,554551,-
1,2,0,0,0,保険金,864,-,-57.2,-,-,824,-,-,-,-,-,5183,-,-,-,-,-
1,3,0,0,0,個人・企業年金保険金,864,-,-57.2,-,-,824,-,-,-,-,-,5183,-,-,-,-,-
1,3,0,0,0,他の保険金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,5379,-,521.8,250,-,207,-,-,-,14,-,30619,-,97,-,6143,-
1,2,0,0,0,一括払購入借入金,72166,-,4.2,47751,-,37048,-,49173,-,49343,-,70717,-,140017,-,109670,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
