区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,765,-,-,103,-,110,-,117,-,109,-,111,-,110,-,105,-
0,0,世帯人員,3.02,-,-,2.72,-,2.9,-,2.89,-,2.91,-,3.04,-,3.34,-,3.35,-
0,0,有業人員,1.33,-,-,1.2,-,1.26,-,1.27,-,1.23,-,1.38,-,1.54,-,1.45,-
0,0,世帯主平均年齢,57.2,-,-,60.4,-,57.9,-,59.1,-,56.6,-,57,-,53.9,-,55.3,-
0,0,消費支出,298963,100,0.7,100526,100,160306,100,201936,100,246226,100,306689,100,378642,100,696383,100
1,0,商品,159130,53.2,6.6,74096,73.7,101890,63.6,123826,61.3,132363,53.8,157635,51.4,180193,47.6,343134,49.3
1,1,耐久財,22997,7.7,21.6,1561,1.6,1671,1,4694,2.3,8534,3.5,8345,2.7,16721,4.4,119341,17.1
1,2,半耐久財,24406,8.2,10.1,4531,4.5,9899,6.2,13800,6.8,18608,7.6,24594,8,31284,8.3,67928,9.8
1,3,非耐久財,111727,37.4,3.3,68004,67.6,90321,56.3,105331,52.2,105221,42.7,124695,40.7,132187,34.9,155866,22.4
1,0,サービス,139833,46.8,-5.4,26430,26.3,58416,36.4,78111,38.7,113863,46.2,149055,48.6,198449,52.4,353249,50.7
2,0,食料,89478,29.9,4.7,51886,51.6,65444,40.8,77360,38.3,86239,35,99161,32.3,112740,29.8,133084,19.1
2,3,非耐久財,67033,22.4,3.9,45711,45.5,54373,33.9,63824,31.6,63938,26,72083,23.5,79524,21,89536,12.9
2,4,サービス,22445,7.5,7,6175,6.1,11071,6.9,13536,6.7,22301,9.1,27079,8.8,33216,8.8,43548,6.3
2,0,住居,23626,7.9,-20.3,2974,3,5528,3.4,12918,6.4,22665,9.2,26347,8.6,33465,8.8,61280,8.8
2,1,耐久財,1593,0.5,-61.3,-,-,165,0.1,60,0,895,0.4,-,-,4530,1.2,5469,0.8
2,2,半耐久財,127,0,-54.8,10,0,62,0,207,0.1,172,0.1,87,0,257,0.1,93,0
2,4,サービス,21906,7.3,-13.3,2964,2.9,5301,3.3,12651,6.3,21598,8.8,26261,8.6,28678,7.6,55719,8
2,0,光熱・水道（非耐久財）,21695,7.3,9.1,11968,11.9,19686,12.3,21297,10.5,19899,8.1,26147,8.5,22860,6,29917,4.3
2,0,家具・家事用品,13814,4.6,22.2,3133,3.1,5204,3.2,7218,3.6,10880,4.4,10744,3.5,14555,3.8,44892,6.4
