項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,755,-,-,103,-,106,-,114,-,113,-,108,-,104,-,107,-
0,世帯人員,3.02,-,-,2.68,-,2.77,-,3.06,-,3.17,-,3.12,-,3.08,-,3.27,-
0,有業人員,1.28,-,-,1.05,-,1.12,-,1.23,-,1.34,-,1.32,-,1.44,-,1.47,-
0,世帯主平均年齢,57.3,-,-,62,-,59,-,57.4,-,53.7,-,55.3,-,56.5,-,56.9,-
0,消費支出,318520,100,-1.4,114320,100,176699,100,223846,100,271052,100,326865,100,414051,100,700324,100
2,基礎的支出,166909,52.4,-3.8,82937,72.5,118007,66.8,133052,59.4,148742,54.9,172590,52.8,200395,48.4,311669,44.5
3,選択的支出,151610,47.6,1.4,31383,27.5,58692,33.2,90795,40.6,122310,45.1,154275,47.2,213655,51.6,388655,55.5
1,食料,85437,26.8,0.6,52587,46,64744,36.6,75095,33.5,80648,29.8,95654,29.3,111610,27,117451,16.8
2,基礎的支出,65820,20.7,0.4,46040,40.3,53912,30.5,61261,27.4,62183,22.9,71809,22,81478,19.7,83892,12
3,選択的支出,19618,6.2,1.2,6547,5.7,10832,6.1,13834,6.2,18464,6.8,23845,7.3,30132,7.3,33560,4.8
1,住居,29395,9.2,-24.2,2501,2.2,15031,8.5,15581,7,18183,6.7,28848,8.8,28516,6.9,96659,13.8
2,基礎的支出,27645,8.7,-24.3,2195,1.9,14669,8.3,14234,6.4,16884,6.2,24960,7.6,26785,6.5,93371,13.3
3,選択的支出,1750,0.5,-22.3,307,0.3,362,0.2,1346,0.6,1299,0.5,3888,1.2,1731,0.4,3288,0.5
1,光熱・水道,21832,6.9,-4.8,14330,12.5,17322,9.8,21451,9.6,21638,8,23632,7.2,27251,6.6,27155,3.9
2,基礎的支出,21832,6.9,-4.8,14330,12.5,17322,9.8,21451,9.6,21638,8,23632,7.2,27251,6.6,27155,3.9
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,12066,3.8,18.2,3964,3.5,6059,3.4,7490,3.3,7006,2.6,8688,2.7,18098,4.4,33043,4.7
2,基礎的支出,8026,2.5,21.5,2661,2.3,4873,2.8,4896,2.2,5497,2,6268,1.9,10736,2.6,21175,3
3,選択的支出,4040,1.3,12.3,1303,1.1,1185,0.7,2593,1.2,1509,0.6,2420,0.7,7362,1.8,11868,1.7
1,被服及び履物,17270,5.4,13.5,5631,4.9,5948,3.4,10435,4.7,15325,5.7,18087,5.5,28257,6.8,37086,5.3
2,基礎的支出,1271,0.4,7.2,593,0.5,705,0.4,1048,0.5,1378,0.5,1487,0.5,1203,0.3,2477,0.4
3,選択的支出,15999,5,14,5037,4.4,5242,3,9388,4.2,13948,5.1,16601,5.1,27055,6.5,34609,4.9
1,保健医療,15108,4.7,4.2,6385,5.6,7515,4.3,8872,4,11213,4.1,19734,6,18796,4.5,33098,4.7
2,基礎的支出,10363,3.3,18.6,5640,4.9,6524,3.7,6437,2.9,8673,3.2,12799,3.9,12886,3.1,19512,2.8
3,選択的支出,4745,1.5,-17.7,745,0.7,990,0.6,2435,1.1,2541,0.9,6935,2.1,5911,1.4,13586,1.9
1,交通・通信,31451,9.9,-13.5,6448,5.6,15547,8.8,21600,9.6,30026,11.1,33493,10.2,42798,10.3,69997,10
2,基礎的支出,8179,2.6,-13.2,2281,2,4416,2.5,6234,2.8,8717,3.2,7722,2.4,12041,2.9,15802,2.3
3,選択的支出,23272,7.3,-13.6,4167,3.6,11131,6.3,15366,6.9,21309,7.9,25771,7.9,30758,7.4,54194,7.7
1,教育,14871,4.7,-2.1,944,0.8,3468,2,5522,2.5,8846,3.3,7597,2.3,11385,2.7,66053,9.4
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,14871,4.7,-2.1,944,0.8,3468,2,5522,2.5,8846,3.3,7597,2.3,11385,2.7,66053,9.4
1,教養娯楽,41116,12.9,15.7,8679,7.6,15886,9,22514,10.1,30975,11.4,45919,14,58833,14.2,104573,14.9
2,基礎的支出,8936,2.8,1.6,4114,3.6,6366,3.6,7415,3.3,9360,3.5,10193,3.1,12000,2.9,13071,1.9
3,選択的支出,32180,10.1,20.3,4565,4,9520,5.4,15099,6.7,21615,8,35726,10.9,46833,11.3,91503,13.1
1,その他の消費支出,49972,15.7,1.3,12852,11.2,25179,14.2,35287,15.8,47191,17.4,45211,13.8,68508,16.5,115208,16.5
2,基礎的支出,14837,4.7,7.9,5083,4.4,9219,5.2,10075,4.5,14411,5.3,13720,4.2,16017,3.9,35214,5
3,選択的支出,35136,11,-1.3,7769,6.8,15960,9,25211,11.3,32780,12.1,31491,9.6,52490,12.7,79994,11.4
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成25年5月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―全世帯―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
