項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,7773,-,1350,-,501,-,377,-
0,0,0,0,0,調査世帯数,752,-,593,-,96,-,37,-,26,-
0,0,0,0,0,世帯人員,2.95,-,2.98,-,2.76,-,2.86,-,3.28,-
0,0,0,0,0,有業人員,1.32,-,1.3,-,1.47,-,1.03,-,1.44,-
0,0,0,0,0,世帯主平均年齢,57.8,-,60.6,-,45.2,-,60.7,-,41.2,-
2,2,0,0,0,生計支出,393918,-,371988,-,543011,-,250027,-,503250,-
2,3,0,0,0,消費支出,360671,100,371988,100,335550,100,250027,100,364212,100
2,4,1,0,0,食料,95789,26.6,100046,26.9,81307,24.2,78284,31.3,83111,22.8
2,5,1,1,0,穀類,7604,2.1,7935,2.1,6265,1.9,6887,2.8,6536,1.8
2,6,1,1,1,米類,2274,0.6,2428,0.7,1651,0.5,1948,0.8,1773,0.5
2,6,1,1,2,パン,2584,0.7,2583,0.7,2496,0.7,2419,1,3140,0.9
2,6,1,1,3,めん類,1431,0.4,1465,0.4,1323,0.4,1341,0.5,1250,0.3
2,6,1,1,4,他の穀類,1315,0.4,1459,0.4,795,0.2,1178,0.5,373,0.1
2,5,1,2,0,魚介類,9831,2.7,10696,2.9,5902,1.8,9909,4,5963,1.6
2,6,1,2,1,生鮮魚介,5184,1.4,5661,1.5,3087,0.9,4848,1.9,3325,0.9
2,6,1,2,2,塩干魚介,1620,0.4,1757,0.5,1039,0.3,1603,0.6,902,0.2
2,6,1,2,3,魚肉練製品,1451,0.4,1559,0.4,915,0.3,1818,0.7,666,0.2
2,6,1,2,4,他の魚介加工品,1576,0.4,1720,0.5,860,0.3,1640,0.7,1070,0.3
2,5,1,3,0,肉類,8379,2.3,9102,2.4,4960,1.5,6923,2.8,7665,2.1
2,6,1,3,1,生鮮肉,6831,1.9,7495,2,3759,1.1,5606,2.2,5780,1.6
2,6,1,3,2,加工肉,1548,0.4,1607,0.4,1201,0.4,1317,0.5,1885,0.5
2,5,1,4,0,乳卵類,4007,1.1,4148,1.1,3461,1,3483,1.4,3747,1
2,6,1,4,1,牛乳,1332,0.4,1430,0.4,982,0.3,1079,0.4,901,0.2
2,6,1,4,2,乳製品,1897,0.5,1899,0.5,1869,0.6,1751,0.7,2158,0.6
2,6,1,4,3,卵,778,0.2,820,0.2,611,0.2,653,0.3,688,0.2
2,5,1,5,0,野菜・海藻,11167,3.1,12008,3.2,7541,2.2,10793,4.3,7300,2
2,6,1,5,1,生鮮野菜,7475,2.1,8002,2.2,5076,1.5,7514,3,5155,1.4
2,6,1,5,2,乾物・海藻,1052,0.3,1180,0.3,592,0.2,806,0.3,394,0.1
2,6,1,5,3,大豆加工品,1184,0.3,1268,0.3,836,0.2,1083,0.4,832,0.2
2,6,1,5,4,他の野菜・海藻加工品,1455,0.4,1558,0.4,1037,0.3,1390,0.6,918,0.3
2,5,1,6,0,果物,3376,0.9,3660,1,2097,0.6,3461,1.4,1971,0.5
2,6,1,6,1,生鮮果物,2937,0.8,3182,0.9,1847,0.6,2885,1.2,1857,0.5
2,6,1,6,2,果物加工品,439,0.1,479,0.1,250,0.1,575,0.2,114,0
2,5,1,7,0,油脂・調味料,3915,1.1,4190,1.1,2884,0.9,3309,1.3,2737,0.8
2,6,1,7,1,油脂,370,0.1,406,0.1,233,0.1,244,0.1,289,0.1
