項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,1138,-,1364,-,1970,-,1760,-,1348,-,968,-,831,-,620,-
0,0,0,0,0,調査世帯数,382,-,42,-,52,-,76,-,66,-,52,-,38,-,34,-,22,-
0,0,0,0,0,世帯人員,3.27,-,2.85,-,3.36,-,3.5,-,3.48,-,3.35,-,3.57,-,2.68,-,2.56,-
0,0,0,0,0,有業人員,1.59,-,1.44,-,1.51,-,1.38,-,1.47,-,1.78,-,1.81,-,1.77,-,2.03,-
0,0,0,0,0,世帯主平均年齢,47.1,-,30.9,-,36.9,-,42.2,-,47.2,-,52,-,56.4,-,62.2,-,68.8,-
1,0,0,0,0,受取,1006294,-,739509,-,900637,-,1003038,-,1110073,-,1075097,-,1192988,-,1188449,-,758864,-
1,1,0,0,0,実収入,516001,100,411842,100,522612,100,507483,100,580116,100,573537,100,545086,100,517964,100,364579,100
1,2,0,0,0,経常収入,513014,99.4,411109,99.8,518243,99.2,504047,99.3,577812,99.6,573236,99.9,542865,99.6,511869,98.8,357114,98
1,3,0,0,0,勤め先収入,477261,92.5,399976,97.1,481812,92.2,477159,94,553436,95.4,556133,97,535225,98.2,447911,86.5,170552,46.8
1,4,0,0,0,世帯主収入,415675,80.6,337145,81.9,426561,81.6,433568,85.4,501229,86.4,480308,83.7,474868,87.1,310125,59.9,144726,39.7
1,6,0,0,0,うち男,399025,77.3,332041,80.6,415822,79.6,405588,79.9,471667,81.3,470900,82.1,466259,85.5,303501,58.6,124779,34.2
1,5,0,0,0,定期収入,408533,79.2,312928,76,421993,80.7,430154,84.8,490465,84.5,474590,82.7,473379,86.8,306755,59.2,144726,39.7
1,5,0,0,0,臨時収入,4831,0.9,3915,1,4567,0.9,3414,0.7,10764,1.9,5718,1,1489,0.3,3369,0.7,-,-
