項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,2064,-,6625,-,448,-,251,-,863,-,4098,-
0,0,0,0,0,調査世帯数,372,-,73,-,252,-,15,-,9,-,32,-,150,-
0,0,0,0,0,世帯人員,3.28,-,2,-,3.67,-,2.6,-,2.79,-,3.7,-,3.18,-
0,0,0,0,0,有業人員,1.61,-,1.64,-,1.57,-,1.44,-,1,-,1.9,-,2.15,-
0,0,0,0,0,世帯主平均年齢,46.6,-,48.9,-,45.2,-,51.7,-,43.5,-,48.7,-,46.8,-
1,0,0,0,0,受取,998377,-,966910,-,1063444,-,556601,-,618847,-,803403,-,1019576,-
1,1,0,0,0,実収入,493430,100,465860,100,531993,100,245288,100,313731,100,392105,100,546589,100
1,2,0,0,0,経常収入,488722,99,460155,98.8,526845,99,245174,100,313608,100,390778,99.7,540911,99
1,3,0,0,0,勤め先収入,481816,97.6,448478,96.3,522287,98.2,229900,93.7,286405,91.3,381599,97.3,534286,97.7
1,4,0,0,0,世帯主収入,422504,85.6,353456,75.9,468058,88,218139,88.9,286405,91.3,344001,87.7,398600,72.9
1,6,0,0,0,うち男,403934,81.9,341036,73.2,466984,87.8,-,-,-,-,279966,71.4,391453,71.6
1,5,0,0,0,定期収入,416971,84.5,351727,75.5,460358,86.5,217980,88.9,286121,91.2,343222,87.5,396141,72.5
1,5,0,0,0,臨時収入,3356,0.7,3,0,4952,0.9,159,0.1,283,0.1,779,0.2,1589,0.3
1,5,0,0,0,賞与,2176,0.4,1725,0.4,2748,0.5,-,-,-,-,-,-,869,0.2
1,4,0,0,0,世帯主の配偶者の収入,54606,11.1,95023,20.4,49811,9.4,-,-,-,-,23088,5.9,133251,24.4
1,6,0,0,0,うち女,53151,10.8,91057,19.5,48851,9.2,-,-,-,-,23088,5.9,129702,23.7
1,4,0,0,0,他の世帯員収入,4707,1,-,-,4419,0.8,11762,4.8,-,-,14510,3.7,2436,0.4
1,3,0,0,0,事業・内職収入,2450,0.5,6189,1.3,573,0.1,-,-,-,-,9179,2.3,3084,0.6
1,4,0,0,0,家賃収入,1068,0.2,5175,1.1,-,-,-,-,-,-,-,-,2607,0.5
1,4,0,0,0,他の事業収入,876,0.2,690,0.1,369,0.1,-,-,-,-,5670,1.4,348,0.1
1,4,0,0,0,内職収入,505,0.1,324,0.1,204,0,-,-,-,-,3509,0.9,130,0
1,3,0,0,0,他の経常収入,4456,0.9,5488,1.2,3985,0.7,15273,6.2,27203,8.7,-,-,3540,0.6
1,4,0,0,0,財産収入,151,0,345,0.1,120,0,-,-,-,-,-,-,348,0.1
1,4,0,0,0,社会保障給付,3785,0.8,5135,1.1,3244,0.6,12860,5.2,22905,7.3,-,-,2883,0.5
1,5,0,0,0,公的年金給付,1050,0.2,5089,1.1,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,他の社会保障給付,2734,0.6,46,0,3244,0.6,12860,5.2,22905,7.3,-,-,2883,0.5
1,4,0,0,0,仕送り金,521,0.1,7,0,621,0.1,2413,1,4297,1.4,-,-,309,0.1
1,2,0,0,0,特別収入,4707,1,5705,1.2,5147,1,114,0,124,0,1327,0.3,5678,1
1,3,0,0,0,受贈金,2543,0.5,3045,0.7,2830,0.5,-,-,-,-,451,0.1,3507,0.6
1,3,0,0,0,他の特別収入,2165,0.4,2660,0.6,2317,0.4,114,0,124,0,875,0.2,2170,0.4
1,1,0,0,0,実収入以外の受取(繰入金を除く),427109,-,417051,-,453793,-,240834,-,248207,-,342986,-,405681,-
