項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,765,-,-,103,-,110,-,117,-,109,-,111,-,110,-,105,-
0,世帯人員,3.02,-,-,2.72,-,2.9,-,2.89,-,2.91,-,3.04,-,3.34,-,3.35,-
0,有業人員,1.33,-,-,1.2,-,1.26,-,1.27,-,1.23,-,1.38,-,1.54,-,1.45,-
0,世帯主平均年齢,57.2,-,-,60.4,-,57.9,-,59.1,-,56.6,-,57,-,53.9,-,55.3,-
0,消費支出,326756,100,1,103843,100,170958,100,215138,100,269328,100,328638,100,420304,100,776784,100
2,基礎的支出,163210,49.9,-2.8,81645,78.6,111018,64.9,137476,63.9,154592,57.4,178931,54.4,196660,46.8,281348,36.2
3,選択的支出,163546,50.1,5.1,22199,21.4,59939,35.1,77662,36.1,114737,42.6,149707,45.6,223645,53.2,495436,63.8
1,食料,89478,27.4,4.7,51886,50,65444,38.3,77360,36,86239,32,99161,30.2,112740,26.8,133084,17.1
2,基礎的支出,68184,20.9,4.5,45955,44.3,55196,32.3,63918,29.7,64940,24.1,74182,22.6,80855,19.2,91992,11.8
3,選択的支出,21294,6.5,5.2,5931,5.7,10248,6,13442,6.2,21299,7.9,24979,7.6,31885,7.6,41092,5.3
1,住居,23626,7.2,-20.3,2974,2.9,5528,3.2,12918,6,22665,8.4,26347,8,33465,8,61280,7.9
2,基礎的支出,21184,6.5,-21.5,2974,2.9,5090,3,11955,5.6,21067,7.8,23577,7.2,26805,6.4,56671,7.3
3,選択的支出,2442,0.7,-8.9,-,-,438,0.3,964,0.4,1598,0.6,2770,0.8,6660,1.6,4609,0.6
1,光熱・水道,21695,6.6,9.1,11968,11.5,19686,11.5,21297,9.9,19899,7.4,26147,8,22860,5.4,29917,3.9
2,基礎的支出,21695,6.6,9.1,11968,11.5,19686,11.5,21297,9.9,19899,7.4,26147,8,22860,5.4,29917,3.9
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,13814,4.2,22.2,3133,3,5204,3,7218,3.4,10880,4,10744,3.3,14555,3.5,44892,5.8
2,基礎的支出,6426,2,-6.1,2621,2.5,4436,2.6,5584,2.6,5530,2.1,7110,2.2,6699,1.6,12974,1.7
3,選択的支出,7388,2.3,65.6,512,0.5,768,0.4,1634,0.8,5350,2,3633,1.1,7856,1.9,31918,4.1
1,被服及び履物,11754,3.6,0.1,2496,2.4,5211,3,7621,3.5,9865,3.7,13400,4.1,15601,3.7,27987,3.6
2,基礎的支出,1004,0.3,-8.7,522,0.5,477,0.3,961,0.4,991,0.4,1258,0.4,1291,0.3,1522,0.2
3,選択的支出,10750,3.3,1,1974,1.9,4734,2.8,6660,3.1,8874,3.3,12142,3.7,14310,3.4,26465,3.4
1,保健医療,14572,4.5,-13.1,5926,5.7,7898,4.6,10655,5,9614,3.6,16022,4.9,20252,4.8,31520,4.1
2,基礎的支出,10828,3.3,-11,4792,4.6,5950,3.5,8546,4,7537,2.8,12358,3.8,14803,3.5,21729,2.8
3,選択的支出,3744,1.1,-18.8,1134,1.1,1948,1.1,2109,1,2077,0.8,3664,1.1,5448,1.3,9791,1.3
1,交通・通信,45548,13.9,15.9,6420,6.2,19521,11.4,22411,10.4,29715,11,38046,11.6,54359,12.9,148003,19.1
2,基礎的支出,9433,2.9,15.2,2240,2.2,4808,2.8,6564,3.1,10169,3.8,11628,3.5,13214,3.1,17333,2.2
3,選択的支出,36115,11.1,16.1,4180,4,14713,8.6,15847,7.4,19547,7.3,26418,8,41145,9.8,130670,16.8
1,教育,9075,2.8,-17.5,371,0.4,1945,1.1,1762,0.8,2791,1,5560,1.7,18080,4.3,32875,4.2
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,9075,2.8,-17.5,371,0.4,1945,1.1,1762,0.8,2791,1,5560,1.7,18080,4.3,32875,4.2
1,教養娯楽,44118,13.5,1.5,7657,7.4,17772,10.4,22828,10.6,35243,13.1,43704,13.3,61945,14.7,119286,15.4
2,基礎的支出,8649,2.6,-5.5,4000,3.9,6181,3.6,7705,3.6,8586,3.2,9810,3,10648,2.5,13566,1.7
3,選択的支出,35470,10.9,3.3,3657,3.5,11591,6.8,15123,7,26657,9.9,33894,10.3,51297,12.2,105720,13.6
1,その他の消費支出,53076,16.2,-3.2,11012,10.6,22748,13.3,31067,14.4,42416,15.7,49506,15.1,66448,15.8,147940,19
2,基礎的支出,15807,4.8,-13.6,6573,6.3,9195,5.4,10946,5.1,15872,5.9,12860,3.9,19484,4.6,35643,4.6
3,選択的支出,37268,11.4,2.1,4439,4.3,13553,7.9,20122,9.4,26544,9.9,36646,11.2,46964,11.2,112297,14.5
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成25年8月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―全世帯―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
