項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,731,-,-,100,-,104,-,101,-,111,-,103,-,103,-,109,-
0,世帯人員,3,-,-,2.56,-,2.76,-,3.09,-,3.02,-,3.01,-,3.19,-,3.37,-
0,有業人員,1.27,-,-,1.11,-,1.19,-,1.29,-,1.19,-,1.29,-,1.34,-,1.49,-
0,世帯主平均年齢,56.9,-,-,62.5,-,60.8,-,56.3,-,56.6,-,54.1,-,54,-,54,-
0,消費支出,320042,100,0,119824,100,175383,100,218940,100,268787,100,332472,100,409386,100,712817,100
2,基礎的支出,166004,51.9,-2.4,90647,75.7,117636,67.1,134131,61.3,156276,58.1,177530,53.4,205315,50.2,279432,39.2
3,選択的支出,154037,48.1,2.7,29178,24.4,57748,32.9,84810,38.7,112511,41.9,154942,46.6,204071,49.8,433385,60.8
1,食料,79349,24.8,-3.3,49403,41.2,60895,34.7,69998,32,79755,29.7,83326,25.1,96157,23.5,115462,16.2
2,基礎的支出,61027,19.1,-3.6,42835,35.7,50616,28.9,57794,26.4,61321,22.8,65015,19.6,66960,16.4,82419,11.6
3,選択的支出,18322,5.7,-2.2,6567,5.5,10279,5.9,12204,5.6,18435,6.9,18311,5.5,29197,7.1,33043,4.6
1,住居,23720,7.4,-8.4,3291,2.7,8344,4.8,10765,4.9,13340,5,26841,8.1,36809,9,66350,9.3
2,基礎的支出,21136,6.6,-13,3291,2.7,8044,4.6,8938,4.1,11766,4.4,24886,7.5,32596,8,58177,8.2
3,選択的支出,2584,0.8,59.1,-,-,300,0.2,1827,0.8,1574,0.6,1956,0.6,4213,1,8173,1.1
1,光熱・水道,29572,9.2,6.4,18929,15.8,25072,14.3,27342,12.5,30320,11.3,30140,9.1,33964,8.3,41090,5.8
2,基礎的支出,29572,9.2,6.4,18929,15.8,25072,14.3,27342,12.5,30320,11.3,30140,9.1,33964,8.3,41090,5.8
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,9392,2.9,-1.5,3124,2.6,5381,3.1,6289,2.9,8193,3,11506,3.5,12412,3,18755,2.6
2,基礎的支出,4996,1.6,-9.8,2602,2.2,3344,1.9,3588,1.6,5351,2,6039,1.8,7429,1.8,6575,0.9
3,選択的支出,4396,1.4,9.9,523,0.4,2037,1.2,2701,1.2,2842,1.1,5468,1.6,4984,1.2,12180,1.7
1,被服及び履物,17447,5.5,5.6,4603,3.8,8391,4.8,10649,4.9,11579,4.3,21097,6.3,27049,6.6,38559,5.4
2,基礎的支出,1009,0.3,-26.8,539,0.4,709,0.4,908,0.4,956,0.4,1081,0.3,1282,0.3,1581,0.2
3,選択的支出,16438,5.1,8.5,4065,3.4,7681,4.4,9741,4.4,10622,4,20016,6,25767,6.3,36977,5.2
1,保健医療,13852,4.3,9.1,5406,4.5,6939,4,8796,4,12473,4.6,10298,3.1,18850,4.6,34068,4.8
2,基礎的支出,9190,2.9,1,4996,4.2,5884,3.4,7181,3.3,9619,3.6,7779,2.3,10993,2.7,17818,2.5
3,選択的支出,4662,1.5,29.5,410,0.3,1055,0.6,1615,0.7,2854,1.1,2519,0.8,7856,1.9,16250,2.3
1,交通・通信,37180,11.6,17.1,9291,7.8,15846,9,18713,8.5,26433,9.8,36547,11,49938,12.2,103121,14.5
2,基礎的支出,8517,2.7,9.9,3777,3.2,5044,2.9,5294,2.4,8200,3.1,9987,3,10986,2.7,16270,2.3
3,選択的支出,28662,9,19.4,5514,4.6,10802,6.2,13419,6.1,18233,6.8,26560,8,38951,9.5,86850,12.2
1,教育,18768,5.9,8.1,374,0.3,3427,2,5745,2.6,6611,2.5,12802,3.9,15991,3.9,86287,12.1
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,18768,5.9,8.1,374,0.3,3427,2,5745,2.6,6611,2.5,12802,3.9,15991,3.9,86287,12.1
1,教養娯楽,34468,10.8,2.2,9301,7.8,13104,7.5,20420,9.3,30923,11.5,36724,11,44296,10.8,86184,12.1
2,基礎的支出,8571,2.7,9.2,4907,4.1,5477,3.1,6926,3.2,9313,3.5,8611,2.6,9353,2.3,15367,2.2
3,選択的支出,25897,8.1,0.1,4394,3.7,7627,4.3,13494,6.2,21610,8,28114,8.5,34943,8.5,70817,9.9
1,その他の消費支出,56295,17.6,-10.1,16102,13.4,27985,16,40223,18.4,49159,18.3,63191,19,73922,18.1,122942,17.2
2,基礎的支出,21985,6.9,-4.4,8772,7.3,13445,7.7,16159,7.4,19429,7.2,23993,7.2,31752,7.8,40134,5.6
3,選択的支出,34309,10.7,-13.4,7330,6.1,14540,8.3,24064,11,29730,11.1,39197,11.8,42169,10.3,82808,11.6
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成25年1月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―全世帯―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
