項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,2人／実数（円）,2人／構成比（％）,3人／実数（円）,3人／構成比（％）,4人／実数（円）,4人／構成比（％）,5人以上／実数（円）,5人以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,4266,-,2445,-,2422,-,867,-
0,0,0,0,0,調査世帯数,731,-,307,-,177,-,183,-,64,-
0,0,0,0,0,世帯人員,3,-,2,-,3,-,4,-,5.13,-
0,0,0,0,0,有業人員,1.27,-,0.76,-,1.57,-,1.71,-,1.72,-
0,0,0,0,0,世帯主平均年齢,56.9,-,65.5,-,54.3,-,48.1,-,46.1,-
2,2,0,0,0,生計支出,362589,-,282712,-,504111,-,362741,-,356120,-
2,3,0,0,0,消費支出,320042,100,282712,100,330087,100,362741,100,356120,100
2,4,1,0,0,食料,73440,22.9,63775,22.6,76466,23.2,82313,22.7,87675,24.6
2,5,1,1,0,穀類,5918,1.8,4448,1.6,6309,1.9,7198,2,8473,2.4
2,6,1,1,1,米類,1868,0.6,1348,0.5,2064,0.6,2220,0.6,2893,0.8
2,6,1,1,2,パン,2422,0.8,1853,0.7,2645,0.8,2908,0.8,3234,0.9
2,6,1,1,3,めん類,1243,0.4,948,0.3,1241,0.4,1567,0.4,1800,0.5
2,6,1,1,4,他の穀類,384,0.1,299,0.1,359,0.1,502,0.1,545,0.2
2,5,1,2,0,魚介類,5792,1.8,5573,2,6015,1.8,5691,1.6,6520,1.8
2,6,1,2,1,生鮮魚介,3484,1.1,3468,1.2,3566,1.1,3306,0.9,3825,1.1
2,6,1,2,2,塩干魚介,1036,0.3,981,0.3,1129,0.3,1025,0.3,1073,0.3
2,6,1,2,3,魚肉練製品,553,0.2,462,0.2,577,0.2,626,0.2,729,0.2
2,6,1,2,4,他の魚介加工品,720,0.2,663,0.2,743,0.2,734,0.2,894,0.3
2,5,1,3,0,肉類,6114,1.9,3972,1.4,6410,1.9,8339,2.3,9609,2.7
2,6,1,3,1,生鮮肉,4936,1.5,3163,1.1,5171,1.6,6839,1.9,7680,2.2
2,6,1,3,2,加工肉,1179,0.4,809,0.3,1239,0.4,1500,0.4,1929,0.5
2,5,1,4,0,乳卵類,3437,1.1,2729,1,3547,1.1,4067,1.1,4843,1.4
2,6,1,4,1,牛乳,1175,0.4,973,0.3,1177,0.4,1370,0.4,1620,0.5
2,6,1,4,2,乳製品,1622,0.5,1265,0.4,1691,0.5,1957,0.5,2246,0.6
2,6,1,4,3,卵,639,0.2,491,0.2,679,0.2,739,0.2,977,0.3
2,5,1,5,0,野菜・海藻,9228,2.9,8671,3.1,9275,2.8,9652,2.7,10655,3
2,6,1,5,1,生鮮野菜,6366,2,5852,2.1,6432,1.9,6897,1.9,7224,2
2,6,1,5,2,乾物・海藻,631,0.2,610,0.2,634,0.2,598,0.2,814,0.2
2,6,1,5,3,大豆加工品,1057,0.3,977,0.3,1121,0.3,1032,0.3,1340,0.4
2,6,1,5,4,他の野菜・海藻加工品,1175,0.4,1233,0.4,1088,0.3,1125,0.3,1277,0.4
2,5,1,6,0,果物,2909,0.9,3128,1.1,2813,0.9,2691,0.7,2710,0.8
2,6,1,6,1,生鮮果物,2649,0.8,2828,1,2573,0.8,2461,0.7,2504,0.7
2,6,1,6,2,果物加工品,261,0.1,301,0.1,240,0.1,230,0.1,206,0.1
2,5,1,7,0,油脂・調味料,3091,1,2611,0.9,2966,0.9,3628,1,4304,1.2
2,6,1,7,1,油脂,311,0.1,293,0.1,292,0.1,315,0.1,445,0.1
2,6,1,7,2,調味料,2780,0.9,2318,0.8,2675,0.8,3313,0.9,3859,1.1
2,5,1,8,0,菓子類,5099,1.6,4207,1.5,4723,1.4,6184,1.7,7517,2.1
2,5,1,9,0,調理食品,9113,2.8,8203,2.9,9825,3,9662,2.7,10048,2.8
2,6,1,9,1,主食的調理食品,4143,1.3,4109,1.5,4292,1.3,4221,1.2,3667,1
2,6,1,9,2,他の調理食品,4970,1.6,4093,1.4,5534,1.7,5442,1.5,6382,1.8
2,5,1,10,0,飲料,3705,1.2,3410,1.2,3783,1.1,3970,1.1,4193,1.2
2,6,1,10,1,茶類,1021,0.3,1091,0.4,1073,0.3,912,0.3,838,0.2
2,6,1,10,2,コーヒー・ココア,730,0.2,668,0.2,793,0.2,804,0.2,649,0.2
2,6,1,10,3,他の飲料,1953,0.6,1650,0.6,1917,0.6,2255,0.6,2707,0.8
2,5,1,11,0,酒類,3258,1,3081,1.1,3233,1,3780,1,2737,0.8
2,5,1,12,0,外食,15777,4.9,13743,4.9,17566,5.3,17452,4.8,16063,4.5
2,6,1,12,1,一般外食,14950,4.7,13721,4.9,16950,5.1,15567,4.3,13634,3.8
2,6,1,12,2,学校給食,827,0.3,22,0,616,0.2,1885,0.5,2429,0.7
2,4,2,0,0,住居,23720,7.4,23721,8.4,28618,8.7,21428,5.9,16303,4.6
2,5,2,1,0,家賃地代,16672,5.2,17681,6.3,17577,5.3,14666,4,14765,4.1
2,5,2,2,0,設備修繕・維持,7047,2.2,6040,2.1,11041,3.3,6761,1.9,1538,0.4
2,6,2,2,1,設備材料,1316,0.4,1662,0.6,2325,0.7,106,0,147,0
2,6,2,2,2,工事その他のサービス,5731,1.8,4378,1.5,8715,2.6,6656,1.8,1392,0.4
2,4,3,0,0,光熱・水道,29571,9.2,25847,9.1,30828,9.3,31558,8.7,38807,10.9
2,5,3,1,0,電気代,13018,4.1,11451,4.1,14505,4.4,13157,3.6,16152,4.5
2,5,3,2,0,ガス代,10086,3.2,8983,3.2,9471,2.9,11126,3.1,14349,4
2,5,3,3,0,他の光熱,1018,0.3,1208,0.4,989,0.3,767,0.2,869,0.2
2,5,3,4,0,上下水道料,5448,1.7,4205,1.5,5864,1.8,6508,1.8,7436,2.1
2,4,4,0,0,家具・家事用品,9232,2.9,7999,2.8,12132,3.7,7995,2.2,10581,3
2,5,4,1,0,家庭用耐久財,2758,0.9,2864,1,3690,1.1,1538,0.4,3019,0.8
2,6,4,1,1,家事用耐久財,1505,0.5,1468,0.5,1785,0.5,824,0.2,2805,0.8
2,6,4,1,2,冷暖房用器具,822,0.3,1381,0.5,360,0.1,527,0.1,204,0.1
2,6,4,1,3,一般家具,431,0.1,16,0,1546,0.5,187,0.1,11,0
2,5,4,2,0,室内装備・装飾品,918,0.3,629,0.2,1805,0.5,756,0.2,288,0.1
2,5,4,3,0,寝具類,1075,0.3,834,0.3,1884,0.6,459,0.1,1703,0.5
2,5,4,4,0,家事雑貨,1923,0.6,1648,0.6,1906,0.6,2147,0.6,2691,0.8
2,5,4,5,0,家事用消耗品,2015,0.6,1560,0.6,2232,0.7,2372,0.7,2651,0.7
