項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,2人／実数（円）,2人／構成比（％）,3人／実数（円）,3人／構成比（％）,4人／実数（円）,4人／構成比（％）,5人以上／実数（円）,5人以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,2230,-,2870,-,3609,-,1291,-
0,0,0,0,0,調査世帯数,386,-,83,-,111,-,140,-,52,-
0,0,0,0,0,世帯人員,3.42,-,2,-,3,-,4,-,5.16,-
0,0,0,0,0,有業人員,1.65,-,1.45,-,1.71,-,1.65,-,1.84,-
0,0,0,0,0,世帯主平均年齢,47,-,51.1,-,47.1,-,45.5,-,44.1,-
1,0,0,0,0,受取,966815,-,924794,-,963796,-,985530,-,993806,-
1,1,0,0,0,実収入,493916,100,425893,100,490489,100,513475,100,564375,100
1,2,0,0,0,経常収入,489579,99.1,416517,97.8,489017,99.7,509674,99.3,560879,99.4
1,3,0,0,0,勤め先収入,450139,91.1,369041,86.7,455156,92.8,473070,92.1,514992,91.2
1,4,0,0,0,世帯主収入,392273,79.4,308451,72.4,383490,78.2,432862,84.3,443141,78.5
1,6,0,0,0,うち男,378527,76.6,273685,64.3,376113,76.7,424895,82.7,435395,77.1
1,5,0,0,0,定期収入,387196,78.4,307967,72.3,377616,77,429232,83.6,427860,75.8
1,5,0,0,0,臨時収入,3193,0.6,484,0.1,5875,1.2,3630,0.7,692,0.1
1,5,0,0,0,賞与,1883,0.4,-,-,-,-,-,-,14589,2.6
1,4,0,0,0,世帯主の配偶者の収入,53241,10.8,56747,13.3,60359,12.3,39233,7.6,70525,12.5
1,6,0,0,0,うち女,50326,10.2,52933,12.4,60359,12.3,39233,7.6,54531,9.7
1,4,0,0,0,他の世帯員収入,4625,0.9,3843,0.9,11307,2.3,975,0.2,1326,0.2
1,3,0,0,0,事業・内職収入,4370,0.9,3192,0.7,5898,1.2,202,0,14660,2.6
1,4,0,0,0,家賃収入,1929,0.4,1934,0.5,3385,0.7,-,-,4074,0.7
1,4,0,0,0,他の事業収入,728,0.1,1144,0.3,1546,0.3,79,0,-,-
1,4,0,0,0,内職収入,1714,0.3,113,0,967,0.2,123,0,10586,1.9
1,3,0,0,0,他の経常収入,35070,7.1,44284,10.4,27962,5.7,36402,7.1,31227,5.5
1,4,0,0,0,財産収入,350,0.1,0,0,90,0,897,0.2,-,-
1,4,0,0,0,社会保障給付,34168,6.9,42255,9.9,27872,5.7,35228,6.9,31227,5.5
1,5,0,0,0,公的年金給付,24553,5,42255,9.9,25197,5.1,18378,3.6,9800,1.7
1,5,0,0,0,他の社会保障給付,9615,1.9,-,-,2675,0.5,16850,3.3,21427,3.8
1,4,0,0,0,仕送り金,552,0.1,2030,0.5,-,-,276,0.1,-,-
1,2,0,0,0,特別収入,4337,0.9,9376,2.2,1472,0.3,3801,0.7,3496,0.6
1,3,0,0,0,受贈金,1428,0.3,2090,0.5,512,0.1,1713,0.3,1521,0.3
1,3,0,0,0,他の特別収入,2909,0.6,7286,1.7,960,0.2,2087,0.4,1975,0.3
1,1,0,0,0,実収入以外の受取(繰入金を除く),406900,-,423698,-,404918,-,409868,-,373988,-
1,2,0,0,0,預貯金引出,347840,-,349510,-,349035,-,354350,-,324099,-
1,2,0,0,0,保険金,5080,-,17042,-,2758,-,1351,-,-,-
1,3,0,0,0,個人・企業年金保険金,4817,-,17042,-,2758,-,623,-,-,-
1,3,0,0,0,他の保険金,263,-,-,-,-,-,729,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,142,-,635,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,2404,-,1146,-,2657,-,3465,-,1050,-
1,2,0,0,0,一括払購入借入金,51416,-,55322,-,50445,-,50697,-,48840,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,18,-,44,-,23,-,5,-,-,-
1,1,0,0,0,繰入金,65999,-,75203,-,68389,-,62187,-,55443,-
2,0,0,0,0,支払,966815,-,924794,-,963796,-,985530,-,993806,-
2,1,0,0,0,実支出,408256,-,392240,-,402356,-,418829,-,419483,-
2,2,0,0,0,生計支出,316365,-,315093,-,313102,-,320125,-,315305,-
2,3,0,0,0,消費支出,316365,100,315093,100,313102,100,320125,100,315305,100
2,4,1,0,0,食料,75696,23.9,69702,22.1,73553,23.5,78679,24.6,82475,26.2
2,5,1,1,0,穀類,6579,2.1,4482,1.4,6575,2.1,7119,2.2,8700,2.8
2,6,1,1,1,米類,2371,0.7,1300,0.4,2225,0.7,2696,0.8,3636,1.2
2,6,1,1,2,パン,2565,0.8,1977,0.6,2782,0.9,2644,0.8,2879,0.9
2,6,1,1,3,めん類,1231,0.4,860,0.3,1171,0.4,1376,0.4,1601,0.5
2,6,1,1,4,他の穀類,412,0.1,345,0.1,397,0.1,403,0.1,583,0.2
2,5,1,2,0,魚介類,4984,1.6,5034,1.6,4665,1.5,5083,1.6,5332,1.7
2,6,1,2,1,生鮮魚介,3108,1,3226,1,2986,1,3194,1,2938,0.9
2,6,1,2,2,塩干魚介,869,0.3,741,0.2,872,0.3,912,0.3,961,0.3
2,6,1,2,3,魚肉練製品,435,0.1,445,0.1,396,0.1,418,0.1,548,0.2
2,6,1,2,4,他の魚介加工品,573,0.2,623,0.2,412,0.1,559,0.2,886,0.3
2,5,1,3,0,肉類,6716,2.1,4677,1.5,6138,2,7779,2.4,8552,2.7
2,6,1,3,1,生鮮肉,5446,1.7,3800,1.2,5047,1.6,6300,2,6789,2.2
