項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,768,-,-,107,-,108,-,115,-,111,-,116,-,107,-,104,-
0,世帯人員,3.05,-,-,2.57,-,2.85,-,3.13,-,3.06,-,3.11,-,3.43,-,3.19,-
0,有業人員,1.28,-,-,0.93,-,1.14,-,1.33,-,1.27,-,1.37,-,1.41,-,1.5,-
0,世帯主平均年齢,57.4,-,-,61.2,-,61,-,55.8,-,54.7,-,55.8,-,57,-,56,-
0,消費支出,336072,100,10.6,108692,100,172710,100,224840,100,273465,100,329233,100,412493,100,826918,100
2,基礎的支出,174527,51.9,11.7,79496,73.1,114870,66.5,130129,57.9,160500,58.7,179224,54.4,202009,49,353971,42.8
3,選択的支出,161545,48.1,9.5,29196,26.9,57840,33.5,94711,42.1,112965,41.3,150009,45.6,210484,51,472946,57.2
1,食料,86791,25.8,6.1,50909,46.8,69087,40,76475,34,83952,30.7,89375,27.1,106810,25.9,130472,15.8
2,基礎的支出,66890,19.9,4.4,44505,40.9,59418,34.4,60412,26.9,65929,24.1,69603,21.1,81391,19.7,86745,10.5
3,選択的支出,19901,5.9,12.3,6403,5.9,9669,5.6,16063,7.1,18022,6.6,19772,6,25418,6.2,43727,5.3
1,住居,34180,10.2,46,4037,3.7,6741,3.9,14810,6.6,27301,10,29506,9,27229,6.6,128980,15.6
2,基礎的支出,32171,9.6,54.2,3671,3.4,5590,3.2,14018,6.2,26101,9.5,27896,8.5,21319,5.2,125965,15.2
3,選択的支出,2009,0.6,-21.2,366,0.3,1151,0.7,792,0.4,1201,0.4,1610,0.5,5910,1.4,3015,0.4
1,光熱・水道,19708,5.9,2.3,12669,11.7,17540,10.2,17862,7.9,21193,7.7,21481,6.5,22500,5.5,24659,3
2,基礎的支出,19708,5.9,2.3,12669,11.7,17540,10.2,17862,7.9,21193,7.7,21481,6.5,22500,5.5,24659,3
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,12784,3.8,-6.5,3938,3.6,5478,3.2,7217,3.2,9582,3.5,15177,4.6,18251,4.4,29681,3.6
2,基礎的支出,6759,2,-11.6,2671,2.5,4346,2.5,5588,2.5,6868,2.5,6853,2.1,7911,1.9,13024,1.6
3,選択的支出,6024,1.8,0.1,1266,1.2,1132,0.7,1629,0.7,2715,1,8324,2.5,10340,2.5,16657,2
1,被服及び履物,16357,4.9,-0.3,3793,3.5,6472,3.7,10369,4.6,13308,4.9,18421,5.6,26537,6.4,35399,4.3
2,基礎的支出,1402,0.4,-5.4,285,0.3,1128,0.7,839,0.4,1392,0.5,1644,0.5,2460,0.6,2057,0.2
3,選択的支出,14955,4.4,0.2,3508,3.2,5344,3.1,9530,4.2,11916,4.4,16778,5.1,24076,5.8,33342,4
1,保健医療,19124,5.7,28.2,4349,4,9566,5.5,10355,4.6,10597,3.9,15391,4.7,20631,5,62639,7.6
2,基礎的支出,12461,3.7,18,3751,3.5,7927,4.6,7859,3.5,7914,2.9,12418,3.8,16192,3.9,30997,3.7
3,選択的支出,6663,2,53.1,597,0.5,1639,0.9,2496,1.1,2683,1,2973,0.9,4439,1.1,31641,3.8
1,交通・通信,42573,12.7,30.5,6974,6.4,15616,9,20270,9,24324,8.9,33840,10.3,46058,11.2,150108,18.2
2,基礎的支出,8615,2.6,17.5,2677,2.5,5283,3.1,6066,2.7,6734,2.5,11797,3.6,12005,2.9,15652,1.9
3,選択的支出,33958,10.1,34.3,4297,4,10333,6,14204,6.3,17591,6.4,22043,6.7,34053,8.3,134456,16.3
1,教育,9784,2.9,-7.2,777,0.7,2949,1.7,4446,2,8314,3,7553,2.3,18946,4.6,25381,3.1
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,9784,2.9,-7.2,777,0.7,2949,1.7,4446,2,8314,3,7553,2.3,18946,4.6,25381,3.1
1,教養娯楽,38417,11.4,-2.5,10414,9.6,14309,8.3,22787,10.1,26901,9.8,38221,11.6,49288,11.9,106404,12.9
2,基礎的支出,8127,2.4,-3.9,4331,4,5810,3.4,7158,3.2,8097,3,8328,2.5,11285,2.7,11834,1.4
3,選択的支出,30290,9,-2.2,6083,5.6,8499,4.9,15629,7,18803,6.9,29893,9.1,38003,9.2,94570,11.4
1,その他の消費支出,56355,16.8,9,10833,10,24951,14.4,40251,17.9,47993,17.5,60269,18.3,76243,18.5,133195,16.1
2,基礎的支出,18394,5.5,11.4,4935,4.5,7828,4.5,10329,4.6,16272,6,19204,5.8,26944,6.5,43038,5.2
3,選択的支出,37962,11.3,7.9,5898,5.4,17123,9.9,29922,13.3,31721,11.6,41064,12.5,49299,12,90156,10.9
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成25年6月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―全世帯―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
