年次・月次コード,年次・月次,西暦（年）,月,都平均,第1階層,第2階層,第3階層,第4階層,第5階層,第6階層,第7階層
nen,平成18年平均,2006,,48.8,39.3,41.7,42.5,46.1,50.5,52.7,57.1
nen,平成19年平均,2007,,49.9,38.9,45.6,44.7,47.8,51.5,54.2,57.6
nen,平成20年平均,2008,,49.9,37.6,39.8,42.6,50,54,56.6,57.7
nen,平成21年平均,2009,,50.8,40,41.3,44.8,49.9,55.5,54.7,58.4
nen,平成22年平均,2010,,55.7,48,47.3,48.7,54.1,59.1,62.4,61.1
nen,平成23年平均,2011,,54.6,44.4,46.5,51,53.4,56,60.6,61.1
nen,平成24年平均,2012,,55.6,47.9,46,48.4,54,58.2,59.1,64.5
tuki,平成24年4月,2012,4,61.2,58.4,45.5,55,56.8,63.9,66,70.6
tuki,平成24年5月,2012,5,53,50.7,45,41.6,47.5,57.7,60.9,58.7
tuki,平成24年6月,2012,6,55,44.5,46.4,45.8,55.7,51.8,63,64.7
tuki,平成24年7月,2012,7,55,52,41.2,45,58.4,58.6,56.3,64.6
tuki,平成24年8月,2012,8,56.5,45.7,50.1,45.9,55,62.6,55.5,68.1
tuki,平成24年9月,2012,9,55.5,46.5,42.5,45.9,55,55.9,60.5,67.7
tuki,平成24年10月,2012,10,59.2,43.2,52.2,49.5,48.6,58.5,61,75.7
tuki,平成24年11月,2012,11,55.3,43.6,45.8,49.4,53.9,59.2,58.4,64.3
tuki,平成24年12月,2012,12,52.9,51.1,39.4,46.9,51.4,50.1,59.5,61.9
tuki,平成25年1月,2013,1,53.8,45.3,42.2,43.4,55,54.6,60.7,63.3
tuki,平成25年2月,2013,2,51.1,52,39.9,47.1,52.7,50.1,51.5,60
tuki,平成25年3月,2013,3,55.3,46,49.9,46,56.1,57.5,67.6,55.1
tuki,平成25年4月,2013,4,59.1,57.3,57.9,50.3,54.1,58.3,62,66.6
,,,,,,,,,,,
東京都生計分析調査　平成25年4月,,,,,,,,,,,
主要指標５　―勤労者世帯，勤め先収入７分位階層別―,,,,,,,,,,,
選択的支出係数〔＝（選択的支出÷消費支出）×１００〕,,,,,,,,,,,
