項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,748,-,-,104,-,110,-,106,-,109,-,109,-,108,-,102,-
0,0,0,0,0,世帯人員,3,-,-,2.7,-,2.76,-,3.03,-,2.91,-,3.1,-,3.27,-,3.22,-
0,0,0,0,0,有業人員,1.32,-,-,1.23,-,1.1,-,1.21,-,1.32,-,1.49,-,1.47,-,1.43,-
0,0,0,0,0,世帯主平均年齢,57.3,-,-,59.8,-,61.7,-,56.3,-,55.9,-,54.5,-,55.5,-,57.4,-
2,2,0,0,0,生計支出,322638,-,-2.4,106325,-,163855,-,209081,-,257735,-,318471,-,410128,-,789618,-
2,3,0,0,0,消費支出,322638,100,-2.4,106325,100,163855,100,209081,100,257735,100,318471,100,410128,100,789618,100
2,4,1,0,0,食料,78830,24.4,1.9,48685,45.8,59572,36.4,72952,34.9,74613,28.9,89559,28.1,100005,24.4,106037,13.4
2,5,1,1,0,穀類,6411,2,1.6,4483,4.2,5227,3.2,6082,2.9,6058,2.4,6670,2.1,8086,2,8247,1
2,6,1,1,1,米類,2116,0.7,-5.7,1726,1.6,1617,1,2020,1,1745,0.7,2069,0.6,2804,0.7,2819,0.4
2,6,1,1,2,パン,2683,0.8,8.4,1474,1.4,2106,1.3,2535,1.2,2723,1.1,2935,0.9,3418,0.8,3573,0.5
2,6,1,1,3,めん類,1222,0.4,0,1023,1,1102,0.7,1234,0.6,1147,0.4,1213,0.4,1305,0.3,1528,0.2
2,6,1,1,4,他の穀類,391,0.1,5.4,261,0.2,402,0.2,293,0.1,443,0.2,453,0.1,558,0.1,327,0
2,5,1,2,0,魚介類,6050,1.9,-0.5,4269,4,5542,3.4,6194,3,5587,2.2,6315,2,6710,1.6,7709,1
2,6,1,2,1,生鮮魚介,3580,1.1,-3.4,2578,2.4,3247,2,3767,1.8,3374,1.3,3793,1.2,3806,0.9,4482,0.6
2,6,1,2,2,塩干魚介,1078,0.3,6,801,0.8,969,0.6,1072,0.5,924,0.4,1070,0.3,1231,0.3,1478,0.2
2,6,1,2,3,魚肉練製品,590,0.2,6.7,404,0.4,584,0.4,657,0.3,495,0.2,585,0.2,675,0.2,724,0.1
2,6,1,2,4,他の魚介加工品,802,0.2,-0.2,486,0.5,742,0.5,698,0.3,795,0.3,868,0.3,999,0.2,1024,0.1
2,5,1,3,0,肉類,6908,2.1,7.8,5122,4.8,5386,3.3,6343,3,6613,2.6,7370,2.3,8455,2.1,9041,1.1
2,6,1,3,1,生鮮肉,5449,1.7,7.7,4068,3.8,4160,2.5,4916,2.4,5261,2,5834,1.8,6713,1.6,7172,0.9
2,6,1,3,2,加工肉,1459,0.5,8.2,1054,1,1226,0.7,1427,0.7,1352,0.5,1535,0.5,1742,0.4,1869,0.2
2,5,1,4,0,乳卵類,3854,1.2,1.6,2660,2.5,3373,2.1,3814,1.8,4185,1.6,4138,1.3,4063,1,4730,0.6
2,6,1,4,1,牛乳,1423,0.4,4.2,830,0.8,1434,0.9,1478,0.7,1649,0.6,1514,0.5,1332,0.3,1718,0.2
2,6,1,4,2,乳製品,1740,0.5,-3,1243,1.2,1325,0.8,1703,0.8,1770,0.7,1919,0.6,1959,0.5,2251,0.3
2,6,1,4,3,卵,691,0.2,9,587,0.6,614,0.4,632,0.3,765,0.3,705,0.2,773,0.2,761,0.1
2,5,1,5,0,野菜・海藻,10016,3.1,5.2,7733,7.3,8545,5.2,9935,4.8,9771,3.8,9904,3.1,11428,2.8,12763,1.6
2,6,1,5,1,生鮮野菜,7002,2.2,6.3,5219,4.9,5892,3.6,7045,3.4,6802,2.6,7012,2.2,8097,2,8916,1.1
2,6,1,5,2,乾物・海藻,676,0.2,-0.7,521,0.5,593,0.4,718,0.3,611,0.2,704,0.2,724,0.2,859,0.1
2,6,1,5,3,大豆加工品,1145,0.4,4.2,924,0.9,1071,0.7,1081,0.5,1150,0.4,1088,0.3,1308,0.3,1388,0.2
2,6,1,5,4,他の野菜・海藻加工品,1194,0.4,3.3,1069,1,990,0.6,1090,0.5,1207,0.5,1100,0.3,1298,0.3,1600,0.2
2,5,1,6,0,果物,3218,1,-3.5,2274,2.1,3051,1.9,3353,1.6,3363,1.3,3250,1,3372,0.8,3850,0.5
2,6,1,6,1,生鮮果物,3023,0.9,-3.7,2147,2,2913,1.8,3226,1.5,3136,1.2,3015,0.9,3195,0.8,3519,0.4
2,6,1,6,2,果物加工品,194,0.1,-1,126,0.1,138,0.1,127,0.1,226,0.1,235,0.1,177,0,332,0
2,5,1,7,0,油脂・調味料,3475,1.1,4.6,2534,2.4,2867,1.7,3363,1.6,3140,1.2,3948,1.2,4292,1,4166,0.5
2,6,1,7,1,油脂,353,0.1,5.4,236,0.2,301,0.2,344,0.2,302,0.1,474,0.1,348,0.1,462,0.1
2,6,1,7,2,調味料,3122,1,4.5,2298,2.2,2566,1.6,3018,1.4,2839,1.1,3475,1.1,3943,1,3704,0.5
2,5,1,8,0,菓子類,5133,1.6,5.4,3070,2.9,3538,2.2,5021,2.4,5342,2.1,6400,2,6304,1.5,6229,0.8
2,5,1,9,0,調理食品,9770,3,-2.1,6854,6.4,7846,4.8,8786,4.2,8827,3.4,10965,3.4,11008,2.7,14058,1.8
2,6,1,9,1,主食的調理食品,4369,1.4,-1.5,3054,2.9,3618,2.2,4035,1.9,3859,1.5,4941,1.6,4929,1.2,6129,0.8
2,6,1,9,2,他の調理食品,5401,1.7,-2.7,3800,3.6,4228,2.6,4752,2.3,4969,1.9,6024,1.9,6079,1.5,7930,1
2,5,1,10,0,飲料,4482,1.4,2.9,2385,2.2,3032,1.9,3782,1.8,4612,1.8,5545,1.7,6027,1.5,5971,0.8
2,6,1,10,1,茶類,1066,0.3,-11.8,509,0.5,950,0.6,853,0.4,1109,0.4,1221,0.4,1243,0.3,1573,0.2
2,6,1,10,2,コーヒー・ココア,948,0.3,24.4,543,0.5,664,0.4,641,0.3,1033,0.4,1238,0.4,1428,0.3,1090,0.1
2,6,1,10,3,他の飲料,2468,0.8,3.5,1332,1.3,1418,0.9,2287,1.1,2470,1,3086,1,3357,0.8,3307,0.4
2,5,1,11,0,酒類,3184,1,-10.5,1957,1.8,2498,1.5,2565,1.2,3524,1.4,3413,1.1,3420,0.8,4899,0.6
2,5,1,12,0,外食,16330,5.1,3.1,5344,5,8667,5.3,13714,6.6,13589,5.3,21642,6.8,26840,6.5,24372,3.1
2,6,1,12,1,一般外食,15552,4.8,4.6,5293,5,8153,5,12874,6.2,13012,5,20305,6.4,25507,6.2,23587,3
2,6,1,12,2,学校給食,778,0.2,-20,51,0,514,0.3,840,0.4,577,0.2,1337,0.4,1333,0.3,786,0.1
2,4,2,0,0,住居,31855,9.9,13.4,3648,3.4,6826,4.2,12791,6.1,23109,9,27833,8.7,40445,9.9,107879,13.7
2,5,2,1,0,家賃地代,18481,5.7,17.5,3133,2.9,6018,3.7,11553,5.5,20285,7.9,22774,7.2,31604,7.7,33852,4.3
2,5,2,2,0,設備修繕・維持,13374,4.1,8.1,514,0.5,808,0.5,1237,0.6,2824,1.1,5058,1.6,8842,2.2,74027,9.4
2,6,2,2,1,設備材料,5008,1.6,-1.7,119,0.1,93,0.1,85,0,179,0.1,654,0.2,599,0.1,33189,4.2
2,6,2,2,2,工事その他のサービス,8366,2.6,14.9,395,0.4,715,0.4,1152,0.6,2645,1,4404,1.4,8242,2,40838,5.2
2,4,3,0,0,光熱・水道,19769,6.1,-1.3,12330,11.6,18172,11.1,18962,9.1,18909,7.3,20768,6.5,24499,6,24667,3.1
2,5,3,1,0,電気代,10404,3.2,1.9,6503,6.1,9618,5.9,10047,4.8,10329,4,10765,3.4,12305,3,13224,1.7
2,5,3,2,0,ガス代,4026,1.2,2.4,3036,2.9,3949,2.4,3787,1.8,3760,1.5,4184,1.3,4547,1.1,4909,0.6
2,5,3,3,0,他の光熱,92,0,10.8,57,0.1,7,0,50,0,78,0,95,0,282,0.1,74,0
