項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,2人／実数（円）,2人／構成比（％）,3人／実数（円）,3人／構成比（％）,4人／実数（円）,4人／構成比（％）,5人以上／実数（円）,5人以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,1966,-,3420,-,3266,-,1348,-
0,0,0,0,0,調査世帯数,386,-,73,-,132,-,128,-,53,-
0,0,0,0,0,世帯人員,3.44,-,2,-,3,-,4,-,5.28,-
0,0,0,0,0,有業人員,1.62,-,1.5,-,1.57,-,1.65,-,1.9,-
0,0,0,0,0,世帯主平均年齢,47.4,-,51,-,47.8,-,44.9,-,47,-
1,0,0,0,0,受取,1237708,-,1106890,-,1172103,-,1407190,-,1184251,-
1,1,0,0,0,実収入,643942,100,508369,100,637733,100,741688,100,620556,100
1,2,0,0,0,経常収入,640245,99.4,503523,99,634483,99.5,739506,99.7,613728,98.9
1,3,0,0,0,勤め先収入,634272,98.5,485740,95.5,630509,98.9,736381,99.3,613004,98.8
1,4,0,0,0,世帯主収入,555538,86.3,419545,82.5,566304,88.8,639986,86.3,521929,84.1
1,6,0,0,0,うち男,540530,83.9,387115,76.1,546501,85.7,639439,86.2,509448,82.1
1,5,0,0,0,定期収入,423115,65.7,375610,73.9,421922,66.2,445541,60.1,441075,71.1
1,5,0,0,0,臨時収入,4939,0.8,3411,0.7,10792,1.7,1733,0.2,87,0
1,5,0,0,0,賞与,127484,19.8,40524,8,133590,20.9,192712,26,80766,13
1,4,0,0,0,世帯主の配偶者の収入,68896,10.7,59078,11.6,62763,9.8,79395,10.7,73332,11.8
1,6,0,0,0,うち女,66885,10.4,59078,11.6,58492,9.2,79395,10.7,69248,11.2
1,4,0,0,0,他の世帯員収入,9837,1.5,7117,1.4,1443,0.2,17000,2.3,17744,2.9
1,3,0,0,0,事業・内職収入,2747,0.4,12014,2.4,921,0.1,-,-,523,0.1
1,4,0,0,0,家賃収入,1769,0.3,8642,1.7,-,-,-,-,523,0.1
1,4,0,0,0,他の事業収入,663,0.1,3372,0.7,-,-,-,-,-,-
1,4,0,0,0,内職収入,315,0,-,-,921,0.1,-,-,-,-
1,3,0,0,0,他の経常収入,3226,0.5,5769,1.1,3053,0.5,3125,0.4,201,0
