項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,6605,-,2174,-,416,-,805,-
0,0,0,0,0,調査世帯数,386,-,262,-,82,-,17,-,25,-
0,0,0,0,0,世帯人員,3.44,-,3.55,-,3.12,-,2.8,-,3.68,-
0,0,0,0,0,有業人員,1.62,-,1.7,-,1.6,-,1.5,-,1.17,-
0,0,0,0,0,世帯主平均年齢,47.4,-,49.1,-,43.4,-,53.5,-,41,-
1,0,0,0,0,受取,1237708,-,1323967,-,1057266,-,549813,-,1372334,-
1,1,0,0,0,実収入,643942,100,701771,100,519725,100,236953,100,714997,100
1,2,0,0,0,経常収入,640245,99.4,697214,99.4,517748,99.6,236618,99.9,711966,99.6
1,3,0,0,0,勤め先収入,634272,98.5,690822,98.4,514369,99,235729,99.5,699800,97.9
1,4,0,0,0,世帯主収入,555538,86.3,595877,84.9,445960,85.8,228127,96.3,689479,96.4
1,6,0,0,0,うち男,540530,83.9,582801,83,417425,80.3,224100,94.6,689479,96.4
1,5,0,0,0,定期収入,423115,65.7,443712,63.2,370478,71.3,203887,86,509418,71.2
1,5,0,0,0,臨時収入,4939,0.8,5644,0.8,4709,0.9,-,-,2324,0.3
1,5,0,0,0,賞与,127484,19.8,146521,20.9,70772,13.6,24240,10.2,177737,24.9
1,4,0,0,0,世帯主の配偶者の収入,68896,10.7,81913,11.7,62755,12.1,7601,3.2,10322,1.4
1,6,0,0,0,うち女,66885,10.4,78868,11.2,62755,12.1,7601,3.2,10322,1.4
1,4,0,0,0,他の世帯員収入,9837,1.5,13032,1.9,5654,1.1,-,-,-,-
1,3,0,0,0,事業・内職収入,2747,0.4,3727,0.5,1053,0.2,890,0.4,240,0
1,4,0,0,0,家賃収入,1769,0.3,2679,0.4,-,-,-,-,-,-
1,4,0,0,0,他の事業収入,663,0.1,657,0.1,1053,0.2,-,-,-,-
1,4,0,0,0,内職収入,315,0,392,0.1,-,-,890,0.4,240,0
1,3,0,0,0,他の経常収入,3226,0.5,2665,0.4,2326,0.4,-,-,11926,1.7
1,4,0,0,0,財産収入,520,0.1,723,0.1,193,0,-,-,-,-
1,4,0,0,0,社会保障給付,1365,0.2,506,0.1,324,0.1,-,-,11926,1.7
1,5,0,0,0,公的年金給付,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,他の社会保障給付,1365,0.2,506,0.1,324,0.1,-,-,11926,1.7
1,4,0,0,0,仕送り金,1341,0.2,1436,0.2,1809,0.3,-,-,-,-
1,2,0,0,0,特別収入,3698,0.6,4557,0.6,1977,0.4,335,0.1,3031,0.4
1,3,0,0,0,受贈金,1816,0.3,2394,0.3,488,0.1,212,0.1,1486,0.2
1,3,0,0,0,他の特別収入,1881,0.3,2162,0.3,1489,0.3,123,0.1,1545,0.2
1,1,0,0,0,実収入以外の受取(繰入金を除く),520855,-,551435,-,444780,-,270276,-,604724,-
1,2,0,0,0,預貯金引出,430662,-,450079,-,361477,-,235834,-,558736,-
1,2,0,0,0,保険金,1944,-,355,-,7864,-,-,-,-,-
1,3,0,0,0,個人・企業年金保険金,234,-,355,-,-,-,-,-,-,-
1,3,0,0,0,他の保険金,1710,-,-,-,7864,-,-,-,-,-
1,2,0,0,0,有価証券売却,176,-,267,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,88,-,133,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,15386,-,14787,-,25660,-,975,-,-,-
1,2,0,0,0,一括払購入借入金,72515,-,85690,-,49776,-,33466,-,45988,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,82,-,123,-,3,-,-,-,-,-
1,1,0,0,0,繰入金,72912,-,70761,-,92761,-,42585,-,52613,-
2,0,0,0,0,支払,1237708,-,1323967,-,1057266,-,549813,-,1372334,-
2,1,0,0,0,実支出,534458,-,536719,-,479544,-,294429,-,788071,-
2,2,0,0,0,生計支出,395853,-,379498,-,390700,-,262963,-,612521,-
2,3,0,0,0,消費支出,378071,100,379498,100,390700,100,262963,100,391673,100
2,4,1,0,0,食料,85801,22.7,89307,23.5,77444,19.8,73411,27.9,86001,22
2,5,1,1,0,穀類,6927,1.8,7048,1.9,6289,1.6,6534,2.5,7856,2
2,6,1,1,1,米類,2209,0.6,2254,0.6,1948,0.5,3085,1.2,2090,0.5
2,6,1,1,2,パン,2920,0.8,2985,0.8,2725,0.7,1843,0.7,3469,0.9
2,6,1,1,3,めん類,1414,0.4,1442,0.4,1243,0.3,1209,0.5,1754,0.4
2,6,1,1,4,他の穀類,384,0.1,367,0.1,373,0.1,398,0.2,542,0.1
2,5,1,2,0,魚介類,4904,1.3,5296,1.4,3826,1,4281,1.6,4925,1.3
2,6,1,2,1,生鮮魚介,2846,0.8,3036,0.8,2274,0.6,2215,0.8,3161,0.8
2,6,1,2,2,塩干魚介,940,0.2,1062,0.3,696,0.2,901,0.3,618,0.2
2,6,1,2,3,魚肉練製品,383,0.1,410,0.1,328,0.1,457,0.2,281,0.1
2,6,1,2,4,他の魚介加工品,735,0.2,789,0.2,529,0.1,708,0.3,864,0.2
2,5,1,3,0,肉類,6654,1.8,7074,1.9,5323,1.4,5049,1.9,7632,1.9
2,6,1,3,1,生鮮肉,5212,1.4,5511,1.5,4226,1.1,4081,1.6,6010,1.5
2,6,1,3,2,加工肉,1442,0.4,1563,0.4,1097,0.3,967,0.4,1622,0.4
2,5,1,4,0,乳卵類,3735,1,3931,1,3156,0.8,3209,1.2,3954,1
2,6,1,4,1,牛乳,1382,0.4,1490,0.4,1020,0.3,1287,0.5,1527,0.4
2,6,1,4,2,乳製品,1698,0.4,1767,0.5,1576,0.4,1329,0.5,1654,0.4
2,6,1,4,3,卵,654,0.2,675,0.2,560,0.1,592,0.2,773,0.2
2,5,1,5,0,野菜・海藻,8872,2.3,9167,2.4,7750,2,9262,3.5,9281,2.4
2,6,1,5,1,生鮮野菜,6304,1.7,6424,1.7,5737,1.5,6033,2.3,6987,1.8
2,6,1,5,2,乾物・海藻,585,0.2,640,0.2,400,0.1,644,0.2,605,0.2
2,6,1,5,3,大豆加工品,1026,0.3,1092,0.3,827,0.2,1298,0.5,877,0.2
2,6,1,5,4,他の野菜・海藻加工品,958,0.3,1012,0.3,786,0.2,1286,0.5,811,0.2
2,5,1,6,0,果物,2592,0.7,2564,0.7,2598,0.7,3055,1.2,2568,0.7
2,6,1,6,1,生鮮果物,2417,0.6,2394,0.6,2431,0.6,2923,1.1,2300,0.6
2,6,1,6,2,果物加工品,175,0,170,0,167,0,132,0.1,268,0.1
2,5,1,7,0,油脂・調味料,3187,0.8,3263,0.9,2908,0.7,3419,1.3,3190,0.8
2,6,1,7,1,油脂,313,0.1,307,0.1,278,0.1,240,0.1,489,0.1
2,6,1,7,2,調味料,2874,0.8,2956,0.8,2630,0.7,3179,1.2,2701,0.7
2,5,1,8,0,菓子類,6216,1.6,6180,1.6,6514,1.7,4814,1.8,6430,1.6
2,5,1,9,0,調理食品,10663,2.8,11046,2.9,10762,2.8,8939,3.4,8142,2.1
2,6,1,9,1,主食的調理食品,4479,1.2,4720,1.2,4362,1.1,3109,1.2,3521,0.9
2,6,1,9,2,他の調理食品,6185,1.6,6326,1.7,6400,1.6,5831,2.2,4621,1.2
2,5,1,10,0,飲料,6307,1.7,6528,1.7,5576,1.4,6579,2.5,6335,1.6
2,6,1,10,1,茶類,1205,0.3,1222,0.3,1210,0.3,1102,0.4,1106,0.3
2,6,1,10,2,コーヒー・ココア,988,0.3,986,0.3,978,0.3,1124,0.4,962,0.2
2,6,1,10,3,他の飲料,4114,1.1,4320,1.1,3389,0.9,4353,1.7,4267,1.1
2,5,1,11,0,酒類,2955,0.8,3458,0.9,1968,0.5,1855,0.7,2053,0.5
2,5,1,12,0,外食,22790,6,23752,6.3,20774,5.3,16415,6.2,23636,6
2,6,1,12,1,一般外食,21598,5.7,22548,5.9,19869,5.1,15442,5.9,21653,5.5
2,6,1,12,2,学校給食,1192,0.3,1204,0.3,905,0.2,973,0.4,1983,0.5
2,4,2,0,0,住居,33744,8.9,9906,2.6,96724,24.8,58204,22.1,46622,11.9
2,5,2,1,0,家賃地代,26405,7,703,0.2,96404,24.7,58170,22.1,31851,8.1
2,5,2,2,0,設備修繕・維持,7339,1.9,9203,2.4,320,0.1,34,0,14771,3.8
2,6,2,2,1,設備材料,2033,0.5,2976,0.8,283,0.1,34,0,50,0
2,6,2,2,2,工事その他のサービス,5306,1.4,6227,1.6,36,0,-,-,14721,3.8
2,4,3,0,0,光熱・水道,19590,5.2,21090,5.6,15394,3.9,16384,6.2,20266,5.2
2,5,3,1,0,電気代,8939,2.4,9740,2.6,6879,1.8,7198,2.7,8821,2.3
2,5,3,2,0,ガス代,5457,1.4,5542,1.5,4971,1.3,5412,2.1,6092,1.6
2,5,3,3,0,他の光熱,32,0,46,0,5,0,-,-,-,-
2,5,3,4,0,上下水道料,5163,1.4,5762,1.5,3540,0.9,3774,1.4,5352,1.4
2,4,4,0,0,家具・家事用品,11197,3,12119,3.2,11602,3,6094,2.3,5176,1.3
2,5,4,1,0,家庭用耐久財,3155,0.8,3426,0.9,3976,1,231,0.1,223,0.1
2,6,4,1,1,家事用耐久財,1426,0.4,1377,0.4,2358,0.6,84,0,-,-
2,6,4,1,2,冷暖房用器具,1603,0.4,1922,0.5,1422,0.4,147,0.1,223,0.1
2,6,4,1,3,一般家具,126,0,127,0,196,0.1,-,-,-,-
2,5,4,2,0,室内装備・装飾品,485,0.1,522,0.1,577,0.1,363,0.1,4,0
2,5,4,3,0,寝具類,1042,0.3,1144,0.3,1060,0.3,1071,0.4,147,0
2,5,4,4,0,家事雑貨,2828,0.7,3018,0.8,2720,0.7,2188,0.8,1896,0.5
2,5,4,5,0,家事用消耗品,3130,0.8,3279,0.9,2977,0.8,2235,0.8,2784,0.7
2,5,4,6,0,家事サービス,556,0.1,731,0.2,291,0.1,6,0,123,0
