区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,748,-,-,104,-,110,-,106,-,109,-,109,-,108,-,102,-
0,0,世帯人員,3,-,-,2.7,-,2.76,-,3.03,-,2.91,-,3.1,-,3.27,-,3.22,-
0,0,有業人員,1.32,-,-,1.23,-,1.1,-,1.21,-,1.32,-,1.49,-,1.47,-,1.43,-
0,0,世帯主平均年齢,57.3,-,-,59.8,-,61.7,-,56.3,-,55.9,-,54.5,-,55.5,-,57.4,-
0,0,消費支出,293833,100,-3.5,103763,100,151745,100,197701,100,238357,100,291962,100,370887,100,699534,100
1,0,商品,147927,50.3,-3,74221,71.5,97091,64,118056,59.7,135240,56.7,151116,51.8,174963,47.2,283748,40.6
1,1,耐久財,16681,5.7,1,982,0.9,1145,0.8,2996,1.5,7921,3.3,7638,2.6,11350,3.1,84396,12.1
1,2,半耐久財,24870,8.5,-13.1,7449,7.2,10847,7.1,16086,8.1,21104,8.9,26946,9.2,35265,9.5,56154,8
1,3,非耐久財,106375,36.2,-0.9,65790,63.4,85099,56.1,98975,50.1,106214,44.6,116532,39.9,128348,34.6,143198,20.5
1,0,サービス,145907,49.7,-4.1,29542,28.5,54654,36,79645,40.3,103117,43.3,140846,48.2,195924,52.8,415787,59.4
2,0,食料,82961,28.2,1.4,49465,47.7,62565,41.2,76666,38.8,79455,33.3,93605,32.1,104776,28.3,113775,16.3
2,3,非耐久財,64852,22.1,0.9,43834,42.2,52645,34.7,61880,31.3,63276,26.5,70583,24.2,76057,20.5,85418,12.2
2,4,サービス,18109,6.2,3.4,5632,5.4,9920,6.5,14786,7.5,16180,6.8,23022,7.9,28719,7.7,28357,4.1
2,0,住居,31855,10.8,13.4,3648,3.5,6826,4.5,12791,6.5,23109,9.7,27833,9.5,40445,10.9,107879,15.4
2,1,耐久財,4791,1.6,9.5,-,-,-,-,-,-,62,0,3,0,500,0.1,32840,4.7
2,2,半耐久財,216,0.1,-70,119,0.1,93,0.1,85,0,117,0,652,0.2,99,0,349,0
2,4,サービス,26847,9.1,16.7,3529,3.4,6733,4.4,12706,6.4,22930,9.6,27178,9.3,39846,10.7,74690,10.7
2,0,光熱・水道（非耐久財）,19769,6.7,-1.3,12330,11.9,18172,12,18962,9.6,18909,7.9,20768,7.1,24499,6.6,24667,3.5
2,0,家具・家事用品,12401,4.2,3.5,3666,3.5,5118,3.4,6210,3.1,12112,5.1,9746,3.3,12808,3.5,37023,5.3
2,1,耐久財,4471,1.5,43.9,632,0.6,462,0.3,1125,0.6,5505,2.3,3127,1.1,3439,0.9,16957,2.4
2,2,半耐久財,4348,1.5,-14.8,1249,1.2,2516,1.7,2314,1.2,3149,1.3,3154,1.1,5176,1.4,12832,1.8
2,3,非耐久財,2576,0.9,5.1,1699,1.6,1750,1.2,2125,1.1,2548,1.1,3107,1.1,3321,0.9,3470,0.5
2,4,サービス,1006,0.3,-23.6,86,0.1,390,0.3,646,0.3,910,0.4,358,0.1,873,0.2,3764,0.5
2,0,被服及び履物,15409,5.2,-11,4449,4.3,6320,4.2,11804,6,13936,5.8,17652,6,21804,5.9,31740,4.5
2,2,半耐久財,14223,4.8,-6.7,4326,4.2,5902,3.9,10290,5.2,12667,5.3,16580,5.7,19868,5.4,29786,4.3
2,4,サービス,1186,0.4,-42.8,123,0.1,417,0.3,1514,0.8,1269,0.5,1072,0.4,1936,0.5,1954,0.3
2,0,保健医療,17445,5.9,8.9,4335,4.2,8232,5.4,9581,4.8,15490,6.5,15767,5.4,22601,6.1,45938,6.6
2,1,耐久財,1081,0.4,49.7,118,0.1,-,-,892,0.5,213,0.1,1534,0.5,1967,0.5,2822,0.4
2,2,半耐久財,216,0.1,-69.8,25,0,173,0.1,110,0.1,34,0,551,0.2,386,0.1,229,0
2,3,非耐久財,4910,1.7,-6.6,1659,1.6,3277,2.2,4423,2.2,6167,2.6,5512,1.9,6192,1.7,7110,1
2,4,サービス,11239,3.8,20.6,2535,2.4,4782,3.2,4155,2.1,9076,3.8,8170,2.8,14056,3.8,35778,5.1
2,0,交通・通信,32216,11,-20.3,8138,7.8,14931,9.8,21400,10.8,24973,10.5,31566,10.8,56186,15.1,67997,9.7
2,1,耐久財,2425,0.8,-45.4,-,-,170,0.1,683,0.3,1173,0.5,272,0.1,3161,0.9,11467,1.6
2,2,半耐久財,673,0.2,-46.5,19,0,86,0.1,203,0.1,392,0.2,185,0.1,1564,0.4,2254,0.3
2,3,非耐久財,2457,0.8,-0.4,526,0.5,1541,1,1988,1,2699,1.1,2742,0.9,3802,1,3882,0.6
2,4,サービス,26661,9.1,-17.4,7593,7.3,13134,8.7,18525,9.4,20709,8.7,28367,9.7,47660,12.9,50394,7.2
2,0,教育,21476,7.3,-17.8,1187,1.1,3470,2.3,2929,1.5,3912,1.6,9902,3.4,12121,3.3,116330,16.6
2,3,非耐久財,138,0,-46.5,47,0,30,0,49,0,54,0,66,0,166,0,552,0.1
2,4,サービス,21338,7.3,-17.5,1140,1.1,3440,2.3,2880,1.5,3858,1.6,9836,3.4,11954,3.2,115778,16.6
2,0,教養娯楽,36283,12.3,-3.4,9443,9.1,15562,10.3,23189,11.7,24593,10.3,38080,13,44141,11.9,98519,14.1
2,1,耐久財,3561,1.2,32.8,128,0.1,220,0.1,280,0.1,897,0.4,1953,0.7,1766,0.5,19603,2.8
2,2,半耐久財,3157,1.1,4.8,919,0.9,1616,1.1,1789,0.9,3129,1.3,3989,1.4,4470,1.2,6167,0.9
2,3,非耐久財,6416,2.2,-7,3695,3.6,4535,3,5600,2.8,6309,2.6,6541,2.2,7734,2.1,10464,1.5
2,4,サービス,23149,7.9,-7.3,4701,4.5,9190,6.1,15520,7.9,14257,6,25596,8.8,30171,8.1,62284,8.9
2,0,諸雑費,24017,8.2,-4.9,7103,6.8,10549,7,14171,7.2,21867,9.2,27043,9.3,31506,8.5,55665,8
2,1,耐久財,351,0.1,-70.7,104,0.1,293,0.2,16,0,70,0,749,0.3,518,0.1,707,0.1
