項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,760,-,-,107,-,108,-,113,-,115,-,105,-,103,-,109,-
0,世帯人員,3.06,-,-,2.63,-,2.91,-,2.86,-,3.19,-,3.17,-,3.3,-,3.37,-
0,有業人員,1.36,-,-,1.26,-,1.11,-,1.29,-,1.45,-,1.39,-,1.51,-,1.49,-
0,世帯主平均年齢,56.9,-,-,60.8,-,60.6,-,55.9,-,57.8,-,57.2,-,51.2,-,55.1,-
0,消費支出,339876,100,9.9,103273,100,167292,100,206811,100,261278,100,325031,100,419972,100,890495,100
2,基礎的支出,176057,51.8,14.4,77673,75.2,110131,65.8,128378,62.1,154924,59.3,171619,52.8,202101,48.1,385539,43.3
3,選択的支出,163818,48.2,5.5,25599,24.8,57161,34.2,78433,37.9,106354,40.7,153412,47.2,217871,51.9,504956,56.7
1,食料,86062,25.3,6.4,48586,47,66999,40,73523,35.6,83376,31.9,97897,30.1,108673,25.9,122955,13.8
2,基礎的支出,66696,19.6,7.4,42349,41,56500,33.8,59211,28.6,67118,25.7,76042,23.4,76465,18.2,88870,10
3,選択的支出,19366,5.7,3,6237,6,10498,6.3,14312,6.9,16258,6.2,21855,6.7,32208,7.7,34085,3.8
1,住居,31748,9.3,38,2626,2.5,5268,3.1,15747,7.6,18475,7.1,16446,5.1,39222,9.3,123699,13.9
2,基礎的支出,29689,8.7,43.9,2582,2.5,5268,3.1,14755,7.1,17670,6.8,12694,3.9,36258,8.6,117872,13.2
3,選択的支出,2059,0.6,-13.6,44,0,-,-,992,0.5,805,0.3,3752,1.2,2964,0.7,5827,0.7
1,光熱・水道,21842,6.4,8.9,14410,14,20009,12,18117,8.8,22803,8.7,26845,8.3,24072,5.7,26534,3
2,基礎的支出,21842,6.4,8.9,14410,14,20009,12,18117,8.8,22803,8.7,26845,8.3,24072,5.7,26534,3
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,10891,3.2,11.7,3260,3.2,4045,2.4,6219,3,9472,3.6,11554,3.6,16989,4,24595,2.8
2,基礎的支出,7171,2.1,22.3,2426,2.3,3206,1.9,4659,2.3,5671,2.2,6928,2.1,10274,2.4,16956,1.9
3,選択的支出,3720,1.1,-4.2,834,0.8,839,0.5,1559,0.8,3801,1.5,4626,1.4,6716,1.6,7639,0.9
1,被服及び履物,13696,4,6.3,2682,2.6,5302,3.2,7229,3.5,11182,4.3,18171,5.6,21895,5.2,29277,3.3
2,基礎的支出,1285,0.4,25.7,375,0.4,978,0.6,1070,0.5,1227,0.5,1738,0.5,1488,0.4,2104,0.2
3,選択的支出,12411,3.7,4.6,2307,2.2,4324,2.6,6159,3,9955,3.8,16433,5.1,20408,4.9,27173,3.1
1,保健医療,15882,4.7,-4.9,4565,4.4,8655,5.2,8389,4.1,13577,5.2,19041,5.9,14833,3.5,41834,4.7
2,基礎的支出,11333,3.3,-4.2,4005,3.9,5741,3.4,6504,3.1,10772,4.1,12831,3.9,12117,2.9,27199,3.1
3,選択的支出,4549,1.3,-6.6,560,0.5,2913,1.7,1885,0.9,2805,1.1,6210,1.9,2716,0.6,14635,1.6
1,交通・通信,38830,11.4,5.2,7688,7.4,16500,9.9,20393,9.9,29672,11.4,36326,11.2,55701,13.3,104952,11.8
2,基礎的支出,9482,2.8,21.2,3088,3,4956,3,7270,3.5,9565,3.7,9823,3,15403,3.7,16213,1.8
3,選択的支出,29348,8.6,0.9,4600,4.5,11544,6.9,13123,6.3,20107,7.7,26502,8.2,40298,9.6,88739,10
1,教育,28278,8.3,23.1,774,0.7,2998,1.8,3639,1.8,7253,2.8,6388,2,26630,6.3,149251,16.8
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,28278,8.3,23.1,774,0.7,2998,1.8,3639,1.8,7253,2.8,6388,2,26630,6.3,149251,16.8
1,教養娯楽,39946,11.8,10.7,9012,8.7,19398,11.6,22806,11,27823,10.6,38062,11.7,50024,11.9,111836,12.6
2,基礎的支出,8559,2.5,4.3,3805,3.7,6301,3.8,6905,3.3,7555,2.9,9403,2.9,9976,2.4,15888,1.8
3,選択的支出,31386,9.2,12.5,5208,5,13097,7.8,15900,7.7,20268,7.8,28659,8.8,40048,9.5,95948,10.8
1,その他の消費支出,52702,15.5,5.7,9670,9.4,18120,10.8,30750,14.9,37646,14.4,54301,16.7,61934,14.7,155562,17.5
2,基礎的支出,20000,5.9,22.6,4634,4.5,7172,4.3,9887,4.8,12543,4.8,15314,4.7,16049,3.8,73903,8.3
3,選択的支出,32701,9.6,-2.5,5036,4.9,10948,6.5,20863,10.1,25102,9.6,38987,12,45885,10.9,81658,9.2
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成25年9月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―全世帯―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
