区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,750,-,-,101,-,107,-,107,-,110,-,108,-,112,-,105,-
0,0,世帯人員,3.02,-,-,2.62,-,2.85,-,3.02,-,3.1,-,3,-,3.33,-,3.2,-
0,0,有業人員,1.28,-,-,1.12,-,1.16,-,1.23,-,1.33,-,1.21,-,1.49,-,1.4,-
0,0,世帯主平均年齢,57.8,-,-,63.1,-,59.6,-,59.2,-,53.8,-,58.2,-,55.3,-,55.4,-
0,0,消費支出,317957,100,4.1,115526,100,175045,100,212097,100,265957,100,312004,100,386712,100,756611,100
1,0,商品,174966,55,8,84063,72.8,116548,66.6,127618,60.2,141750,53.3,176361,56.5,209089,54.1,368507,48.7
1,1,耐久財,22585,7.1,40.1,1497,1.3,3035,1.7,1552,0.7,6207,2.3,10881,3.5,17004,4.4,117798,15.6
1,2,半耐久財,31263,9.8,12.6,6951,6,11888,6.8,16786,7.9,19454,7.3,29962,9.6,42681,11,90853,12
1,3,非耐久財,121118,38.1,2.5,75615,65.5,101626,58.1,109281,51.5,116089,43.6,135518,43.4,149404,38.6,159857,21.1
1,0,サービス,142991,45,-0.2,31463,27.2,58496,33.4,84478,39.8,124207,46.7,135643,43.5,177623,45.9,388104,51.3
2,0,食料,86555,27.2,1.8,52777,45.7,67439,38.5,78286,36.9,81480,30.6,93409,29.9,107653,27.8,124494,16.5
2,3,非耐久財,67279,21.2,1.1,46338,40.1,57107,32.6,65051,30.7,63620,23.9,72856,23.4,80224,20.7,85542,11.3
2,4,サービス,19277,6.1,4.6,6439,5.6,10332,5.9,13236,6.2,17860,6.7,20554,6.6,27428,7.1,38952,5.1
2,0,住居,27706,8.7,32.8,4653,4,6722,3.8,15222,7.2,33768,12.7,26842,8.6,22924,5.9,83744,11.1
2,1,耐久財,1013,0.3,-2.7,-,-,450,0.3,-,-,79,0,536,0.2,142,0,5882,0.8
2,2,半耐久財,172,0.1,-8,21,0,39,0,54,0,98,0,589,0.2,161,0,240,0
2,4,サービス,26521,8.3,35.1,4632,4,6233,3.6,15167,7.2,33590,12.6,25717,8.2,22622,5.8,77622,10.3
2,0,光熱・水道（非耐久財）,28913,9.1,1.9,15867,13.7,26177,15,25218,11.9,29198,11,33348,10.7,35818,9.3,36672,4.8
2,0,家具・家事用品,10791,3.4,5,4221,3.7,5839,3.3,6022,2.8,7279,2.7,9877,3.2,17605,4.6,24587,3.2
2,1,耐久財,3601,1.1,-7.3,420,0.4,827,0.5,722,0.3,1620,0.6,3631,1.2,7203,1.9,10726,1.4
2,2,半耐久財,4058,1.3,12.7,1763,1.5,2307,1.3,2956,1.4,2477,0.9,3103,1,6103,1.6,9662,1.3
2,3,非耐久財,2596,0.8,8.1,1702,1.5,2370,1.4,2052,1,2762,1,2654,0.9,3245,0.8,3381,0.4
2,4,サービス,536,0.2,36,337,0.3,334,0.2,292,0.1,420,0.2,490,0.2,1054,0.3,817,0.1
2,0,被服及び履物,17778,5.6,18.4,3731,3.2,7306,4.2,11378,5.4,11394,4.3,20662,6.6,22083,5.7,47756,6.3
2,2,半耐久財,16520,5.2,17.3,3573,3.1,6431,3.7,10352,4.9,10895,4.1,19290,6.2,20861,5.4,44107,5.8
2,4,サービス,1258,0.4,35.7,157,0.1,875,0.5,1026,0.5,499,0.2,1372,0.4,1222,0.3,3649,0.5
2,0,保健医療,17064,5.4,-1.2,5602,4.8,11009,6.3,10333,4.9,11259,4.2,20914,6.7,21652,5.6,38567,5.1
2,1,耐久財,1305,0.4,5.5,-,-,864,0.5,389,0.2,799,0.3,823,0.3,2185,0.6,4060,0.5
2,2,半耐久財,543,0.2,-37.4,142,0.1,875,0.5,349,0.2,216,0.1,130,0,1794,0.5,289,0
2,3,非耐久財,5323,1.7,11.2,2615,2.3,4310,2.5,3993,1.9,4714,1.8,7667,2.5,6839,1.8,7096,0.9
2,4,サービス,9893,3.1,-4.7,2845,2.5,4961,2.8,5603,2.6,5530,2.1,12293,3.9,10836,2.8,27122,3.6
2,0,交通・通信,45296,14.2,23,8890,7.7,16409,9.4,22135,10.4,28228,10.6,27755,8.9,48349,12.5,165045,21.8
2,1,耐久財,13217,4.2,97.8,331,0.3,294,0.2,302,0.1,1340,0.5,1175,0.4,173,0,88907,11.8
2,2,半耐久財,1856,0.6,45.5,37,0,259,0.1,155,0.1,320,0.1,500,0.2,1767,0.5,9940,1.3
2,3,非耐久財,2628,0.8,9.5,659,0.6,1730,1,1561,0.7,3206,1.2,2941,0.9,3715,1,4570,0.6
2,4,サービス,27595,8.7,4.3,7864,6.8,14126,8.1,20117,9.5,23361,8.8,23140,7.4,42695,11,61628,8.1
2,0,教育,17503,5.5,-23.9,434,0.4,2099,1.2,4365,2.1,10172,3.8,11007,3.5,13452,3.5,80910,10.7
2,3,非耐久財,884,0.3,45.6,148,0.1,155,0.1,735,0.3,781,0.3,1164,0.4,1319,0.3,1880,0.2
2,4,サービス,16619,5.2,-25.7,286,0.2,1944,1.1,3630,1.7,9390,3.5,9843,3.2,12133,3.1,79030,10.4
2,0,教養娯楽,40423,12.7,2,10422,9,17880,10.2,21854,10.3,30675,11.5,42635,13.7,60516,15.6,98618,13
2,1,耐久財,2807,0.9,-2.1,635,0.5,498,0.3,5,0,2027,0.8,4099,1.3,6077,1.6,6264,0.8
2,2,半耐久財,4571,1.4,4.9,964,0.8,1262,0.7,1774,0.8,3695,1.4,4433,1.4,6642,1.7,13186,1.7
2,3,非耐久財,7766,2.4,2.9,5092,4.4,6930,4,6474,3.1,7033,2.6,8731,2.8,9336,2.4,10745,1.4
2,4,サービス,25278,8,1.6,3731,3.2,9190,5.3,13601,6.4,17920,6.7,25373,8.1,38461,9.9,68423,9
2,0,諸雑費,25928,8.2,-10.8,8929,7.7,14165,8.1,17283,8.1,22505,8.5,25554,8.2,36659,9.5,56218,7.4
2,1,耐久財,643,0.2,60,111,0.1,102,0.1,135,0.1,341,0.1,617,0.2,1225,0.3,1958,0.3
