項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,2人／実数（円）,2人／構成比（％）,3人／実数（円）,3人／構成比（％）,4人／実数（円）,4人／構成比（％）,5人以上／実数（円）,5人以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,4199,-,2665,-,2363,-,774,-
0,0,0,0,0,調査世帯数,741,-,308,-,195,-,178,-,60,-
0,0,0,0,0,世帯人員,3,-,2,-,3,-,4,-,5.31,-
0,0,0,0,0,有業人員,1.32,-,0.9,-,1.48,-,1.65,-,2.09,-
0,0,0,0,0,世帯主平均年齢,57.4,-,65,-,54.1,-,49.4,-,51.7,-
2,2,0,0,0,生計支出,318807,-,288930,-,327663,-,354583,-,341224,-
2,3,0,0,0,消費支出,318587,100,288930,100,327663,100,353653,100,341224,100
2,4,1,0,0,食料,77423,24.3,69068,23.9,78367,23.9,84904,24,96675,28.3
2,5,1,1,0,穀類,6136,1.9,4920,1.7,6008,1.8,7302,2.1,9612,2.8
2,6,1,1,1,米類,1842,0.6,1559,0.5,1849,0.6,2044,0.6,2741,0.8
2,6,1,1,2,パン,2592,0.8,1990,0.7,2537,0.8,3191,0.9,4212,1.2
2,6,1,1,3,めん類,1246,0.4,987,0.3,1179,0.4,1561,0.4,1929,0.6
2,6,1,1,4,他の穀類,455,0.1,383,0.1,444,0.1,505,0.1,730,0.2
2,5,1,2,0,魚介類,5954,1.9,5946,2.1,5771,1.8,5935,1.7,6681,2
2,6,1,2,1,生鮮魚介,3557,1.1,3507,1.2,3649,1.1,3429,1,3894,1.1
2,6,1,2,2,塩干魚介,1043,0.3,1057,0.4,937,0.3,1072,0.3,1238,0.4
2,6,1,2,3,魚肉練製品,543,0.2,513,0.2,504,0.2,600,0.2,667,0.2
2,6,1,2,4,他の魚介加工品,811,0.3,869,0.3,681,0.2,834,0.2,882,0.3
2,5,1,3,0,肉類,6779,2.1,4994,1.7,6899,2.1,8381,2.4,11162,3.3
2,6,1,3,1,生鮮肉,5387,1.7,3870,1.3,5490,1.7,6782,1.9,9003,2.6
2,6,1,3,2,加工肉,1392,0.4,1124,0.4,1409,0.4,1598,0.5,2159,0.6
2,5,1,4,0,乳卵類,3818,1.2,3229,1.1,3768,1.1,4482,1.3,5164,1.5
2,6,1,4,1,牛乳,1339,0.4,1158,0.4,1218,0.4,1649,0.5,1795,0.5
2,6,1,4,2,乳製品,1786,0.6,1489,0.5,1865,0.6,2022,0.6,2401,0.7
2,6,1,4,3,卵,693,0.2,581,0.2,684,0.2,811,0.2,968,0.3
2,5,1,5,0,野菜・海藻,9543,3,8806,3,9297,2.8,10557,3,11298,3.3
2,6,1,5,1,生鮮野菜,6552,2.1,5909,2,6468,2,7428,2.1,7666,2.2
2,6,1,5,2,乾物・海藻,655,0.2,643,0.2,589,0.2,713,0.2,774,0.2
2,6,1,5,3,大豆加工品,1125,0.4,1030,0.4,1087,0.3,1264,0.4,1349,0.4
2,6,1,5,4,他の野菜・海藻加工品,1210,0.4,1225,0.4,1152,0.4,1153,0.3,1509,0.4
2,5,1,6,0,果物,3006,0.9,3170,1.1,2912,0.9,2750,0.8,3227,0.9
2,6,1,6,1,生鮮果物,2781,0.9,2935,1,2716,0.8,2527,0.7,2945,0.9
2,6,1,6,2,果物加工品,225,0.1,235,0.1,195,0.1,222,0.1,282,0.1
2,5,1,7,0,油脂・調味料,3500,1.1,3057,1.1,3160,1,4095,1.2,5260,1.5
2,6,1,7,1,油脂,310,0.1,250,0.1,288,0.1,397,0.1,442,0.1
2,6,1,7,2,調味料,3191,1,2808,1,2872,0.9,3698,1,4818,1.4
2,5,1,8,0,菓子類,5145,1.6,4119,1.4,5027,1.5,6222,1.8,7835,2.3
2,5,1,9,0,調理食品,9852,3.1,9680,3.4,9152,2.8,10302,2.9,11825,3.5
2,6,1,9,1,主食的調理食品,4189,1.3,4062,1.4,4231,1.3,4170,1.2,4788,1.4
2,6,1,9,2,他の調理食品,5664,1.8,5618,1.9,4922,1.5,6132,1.7,7037,2.1
2,5,1,10,0,飲料,3999,1.3,3557,1.2,3870,1.2,4347,1.2,5782,1.7
2,6,1,10,1,茶類,1082,0.3,1119,0.4,947,0.3,1011,0.3,1566,0.5
2,6,1,10,2,コーヒー・ココア,856,0.3,841,0.3,768,0.2,934,0.3,1000,0.3
2,6,1,10,3,他の飲料,2061,0.6,1597,0.6,2155,0.7,2403,0.7,3217,0.9
2,5,1,11,0,酒類,3516,1.1,3552,1.2,3510,1.1,3550,1,3235,0.9
2,5,1,12,0,外食,16175,5.1,14039,4.9,18994,5.8,16982,4.8,15594,4.6
2,6,1,12,1,一般外食,15382,4.8,14021,4.9,18387,5.6,15238,4.3,12858,3.8
2,6,1,12,2,学校給食,793,0.2,18,0,607,0.2,1743,0.5,2736,0.8
2,4,2,0,0,住居,34050,10.7,38059,13.2,34150,10.4,32110,9.1,17873,5.2
2,5,2,1,0,家賃地代,16921,5.3,15130,5.2,18919,5.8,18454,5.2,15077,4.4
2,5,2,2,0,設備修繕・維持,17129,5.4,22929,7.9,15231,4.6,13656,3.9,2796,0.8
2,6,2,2,1,設備材料,4349,1.4,7798,2.7,3147,1,328,0.1,2040,0.6
2,6,2,2,2,工事その他のサービス,12781,4,15131,5.2,12083,3.7,13328,3.8,756,0.2
2,4,3,0,0,光熱・水道,20883,6.6,17426,6,21811,6.7,23435,6.6,28667,8.4
2,5,3,1,0,電気代,9717,3.1,8109,2.8,10386,3.2,10907,3.1,12501,3.7
2,5,3,2,0,ガス代,5748,1.8,4801,1.7,6187,1.9,6363,1.8,7495,2.2
2,5,3,3,0,他の光熱,555,0.2,667,0.2,487,0.1,506,0.1,331,0.1
2,5,3,4,0,上下水道料,4864,1.5,3848,1.3,4750,1.4,5658,1.6,8340,2.4
2,4,4,0,0,家具・家事用品,10962,3.4,9946,3.4,12434,3.8,12259,3.5,7440,2.2
2,5,4,1,0,家庭用耐久財,3841,1.2,2348,0.8,5671,1.7,5441,1.5,748,0.2
2,6,4,1,1,家事用耐久財,1753,0.6,1210,0.4,3992,1.2,701,0.2,197,0.1
2,6,4,1,2,冷暖房用器具,1549,0.5,597,0.2,728,0.2,4615,1.3,187,0.1
2,6,4,1,3,一般家具,538,0.2,541,0.2,951,0.3,125,0,363,0.1
2,5,4,2,0,室内装備・装飾品,571,0.2,608,0.2,560,0.2,600,0.2,324,0.1
2,5,4,3,0,寝具類,1237,0.4,1917,0.7,983,0.3,501,0.1,668,0.2
2,5,4,4,0,家事雑貨,2228,0.7,1894,0.7,2321,0.7,2644,0.7,2452,0.7
2,5,4,5,0,家事用消耗品,2395,0.8,2012,0.7,2530,0.8,2752,0.8,2924,0.9
2,5,4,6,0,家事サービス,689,0.2,1167,0.4,369,0.1,321,0.1,325,0.1
2,4,5,0,0,被服及び履物,18299,5.7,14734,5.1,18637,5.7,21695,6.1,26120,7.7
2,5,5,1,0,和服,116,0,181,0.1,-,-,167,0,-,-
2,5,5,2,0,洋服,7980,2.5,6343,2.2,7788,2.4,9337,2.6,13386,3.9
2,6,5,2,1,男子用洋服,2774,0.9,1911,0.7,3535,1.1,2316,0.7,6236,1.8
2,6,5,2,2,婦人用洋服,4350,1.4,4422,1.5,3511,1.1,4452,1.3,6531,1.9
2,6,5,2,3,子供用洋服,856,0.3,9,0,742,0.2,2569,0.7,620,0.2
2,5,5,3,0,シャツ・セーター類,3119,1,2299,0.8,3744,1.1,3532,1,4153,1.2
2,6,5,3,1,男子用シャツ・セーター類,1064,0.3,744,0.3,1426,0.4,995,0.3,1765,0.5
2,6,5,3,2,婦人用シャツ・セーター類,1824,0.6,1555,0.5,2056,0.6,1934,0.5,2143,0.6
2,6,5,3,3,子供用シャツ・セーター類,231,0.1,-,-,261,0.1,603,0.2,245,0.1
2,5,5,4,0,下着類,1489,0.5,1425,0.5,1352,0.4,1622,0.5,1902,0.6
2,6,5,4,1,男子用下着類,453,0.1,445,0.2,370,0.1,535,0.2,538,0.2
2,6,5,4,2,婦人用下着類,872,0.3,968,0.3,735,0.2,817,0.2,985,0.3
2,6,5,4,3,子供用下着類,164,0.1,12,0,247,0.1,270,0.1,378,0.1
2,5,5,5,0,生地・糸類,162,0.1,165,0.1,175,0.1,188,0.1,26,0
2,5,5,6,0,他の被服,1762,0.6,1750,0.6,1412,0.4,1919,0.5,2550,0.7
2,5,5,7,0,履物類,2207,0.7,1669,0.6,2606,0.8,2521,0.7,2797,0.8
2,5,5,8,0,被服関連サービス,1465,0.5,902,0.3,1560,0.5,2410,0.7,1307,0.4
2,4,6,0,0,保健医療,15161,4.8,16049,5.6,16032,4.9,13102,3.7,13630,4
2,5,6,1,0,医薬品,2603,0.8,2801,1,2756,0.8,2349,0.7,1770,0.5
