区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,755,-,-,103,-,106,-,114,-,113,-,108,-,104,-,107,-
0,0,世帯人員,3.02,-,-,2.68,-,2.77,-,3.06,-,3.17,-,3.12,-,3.08,-,3.27,-
0,0,有業人員,1.28,-,-,1.05,-,1.12,-,1.23,-,1.34,-,1.32,-,1.44,-,1.47,-
0,0,世帯主平均年齢,57.3,-,-,62,-,59,-,57.4,-,53.7,-,55.3,-,56.5,-,56.9,-
0,0,消費支出,293522,100,-1,110703,100,165078,100,206568,100,245898,100,306464,100,377862,100,639788,100
1,0,商品,152699,52,-1.9,79532,71.8,102034,61.8,121363,58.8,136639,55.6,163381,53.3,199971,52.9,265189,41.4
1,1,耐久財,13948,4.8,-27.7,959,0.9,2692,1.6,4413,2.1,4036,1.6,11816,3.9,16552,4.4,56898,8.9
1,2,半耐久財,27032,9.2,12.2,7586,6.9,11312,6.9,15805,7.7,24143,9.8,28038,9.1,42138,11.2,60003,9.4
1,3,非耐久財,111718,38.1,-0.6,70986,64.1,88029,53.3,101145,49,108459,44.1,123528,40.3,141280,37.4,148288,23.2
1,0,サービス,140824,48,0,31172,28.2,63045,38.2,85205,41.2,109259,44.4,143083,46.7,177892,47.1,374599,58.6
2,0,食料,85437,29.1,0.6,52587,47.5,64744,39.2,75095,36.4,80648,32.8,95654,31.2,111610,29.5,117451,18.4
2,3,非耐久財,65748,22.4,-0.7,45876,41.4,54952,33.3,61611,29.8,62101,25.3,72511,23.7,81072,21.5,81959,12.8
2,4,サービス,19689,6.7,5.2,6711,6.1,9792,5.9,13484,6.5,18547,7.5,23144,7.6,30537,8.1,35493,5.5
2,0,住居,29395,10,-24.2,2501,2.3,15031,9.1,15581,7.5,18183,7.4,28848,9.4,28516,7.5,96659,15.1
2,1,耐久財,3730,1.3,-56.6,-,-,243,0.1,120,0.1,120,0,3312,1.1,1756,0.5,20449,3.2
2,2,半耐久財,246,0.1,-42,99,0.1,165,0.1,265,0.1,119,0,177,0.1,100,0,793,0.1
2,4,サービス,25419,8.7,-14.6,2402,2.2,14622,8.9,15196,7.4,17944,7.3,25360,8.3,26660,7.1,75417,11.8
2,0,光熱・水道（非耐久財）,21832,7.4,-4.8,14330,12.9,17322,10.5,21451,10.4,21638,8.8,23632,7.7,27251,7.2,27155,4.2
2,0,家具・家事用品,12066,4.1,18.2,3964,3.6,6059,3.7,7490,3.6,7006,2.8,8688,2.8,18098,4.8,33043,5.2
2,1,耐久財,4314,1.5,31.6,628,0.6,1165,0.7,2274,1.1,842,0.3,1743,0.6,9189,2.4,14306,2.2
2,2,半耐久財,3523,1.2,4.2,1489,1.3,2138,1.3,2663,1.3,2724,1.1,2780,0.9,4278,1.1,8559,1.3
2,3,非耐久財,2846,1,6.6,1674,1.5,2268,1.4,2346,1.1,2977,1.2,3007,1,3737,1,3904,0.6
2,4,サービス,1384,0.5,58.2,173,0.2,488,0.3,207,0.1,464,0.2,1158,0.4,894,0.2,6275,1
2,0,被服及び履物,17270,5.9,13.5,5631,5.1,5948,3.6,10435,5.1,15325,6.2,18087,5.9,28257,7.5,37086,5.8
2,2,半耐久財,15349,5.2,13.1,4808,4.3,5520,3.3,9325,4.5,13965,5.7,16607,5.4,25308,6.7,31809,5
2,4,サービス,1921,0.7,16.3,822,0.7,428,0.3,1110,0.5,1361,0.6,1481,0.5,2949,0.8,5278,0.8
2,0,保健医療,15108,5.1,4.2,6385,5.8,7515,4.6,8872,4.3,11213,4.6,19734,6.4,18796,5,33098,5.2
2,1,耐久財,962,0.3,-1.9,-,-,43,0,882,0.4,520,0.2,2471,0.8,332,0.1,2462,0.4
2,2,半耐久財,792,0.3,237,251,0.2,349,0.2,161,0.1,1072,0.4,95,0,1985,0.5,1634,0.3
2,3,非耐久財,4524,1.5,-0.7,2726,2.5,3309,2,3416,1.7,4085,1.7,5295,1.7,5155,1.4,7659,1.2
2,4,サービス,8830,3,1.1,3408,3.1,3814,2.3,4412,2.1,5537,2.3,11872,3.9,11324,3,21343,3.3
2,0,交通・通信,31451,10.7,-13.5,6448,5.8,15547,9.4,21600,10.5,30026,12.2,33493,10.9,42798,11.3,69997,10.9
2,1,耐久財,1216,0.4,-74.2,127,0.1,783,0.5,255,0.1,1925,0.8,440,0.1,520,0.1,4452,0.7
2,2,半耐久財,1387,0.5,78.5,13,0,263,0.2,84,0,539,0.2,289,0.1,3078,0.8,5429,0.8
2,3,非耐久財,2609,0.9,1.8,560,0.5,957,0.6,1350,0.7,2959,1.2,2396,0.8,4778,1.3,5250,0.8
2,4,サービス,26239,8.9,-7.3,5748,5.2,13545,8.2,19912,9.6,24603,10,30368,9.9,34423,9.1,54867,8.6
2,0,教育,14871,5.1,-2.1,944,0.9,3468,2.1,5522,2.7,8846,3.6,7597,2.5,11385,3,66053,10.3
2,3,非耐久財,309,0.1,44.4,-,-,38,0,55,0,67,0,437,0.1,904,0.2,659,0.1
2,4,サービス,14562,5,-2.8,944,0.9,3430,2.1,5467,2.6,8780,3.6,7161,2.3,10480,2.8,65394,10.2
2,0,教養娯楽,41116,14,15.7,8679,7.8,15886,9.6,22514,10.9,30975,12.6,45919,15,58833,15.6,104573,16.3
2,1,耐久財,1978,0.7,76.1,86,0.1,140,0.1,741,0.4,350,0.1,3521,1.1,3843,1,5135,0.8
