項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,1407,-,1287,-,1798,-,1306,-,1514,-,1023,-,1113,-,553,-
0,0,0,0,0,調査世帯数,384,-,52,-,49,-,75,-,52,-,59,-,36,-,43,-,18,-
0,0,0,0,0,世帯人員,3.42,-,3.17,-,3.85,-,3.66,-,3.66,-,3.55,-,3.3,-,2.92,-,2.53,-
0,0,0,0,0,有業人員,1.68,-,1.47,-,1.4,-,1.47,-,1.65,-,1.86,-,2.22,-,1.78,-,1.91,-
0,0,0,0,0,世帯主平均年齢,47.1,-,30.7,-,36.9,-,42.5,-,46.9,-,51.8,-,56.7,-,61.4,-,68.8,-
1,0,0,0,0,受取,1065262,-,752749,-,986691,-,1058711,-,1139562,-,1159063,-,1194125,-,1072972,-,1378084,-
1,1,0,0,0,実収入,528821,100,406218,100,465326,100,573397,100,518036,100,569588,100,594352,100,483671,100,727053,100
1,2,0,0,0,経常収入,520144,98.4,393209,96.8,451005,96.9,567767,99,516173,99.6,558613,98.1,580138,97.6,479101,99.1,724783,99.7
1,3,0,0,0,勤め先収入,484906,91.7,393160,96.8,446656,96,556604,97.1,511858,98.8,510295,89.6,559885,94.2,419857,86.8,433280,59.6
1,4,0,0,0,世帯主収入,422866,80,328790,80.9,396683,85.2,500146,87.2,460819,89,423092,74.3,503752,84.8,349489,72.3,379702,52.2
1,6,0,0,0,うち男,408951,77.3,312373,76.9,389992,83.8,485816,84.7,442921,85.5,388424,68.2,498060,83.8,349489,72.3,379702,52.2
1,5,0,0,0,定期収入,411221,77.8,324188,79.8,385186,82.8,468272,81.7,455548,87.9,417817,73.4,493463,83,345350,71.4,365446,50.3
1,5,0,0,0,臨時収入,6751,1.3,3319,0.8,8311,1.8,8773,1.5,5271,1,5275,0.9,10290,1.7,4139,0.9,11532,1.6
1,5,0,0,0,賞与,4894,0.9,1283,0.3,3185,0.7,23101,4,-,-,-,-,-,-,-,-,2724,0.4
1,4,0,0,0,世帯主の配偶者の収入,50892,9.6,64371,15.8,49974,10.7,54435,9.5,51039,9.9,51024,9,43805,7.4,41961,8.7,37609,5.2
1,6,0,0,0,うち女,49070,9.3,64371,15.8,49974,10.7,54435,9.5,51039,9.9,38987,6.8,43805,7.4,41961,8.7,37609,5.2
1,4,0,0,0,他の世帯員収入,11147,2.1,-,-,-,-,2023,0.4,-,-,36179,6.4,12327,2.1,28407,5.9,15970,2.2
1,3,0,0,0,事業・内職収入,2746,0.5,-,-,1158,0.2,2412,0.4,-,-,3440,0.6,4406,0.7,1735,0.4,18059,2.5
