区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,741,-,-,104,-,103,-,115,-,107,-,100,-,110,-,102,-
0,0,世帯人員,3,-,-,2.62,-,2.95,-,2.91,-,2.87,-,3.12,-,3.27,-,3.23,-
0,0,有業人員,1.32,-,-,1.19,-,1.3,-,1.15,-,1.25,-,1.51,-,1.44,-,1.41,-
0,0,世帯主平均年齢,57.4,-,-,59.5,-,60.9,-,57.9,-,59,-,56.3,-,52.9,-,55.3,-
0,0,消費支出,293458,100,6.6,103766,100,158898,100,199343,100,238019,100,287084,100,366144,100,698234,100
1,0,商品,157988,53.8,7.8,72825,70.2,106229,66.9,117704,59,134981,56.7,161312,56.2,186515,50.9,325207,46.6
1,1,耐久財,19948,6.8,57.6,817,0.8,2178,1.4,4402,2.2,6395,2.7,7854,2.7,13711,3.7,103874,14.9
1,2,半耐久財,29765,10.1,1.7,8229,7.9,14748,9.3,13775,6.9,18351,7.7,35186,12.3,43626,11.9,74198,10.6
1,3,非耐久財,108274,36.9,3.4,63779,61.5,89303,56.2,99527,49.9,110235,46.3,118272,41.2,129179,35.3,147135,21.1
1,0,サービス,135470,46.2,5.4,30942,29.8,52669,33.1,81639,41,103038,43.3,125772,43.8,179629,49.1,373027,53.4
2,0,食料,84194,28.7,2.8,45632,44,66014,41.5,75253,37.8,78616,33,92589,32.3,107695,29.4,123152,17.6
2,3,非耐久財,65169,22.2,2.8,38868,37.5,55893,35.2,59725,30,65200,27.4,69965,24.4,77529,21.2,88721,12.7
2,4,サービス,19025,6.5,2.8,6763,6.5,10121,6.4,15528,7.8,13416,5.6,22625,7.9,30167,8.2,34431,4.9
2,0,住居,34050,11.6,53.4,4743,4.6,4508,2.8,15241,7.6,22985,9.7,20874,7.3,38619,10.5,130811,18.7
2,1,耐久財,4168,1.4,246.8,110,0.1,-,-,525,0.3,1057,0.4,187,0.1,-,-,27192,3.9
2,2,半耐久財,180,0.1,-13.9,48,0,199,0.1,123,0.1,172,0.1,230,0.1,196,0.1,292,0
2,4,サービス,29702,10.1,42.9,4584,4.4,4309,2.7,14592,7.3,21756,9.1,20457,7.1,38423,10.5,103327,14.8
2,0,光熱・水道（非耐久財）,20883,7.1,5.6,14631,14.1,18897,11.9,20099,10.1,20411,8.6,23703,8.3,22427,6.1,25958,3.7
2,0,家具・家事用品,11155,3.8,-18.5,2954,2.8,4880,3.1,7165,3.6,7374,3.1,10285,3.6,15075,4.1,30233,4.3
2,1,耐久財,4815,1.6,-32.4,347,0.3,1015,0.6,2228,1.1,1571,0.7,3643,1.3,5938,1.6,18890,2.7
2,2,半耐久財,3225,1.1,-11.1,1200,1.2,1864,1.2,2475,1.2,2913,1.2,3188,1.1,3617,1,7286,1
2,3,非耐久財,2426,0.8,4.4,1282,1.2,1694,1.1,2131,1.1,2527,1.1,2796,1,3454,0.9,3087,0.4
2,4,サービス,689,0.2,11.7,125,0.1,307,0.2,331,0.2,362,0.2,658,0.2,2066,0.6,971,0.1
2,0,被服及び履物,19186,6.5,2.1,5346,5.2,9744,6.1,8481,4.3,11665,4.9,23754,8.3,26565,7.3,48594,7
2,2,半耐久財,17721,6,1.5,5207,5,9370,5.9,8172,4.1,10992,4.6,22517,7.8,25312,6.9,42347,6.1
2,4,サービス,1465,0.5,10.2,139,0.1,374,0.2,309,0.2,673,0.3,1238,0.4,1253,0.3,6247,0.9
2,0,保健医療,15215,5.2,0.5,4633,4.5,7936,5,11431,5.7,21173,8.9,19529,6.8,17390,4.7,24271,3.5
2,1,耐久財,1302,0.4,26.4,246,0.2,326,0.2,891,0.4,437,0.2,1698,0.6,2493,0.7,3016,0.4
2,2,半耐久財,150,0.1,-24.2,25,0,73,0,46,0,403,0.2,141,0,79,0,283,0
2,3,非耐久財,4876,1.7,8.8,2124,2,3716,2.3,4148,2.1,5729,2.4,5554,1.9,5911,1.6,6917,1
