項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,7725,-,1424,-,440,-,412,-
0,0,0,0,0,調査世帯数,741,-,581,-,100,-,32,-,28,-
0,0,0,0,0,世帯人員,3,-,3.01,-,2.83,-,2.82,-,3.46,-
0,0,0,0,0,有業人員,1.32,-,1.31,-,1.47,-,0.92,-,1.39,-
0,0,0,0,0,世帯主平均年齢,57.4,-,60.2,-,45,-,62.3,-,41.7,-
2,2,0,0,0,生計支出,318807,-,325053,-,313000,-,195050,-,353839,-
2,3,0,0,0,消費支出,318587,100,325053,100,311458,100,195050,100,353839,100
2,4,1,0,0,食料,77423,24.3,79732,24.5,68941,22.1,60663,31.1,81334,23
2,5,1,1,0,穀類,6136,1.9,6253,1.9,5283,1.7,5856,3,7178,2
2,6,1,1,1,米類,1842,0.6,1948,0.6,1395,0.4,1687,0.9,1568,0.4
2,6,1,1,2,パン,2592,0.8,2588,0.8,2345,0.8,2431,1.2,3677,1
2,6,1,1,3,めん類,1246,0.4,1240,0.4,1166,0.4,1336,0.7,1543,0.4
2,6,1,1,4,他の穀類,455,0.1,476,0.1,377,0.1,402,0.2,390,0.1
2,5,1,2,0,魚介類,5954,1.9,6384,2,3919,1.3,6329,3.2,4514,1.3
2,6,1,2,1,生鮮魚介,3557,1.1,3821,1.2,2344,0.8,3743,1.9,2597,0.7
2,6,1,2,2,塩干魚介,1043,0.3,1104,0.3,679,0.2,1335,0.7,842,0.2
2,6,1,2,3,魚肉練製品,543,0.2,572,0.2,389,0.1,635,0.3,428,0.1
2,6,1,2,4,他の魚介加工品,811,0.3,887,0.3,507,0.2,616,0.3,647,0.2
2,5,1,3,0,肉類,6779,2.1,7191,2.2,4676,1.5,5214,2.7,7990,2.3
2,6,1,3,1,生鮮肉,5387,1.7,5730,1.8,3641,1.2,4067,2.1,6389,1.8
2,6,1,3,2,加工肉,1392,0.4,1461,0.4,1035,0.3,1147,0.6,1601,0.5
2,5,1,4,0,乳卵類,3818,1.2,3952,1.2,3357,1.1,3049,1.6,3718,1.1
2,6,1,4,1,牛乳,1339,0.4,1425,0.4,1050,0.3,1074,0.6,1020,0.3
2,6,1,4,2,乳製品,1786,0.6,1814,0.6,1714,0.6,1359,0.7,1964,0.6
2,6,1,4,3,卵,693,0.2,713,0.2,593,0.2,616,0.3,734,0.2
2,5,1,5,0,野菜・海藻,9543,3,10106,3.1,7267,2.3,8389,4.3,8085,2.3
2,6,1,5,1,生鮮野菜,6552,2.1,6903,2.1,5038,1.6,6157,3.2,5639,1.6
2,6,1,5,2,乾物・海藻,655,0.2,707,0.2,481,0.2,486,0.2,470,0.1
2,6,1,5,3,大豆加工品,1125,0.4,1196,0.4,897,0.3,870,0.4,850,0.2
2,6,1,5,4,他の野菜・海藻加工品,1210,0.4,1300,0.4,850,0.3,877,0.4,1127,0.3
2,5,1,6,0,果物,3006,0.9,3259,1,1854,0.6,3144,1.6,2100,0.6
