項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,616,-,837,-,1041,-,1136,-,943,-,820,-,935,-,3672,-,1659,-
0,0,0,0,0,調査世帯数,748,-,44,-,61,-,79,-,82,-,69,-,61,-,70,-,282,-,127,-
0,0,0,0,0,世帯人員,3,-,2.92,-,3.32,-,3.53,-,3.54,-,3.49,-,3.45,-,2.84,-,2.44,-,2.37,-
0,0,0,0,0,有業人員,1.32,-,1.44,-,1.45,-,1.4,-,1.54,-,1.91,-,1.86,-,1.47,-,0.87,-,0.59,-
0,0,0,0,0,世帯主平均年齢,57.3,-,30.9,-,37,-,42.2,-,47,-,51.8,-,56.9,-,62,-,74,-,80.1,-
2,2,0,0,0,生計支出,322638,-,242409,-,265262,-,340922,-,365356,-,372722,-,419079,-,355443,-,288036,-,264416,-
2,3,0,0,0,消費支出,322638,100,242409,100,265262,100,340922,100,365356,100,372722,100,419079,100,355443,100,288036,100,264416,100
2,4,1,0,0,食料,78830,24.4,60242,24.9,69692,26.3,84522,24.8,91795,25.1,83896,22.5,88441,21.1,85781,24.1,73190,25.4,70033,26.5
2,5,1,1,0,穀類,6411,2,4390,1.8,5209,2,6635,1.9,7489,2,6881,1.8,7361,1.8,6929,1.9,6163,2.1,5889,2.2
2,6,1,1,1,米類,2116,0.7,798,0.3,1335,0.5,2072,0.6,2370,0.6,1840,0.5,2200,0.5,2273,0.6,2460,0.9,2582,1
2,6,1,1,2,パン,2683,0.8,2161,0.9,2492,0.9,3067,0.9,3200,0.9,3181,0.9,3251,0.8,2960,0.8,2219,0.8,1949,0.7
2,6,1,1,3,めん類,1222,0.4,1121,0.5,1036,0.4,1083,0.3,1398,0.4,1349,0.4,1607,0.4,1400,0.4,1103,0.4,996,0.4
2,6,1,1,4,他の穀類,391,0.1,310,0.1,346,0.1,414,0.1,520,0.1,511,0.1,303,0.1,296,0.1,381,0.1,361,0.1
2,5,1,2,0,魚介類,6050,1.9,2067,0.9,3305,1.2,4419,1.3,5272,1.4,5616,1.5,6465,1.5,7619,2.1,7667,2.7,7571,2.9
2,6,1,2,1,生鮮魚介,3580,1.1,973,0.4,2168,0.8,2813,0.8,2957,0.8,3311,0.9,4045,1,4596,1.3,4457,1.5,4194,1.6
2,6,1,2,2,塩干魚介,1078,0.3,593,0.2,561,0.2,744,0.2,1050,0.3,1002,0.3,984,0.2,1344,0.4,1355,0.5,1511,0.6
2,6,1,2,3,魚肉練製品,590,0.2,224,0.1,255,0.1,354,0.1,479,0.1,535,0.1,659,0.2,843,0.2,762,0.3,783,0.3
2,6,1,2,4,他の魚介加工品,802,0.2,277,0.1,321,0.1,508,0.1,784,0.2,768,0.2,778,0.2,835,0.2,1094,0.4,1083,0.4
2,5,1,3,0,肉類,6908,2.1,4570,1.9,4868,1.8,7182,2.1,8683,2.4,8939,2.4,8284,2,7683,2.2,6112,2.1,5199,2
2,6,1,3,1,生鮮肉,5449,1.7,3529,1.5,3855,1.5,5665,1.7,6996,1.9,7026,1.9,6511,1.6,6028,1.7,4805,1.7,4100,1.6
2,6,1,3,2,加工肉,1459,0.5,1041,0.4,1013,0.4,1518,0.4,1687,0.5,1913,0.5,1773,0.4,1655,0.5,1306,0.5,1098,0.4
2,5,1,4,0,乳卵類,3854,1.2,2986,1.2,3107,1.2,4020,1.2,4228,1.2,4484,1.2,4153,1,3543,1,3857,1.3,4021,1.5
2,6,1,4,1,牛乳,1423,0.4,973,0.4,1191,0.4,1548,0.5,1425,0.4,1617,0.4,1487,0.4,1102,0.3,1532,0.5,1818,0.7
2,6,1,4,2,乳製品,1740,0.5,1561,0.6,1362,0.5,1797,0.5,2021,0.6,2011,0.5,1874,0.4,1724,0.5,1657,0.6,1546,0.6
2,6,1,4,3,卵,691,0.2,452,0.2,554,0.2,676,0.2,781,0.2,857,0.2,792,0.2,717,0.2,667,0.2,657,0.2
2,5,1,5,0,野菜・海藻,10016,3.1,5839,2.4,6455,2.4,8689,2.5,10948,3,10145,2.7,9719,2.3,11647,3.3,11235,3.9,11207,4.2
2,6,1,5,1,生鮮野菜,7002,2.2,4270,1.8,4764,1.8,6159,1.8,8034,2.2,7116,1.9,6759,1.6,8114,2.3,7631,2.6,7536,2.9
2,6,1,5,2,乾物・海藻,676,0.2,272,0.1,392,0.1,676,0.2,603,0.2,797,0.2,612,0.1,617,0.2,830,0.3,801,0.3
2,6,1,5,3,大豆加工品,1145,0.4,806,0.3,727,0.3,1081,0.3,1202,0.3,985,0.3,1144,0.3,1340,0.4,1288,0.4,1304,0.5
2,6,1,5,4,他の野菜・海藻加工品,1194,0.4,491,0.2,572,0.2,772,0.2,1110,0.3,1246,0.3,1204,0.3,1576,0.4,1485,0.5,1567,0.6
2,5,1,6,0,果物,3218,1,1129,0.5,1793,0.7,2501,0.7,2501,0.7,2591,0.7,2830,0.7,4152,1.2,4327,1.5,4165,1.6
2,6,1,6,1,生鮮果物,3023,0.9,987,0.4,1706,0.6,2303,0.7,2249,0.6,2317,0.6,2692,0.6,3934,1.1,4131,1.4,3993,1.5
2,6,1,6,2,果物加工品,194,0.1,142,0.1,87,0,198,0.1,252,0.1,273,0.1,138,0,218,0.1,196,0.1,171,0.1
2,5,1,7,0,油脂・調味料,3475,1.1,2525,1,2914,1.1,3418,1,4331,1.2,4054,1.1,3982,1,3751,1.1,3181,1.1,2971,1.1
2,6,1,7,1,油脂,353,0.1,252,0.1,276,0.1,377,0.1,327,0.1,541,0.1,355,0.1,345,0.1,341,0.1,274,0.1
2,6,1,7,2,調味料,3122,1,2272,0.9,2638,1,3041,0.9,4004,1.1,3512,0.9,3627,0.9,3406,1,2840,1,2697,1
2,5,1,8,0,菓子類,5133,1.6,4025,1.7,4938,1.9,6443,1.9,7076,1.9,5949,1.6,5024,1.2,4601,1.3,4341,1.5,4200,1.6
2,5,1,9,0,調理食品,9770,3,6997,2.9,7863,3,9095,2.7,11094,3,11184,3,12190,2.9,10346,2.9,9401,3.3,8889,3.4
2,6,1,9,1,主食的調理食品,4369,1.4,3542,1.5,4025,1.5,4365,1.3,4831,1.3,4745,1.3,5147,1.2,4861,1.4,4049,1.4,3803,1.4
2,6,1,9,2,他の調理食品,5401,1.7,3455,1.4,3838,1.4,4730,1.4,6263,1.7,6439,1.7,7043,1.7,5484,1.5,5352,1.9,5086,1.9
2,5,1,10,0,飲料,4482,1.4,4610,1.9,3954,1.5,4737,1.4,6068,1.7,4926,1.3,5949,1.4,5147,1.4,3408,1.2,2868,1.1
2,6,1,10,1,茶類,1066,0.3,621,0.3,710,0.3,941,0.3,1510,0.4,1157,0.3,1160,0.3,1346,0.4,1005,0.3,875,0.3
2,6,1,10,2,コーヒー・ココア,948,0.3,979,0.4,631,0.2,1014,0.3,1221,0.3,1182,0.3,1078,0.3,1412,0.4,706,0.2,456,0.2
2,6,1,10,3,他の飲料,2468,0.8,3010,1.2,2613,1,2782,0.8,3336,0.9,2588,0.7,3712,0.9,2389,0.7,1697,0.6,1538,0.6
2,5,1,11,0,酒類,3184,1,1823,0.8,2829,1.1,3656,1.1,3882,1.1,2821,0.8,2975,0.7,3417,1,3223,1.1,3449,1.3
2,5,1,12,0,外食,16330,5.1,19282,8,22457,8.5,23727,7,20224,5.5,16305,4.4,19508,4.7,16945,4.8,10276,3.6,9604,3.6
2,6,1,12,1,一般外食,15552,4.8,19172,7.9,21019,7.9,21041,6.2,18181,5,15331,4.1,19237,4.6,16859,4.7,10230,3.6,9502,3.6
2,6,1,12,2,学校給食,778,0.2,111,0,1438,0.5,2685,0.8,2043,0.6,974,0.3,271,0.1,86,0,46,0,103,0
