項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,752,-,-,104,-,108,-,108,-,104,-,110,-,108,-,110,-
0,0,世帯人員,2.95,-,-,2.7,-,2.75,-,2.83,-,2.8,-,3.2,-,3.14,-,3.25,-
0,0,有業人員,1.32,-,-,1.31,-,1.02,-,1.26,-,1.25,-,1.32,-,1.52,-,1.53,-
0,0,世帯主平均年齢,57.8,-,-,57.5,-,61,-,60.3,-,57,-,54.8,-,56.9,-,57,-
0,0,消費支出,360671,-,2.6,127507,-,201636,-,256673,-,310916,-,371219,-,466321,-,788320,-
0,0,公共的料金,88994,24.7,4.6,35822,28.1,63704,31.6,72528,28.3,89928,28.9,92864,25,121889,26.1,145887,18.5
1,0,公共料金等,60103,16.7,-2,30311,23.8,44438,22,54138,21.1,58803,18.9,67323,18.1,81101,17.4,84449,10.7
1,1,米,2364,0.7,-2.1,1377,1.1,2313,1.1,2057,0.8,2158,0.7,2290,0.6,2361,0.5,3979,0.5
1,1,食塩,52,0,20.9,43,0,42,0,27,0,73,0,36,0,53,0,89,0
1,1,学校給食,620,0.2,-24.9,78,0.1,322,0.2,563,0.2,359,0.1,1336,0.4,648,0.1,1030,0.1
1,1,公営家賃,2361,0.7,28.5,1556,1.2,2945,1.5,4594,1.8,1308,0.4,3633,1,1824,0.4,666,0.1
1,1,電気代,10177,2.8,-7.2,6996,5.5,9204,4.6,9904,3.9,9555,3.1,10549,2.8,11557,2.5,13455,1.7
1,1,都市ガス,6501,1.8,-10.1,5037,4,5633,2.8,5910,2.3,6147,2,6791,1.8,7687,1.6,8295,1.1
1,1,上下水道料,5063,1.4,-5.6,3321,2.6,3221,1.6,5846,2.3,4454,1.4,6258,1.7,6356,1.4,5983,0.8
1,1,医科診療代,3716,1,17.4,1196,0.9,2462,1.2,3590,1.4,5258,1.7,4503,1.2,4478,1,4515,0.6
1,1,歯科診療代,1599,0.4,-50.3,306,0.2,568,0.3,584,0.2,1806,0.6,4842,1.3,1575,0.3,1497,0.2
1,1,出産入院料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,他の入院料,1346,0.4,208,-,-,1121,0.6,-,-,158,0.1,67,0,7818,1.7,278,0
1,1,鉄道運賃,3989,1.1,-11.2,1083,0.8,2223,1.1,3169,1.2,4075,1.3,3929,1.1,5104,1.1,8320,1.1
1,1,鉄道通学定期代,194,0.1,42.6,231,0.2,-,-,36,0,107,0,-,-,492,0.1,491,0.1
1,1,鉄道通勤定期代,2307,0.6,56.2,241,0.2,834,0.4,379,0.1,3350,1.1,852,0.2,2974,0.6,7493,1
1,1,バス代,387,0.1,32.5,34,0,275,0.1,217,0.1,536,0.2,213,0.1,730,0.2,701,0.1
1,1,バス通学定期代,15,0,-66.7,-,-,-,-,-,-,-,-,-,-,-,-,103,0
1,1,バス通勤定期代,33,0,-41.1,57,0,-,-,-,-,12,0,13,0,146,0,6,0
1,1,タクシー代,948,0.3,-5.3,711,0.6,451,0.2,734,0.3,1427,0.5,833,0.2,1112,0.2,1368,0.2
1,1,航空運賃,474,0.1,-23.7,-,-,-,-,-,-,206,0.1,163,0,879,0.2,2067,0.3
1,1,郵便料,2441,0.7,-4.8,735,0.6,1492,0.7,2533,1,2276,0.7,2690,0.7,2811,0.6,4539,0.6
1,1,固定電話通信料,2599,0.7,2.4,1290,1,2322,1.2,2754,1.1,2602,0.8,2893,0.8,3061,0.7,3263,0.4
1,1,移動電話通信料,8465,2.3,17.3,4016,3.1,6650,3.3,7168,2.8,8008,2.6,9913,2.7,11032,2.4,12435,1.6
1,1,ＮＨＫ放送受信料,1313,0.4,-28.2,697,0.5,1047,0.5,1038,0.4,1811,0.6,1167,0.3,1834,0.4,1596,0.2
1,1,ケーブルテレビ受信料,930,0.3,-18.1,533,0.4,641,0.3,1022,0.4,917,0.3,1166,0.3,881,0.2,1344,0.2
1,1,他の受信料,99,0,-39.6,155,0.1,25,0,24,0,163,0.1,70,0,10,0,248,0
1,1,国公立小学校,155,0,-9.9,3,0,70,0,165,0.1,127,0,403,0.1,158,0,159,0
1,1,国公立中学校,168,0,-31.1,-,-,-,-,315,0.1,9,0,390,0.1,465,0.1,-,-
1,1,国公立高校,31,0,-56.9,-,-,-,-,220,0.1,-,-,-,-,-,-,-,-
1,1,国公立大学,476,0.1,-9.7,-,-,-,-,-,-,-,-,65,0,3274,0.7,-,-
1,1,たばこ,1279,0.4,3.7,616,0.5,577,0.3,1289,0.5,1903,0.6,2260,0.6,1779,0.4,529,0.1
2,0,準公共料金等,28892,8,21.4,5511,4.3,19265,9.6,18391,7.2,31125,10,25540,6.9,40788,8.7,61438,7.8
2,1,牛乳,1332,0.4,-0.1,883,0.7,1231,0.6,1344,0.5,1509,0.5,1212,0.3,1464,0.3,1678,0.2
