項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,1851,-,6755,-,358,-,221,-,1036,-,4149,-
0,0,0,0,0,調査世帯数,389,-,69,-,266,-,15,-,9,-,39,-,161,-
0,0,0,0,0,世帯人員,3.34,-,2,-,3.68,-,2.67,-,2.62,-,3.69,-,3.28,-
0,0,0,0,0,有業人員,1.63,-,1.64,-,1.6,-,1.48,-,1,-,1.84,-,2.19,-
0,0,0,0,0,世帯主平均年齢,47.2,-,50.3,-,46.1,-,48.3,-,42.1,-,48.9,-,47.1,-
1,0,0,0,0,受取,1101822,-,1385369,-,1080674,-,588556,-,648427,-,910736,-,1227776,-
1,1,0,0,0,実収入,490718,100,475468,100,519845,100,270554,100,322741,100,404173,100,561109,100
1,2,0,0,0,経常収入,485071,98.8,472829,99.4,512611,98.6,266239,98.4,322741,100,403039,99.7,557611,99.4
1,3,0,0,0,勤め先収入,481972,98.2,468238,98.5,509282,98,266239,98.4,322741,100,403039,99.7,554776,98.9
1,4,0,0,0,世帯主収入,420953,85.8,376827,79.3,451979,86.9,238459,88.1,322741,100,360584,89.2,418843,74.6
1,6,0,0,0,うち男,407039,82.9,375305,78.9,448539,86.3,17381,6.4,-,-,327882,81.1,413243,73.6
1,5,0,0,0,定期収入,413662,84.3,351561,73.9,448187,86.2,238338,88.1,322545,99.9,360103,89.1,406258,72.4
1,5,0,0,0,臨時収入,3279,0.7,3585,0.8,3792,0.7,121,0,196,0.1,481,0.1,2916,0.5
1,5,0,0,0,賞与,4012,0.8,21681,4.6,-,-,-,-,-,-,-,-,9670,1.7
1,4,0,0,0,世帯主の配偶者の収入,55794,11.4,91411,19.2,52352,10.1,-,-,-,-,33913,8.4,134468,24
1,6,0,0,0,うち女,55199,11.2,91411,19.2,51470,9.9,-,-,-,-,33913,8.4,133033,23.7
