年次・月次コード,年次・月次,西暦（年）,月,都平均,第1階層,第2階層,第3階層,第4階層,第5階層,第6階層,第7階層
nen,平成18年平均,2006,,23,28.3,25.6,25.8,23.3,21.8,22.8,19.5
nen,平成19年平均,2007,,22.3,26.9,22.7,23.9,23.1,21,20.7,20.6
nen,平成20年平均,2008,,23.3,27.1,25.3,23.2,23,22,22.4,22.2
nen,平成21年平均,2009,,23.2,26.5,26.6,23.9,23.7,22.1,22,20.9
nen,平成22年平均,2010,,22.2,26.4,23.5,22.1,23.8,21.3,20.8,19.9
nen,平成23年平均,2011,,23.6,25.7,27.4,24.7,23.4,23.3,22.3,21.2
nen,平成24年平均,2012,,23,26.5,25.8,24,23.2,23.4,20.7,20.8
tuki,平成24年8月,2012,8,23.9,27.3,23.8,26.2,23.4,22.4,23.5,22.4
tuki,平成24年9月,2012,9,23,29.4,25.4,23.6,20.2,24.1,22.9,20.1
tuki,平成24年10月,2012,10,22.3,28.9,24.8,26.5,26.9,21.2,20.1,17.4
tuki,平成24年11月,2012,11,23.5,31.1,26.3,26,21.6,23.9,19.7,21.7
tuki,平成24年12月,2012,12,25.9,25.1,28.6,29.3,28.5,21.8,24,25.9
tuki,平成25年1月,2013,1,21.9,26.6,25.1,23.2,21.8,21,21.1,18.7
tuki,平成25年2月,2013,2,23.9,25.2,24.6,26.4,21.6,25.4,21.8,23.6
tuki,平成25年3月,2013,3,21,28.8,21.3,24.4,21,21.1,19.2,17.5
tuki,平成25年4月,2013,4,19.9,21.6,18,20.5,25.4,22.2,19,16.2
tuki,平成25年5月,2013,5,24.2,27.2,25.3,22.4,26.9,26.6,22,21.6
tuki,平成25年6月,2013,6,22.9,28.2,26.7,23.6,23.9,23.8,22.1,17.7
tuki,平成25年7月,2013,7,22.7,28.9,29.3,26.9,22.8,21.2,20.2,17.4
tuki,平成25年8月,2013,8,23.2,23.3,31.6,26.9,25.1,21.4,20.6,20
,,,,,,,,,,,
東京都生計分析調査　平成25年8月,,,,,,,,,,,
主要指標５　―勤労者世帯，勤め先収入７分位階層別―,,,,,,,,,,,
エンゲル係数〔＝（食料費÷消費支出）×１００〕,,,,,,,,,,,
