項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,380,-,-,53,-,49,-,54,-,57,-,58,-,56,-,53,-
0,0,世帯人員,3.4,-,-,3.09,-,2.96,-,3.72,-,3.53,-,3.57,-,3.46,-,3.46,-
0,0,有業人員,1.65,-,-,1.56,-,1.53,-,1.68,-,1.62,-,1.77,-,1.75,-,1.64,-
0,0,世帯主平均年齢,47,-,-,51.9,-,49.1,-,45.5,-,43,-,45.3,-,46.5,-,47.7,-
0,0,消費支出,353013,-,3.2,244906,-,277007,-,316645,-,324414,-,374560,-,407312,-,522846,-
0,0,公共的料金,113943,32.3,14.4,76727,31.3,100383,36.2,105854,33.4,102507,31.6,111643,29.8,125589,30.8,173640,33.2
1,0,公共料金等,70412,19.9,12.3,54664,22.3,56814,20.5,72270,22.8,67325,20.8,74304,19.8,80421,19.7,86787,16.6
1,1,米,1844,0.5,-10.7,1864,0.8,1775,0.6,2094,0.7,1549,0.5,1843,0.5,2019,0.5,1776,0.3
1,1,食塩,27,0,42.1,21,0,34,0,16,0,36,0,31,0,24,0,25,0
1,1,学校給食,1322,0.4,-7.2,1165,0.5,891,0.3,1237,0.4,1421,0.4,1931,0.5,1483,0.4,1128,0.2
1,1,公営家賃,2361,0.7,1.4,2975,1.2,3452,1.2,3159,1,1616,0.5,3828,1,1539,0.4,-,-
1,1,電気代,12523,3.5,13.2,12815,5.2,10812,3.9,14121,4.5,10143,3.1,12795,3.4,12486,3.1,14540,2.8
1,1,都市ガス,9205,2.6,2.2,8753,3.6,9472,3.4,11481,3.6,7131,2.2,9175,2.4,9428,2.3,9042,1.7
1,1,上下水道料,5442,1.5,0.5,3843,1.6,4219,1.5,6817,2.2,4243,1.3,4839,1.3,7138,1.8,7000,1.3
1,1,医科診療代,2247,0.6,-21.5,2506,1,1587,0.6,2068,0.7,1970,0.6,2873,0.8,1538,0.4,3184,0.6
1,1,歯科診療代,4368,1.2,265.2,541,0.2,5257,1.9,3860,1.2,3877,1.2,3143,0.8,5011,1.2,8749,1.7
1,1,出産入院料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,他の入院料,305,0.1,72.3,-,-,-,-,-,-,-,-,2128,0.6,-,-,-,-
1,1,鉄道運賃,3306,0.9,7.3,1684,0.7,1953,0.7,2260,0.7,3992,1.2,2793,0.7,4493,1.1,5902,1.1
1,1,鉄道通学定期代,754,0.2,1.2,395,0.2,-,-,466,0.1,62,0,821,0.2,1165,0.3,2358,0.5
1,1,鉄道通勤定期代,4101,1.2,24.5,225,0.1,661,0.2,1965,0.6,1913,0.6,4519,1.2,12256,3,7156,1.4
1,1,バス代,363,0.1,-10.4,111,0,90,0,332,0.1,720,0.2,290,0.1,185,0,796,0.2
1,1,バス通学定期代,38,0,-87.5,-,-,-,-,-,-,49,0,216,0.1,-,-,-,-
1,1,バス通勤定期代,120,0,-51,50,0,-,-,-,-,466,0.1,266,0.1,-,-,48,0
1,1,タクシー代,812,0.2,3.2,591,0.2,490,0.2,832,0.3,1372,0.4,539,0.1,1170,0.3,687,0.1
1,1,航空運賃,2177,0.6,123.7,-,-,-,-,1222,0.4,10175,3.1,1445,0.4,1925,0.5,335,0.1
1,1,郵便料,410,0.1,22,289,0.1,224,0.1,226,0.1,207,0.1,673,0.2,448,0.1,796,0.2
1,1,固定電話通信料,2574,0.7,-5.1,2569,1,2531,0.9,2536,0.8,2150,0.7,2505,0.7,2631,0.6,3097,0.6
1,1,移動電話通信料,11639,3.3,13,10589,4.3,8999,3.2,12026,3.8,10193,3.1,14145,3.8,12532,3.1,12996,2.5
1,1,ＮＨＫ放送受信料,785,0.2,24,902,0.4,732,0.3,1255,0.4,471,0.1,230,0.1,271,0.1,1636,0.3
1,1,ケーブルテレビ受信料,1064,0.3,-11,1210,0.5,848,0.3,1095,0.3,957,0.3,958,0.3,995,0.2,1389,0.3
1,1,他の受信料,142,0,84.4,31,0,39,0,-,-,256,0.1,99,0,379,0.1,187,0
1,1,国公立小学校,257,0.1,-30.2,113,0,339,0.1,231,0.1,407,0.1,349,0.1,121,0,231,0
1,1,国公立中学校,350,0.1,57,145,0.1,54,0,511,0.2,427,0.1,383,0.1,304,0.1,619,0.1
1,1,国公立高校,306,0.1,67.2,-,-,347,0.1,430,0.1,477,0.1,486,0.1,342,0.1,53,0
1,1,国公立大学,520,0.1,845.5,765,0.3,-,-,-,-,-,-,-,-,-,-,2858,0.5
1,1,たばこ,1048,0.3,-15.6,512,0.2,2009,0.7,2031,0.6,1045,0.3,998,0.3,539,0.1,200,0
2,0,準公共料金等,43531,12.3,17.9,22062,9,43569,15.7,33584,10.6,35182,10.8,37339,10,45168,11.1,86853,16.6
2,1,牛乳,1110,0.3,-11,1133,0.5,608,0.2,947,0.3,1116,0.3,1275,0.3,1268,0.3,1421,0.3
2,1,灯油,695,0.2,-30.4,1053,0.4,1132,0.4,1159,0.4,504,0.2,207,0.1,398,0.1,429,0.1
2,1,プロパンガス,493,0.1,-19.6,41,0,554,0.2,777,0.2,452,0.1,1046,0.3,386,0.1,189,0
2,1,理髪料,245,0.1,-30.2,222,0.1,219,0.1,194,0.1,209,0.1,186,0,401,0.1,288,0.1
2,1,パーマネント代,155,0,101.3,173,0.1,-,-,-,-,249,0.1,267,0.1,-,-,391,0.1
2,1,洗濯代,642,0.2,-0.6,435,0.2,453,0.2,721,0.2,480,0.1,457,0.1,1034,0.3,914,0.2
2,1,新聞,2388,0.7,-10.6,2000,0.8,2574,0.9,2268,0.7,1766,0.5,2199,0.6,2941,0.7,2968,0.6
2,1,私立小学校,1126,0.3,-25.8,-,-,-,-,-,-,-,-,-,-,-,-,7783,1.5
2,1,私立中学校,1873,0.5,-15.6,-,-,551,0.2,-,-,1087,0.3,2034,0.5,-,-,9295,1.8
2,1,私立高校,6395,1.8,52.1,3290,1.3,7396,2.7,7615,2.4,1006,0.3,3597,1,1268,0.3,20398,3.9
2,1,私立大学,7976,2.3,50.7,4761,1.9,4266,1.5,-,-,-,-,2901,0.8,19005,4.7,24810,4.7
2,1,幼稚園,3351,0.9,43.5,2392,1,1039,0.4,4615,1.5,4985,1.5,5089,1.4,2155,0.5,3151,0.6
2,1,民営家賃,16762,4.7,17.5,6562,2.7,24132,8.7,15060,4.8,23328,7.2,18082,4.8,15429,3.8,14337,2.7
2,1,地代,319,0.1,-32,-,-,646,0.2,228,0.1,-,-,-,-,883,0.2,478,0.1
,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成25年1月,,,,,,,,,,,,,,,,,,,
第１２表　勤め先収入７分位階層別１世帯当たり１か月間の公共的料金支出　―勤労者世帯―,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：公共料金等　2：準公共料金等）,,,,,,,,,,,,,,,,,,,
