項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,386,-,-,55,-,53,-,59,-,58,-,56,-,51,-,54,-
0,0,0,0,0,世帯人員,3.44,-,-,3.15,-,3.16,-,3.46,-,3.39,-,3.47,-,3.75,-,3.69,-
0,0,0,0,0,有業人員,1.62,-,-,1.43,-,1.57,-,1.53,-,1.75,-,1.57,-,1.73,-,1.8,-
0,0,0,0,0,世帯主平均年齢,47.4,-,-,52.4,-,49.9,-,43.7,-,44.7,-,46.5,-,46.9,-,47.6,-
1,0,0,0,0,受取,1237708,-,1.8,432881,-,679264,-,871855,-,1071342,-,1292404,-,1640201,-,2651311,-
1,1,0,0,0,実収入,643942,100,0.8,68684,100,280883,100,394220,100,524952,100,665414,100,812911,100,1740672,100
1,2,0,0,0,経常収入,640245,99.4,0.8,67059,97.6,275589,98.1,390509,99.1,518897,98.8,663719,99.7,811182,99.8,1734956,99.7
1,3,0,0,0,勤め先収入,634272,98.5,1.1,63420,92.3,269617,96,387824,98.4,505709,96.3,655342,98.5,810843,99.7,1727476,99.2
1,4,0,0,0,世帯主収入,555538,86.3,-0.7,60568,88.2,258480,92,373712,94.8,443337,84.5,576198,86.6,718862,88.4,1441532,82.8
1,6,0,0,0,うち男,540530,83.9,-0.2,48717,70.9,242303,86.3,339246,86.1,408534,77.8,568610,85.5,718862,88.4,1441532,82.8
1,5,0,0,0,定期収入,423115,65.7,1.8,59880,87.2,254616,90.6,370120,93.9,431466,82.2,526509,79.1,634949,78.1,678229,39
1,5,0,0,0,臨時収入,4939,0.8,101.1,-,-,1929,0.7,693,0.2,4246,0.8,48,0,4683,0.6,22697,1.3
