項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,1391,-,1493,-,1600,-,1447,-,1324,-,1063,-,1016,-,666,-
0,0,0,0,0,調査世帯数,386,-,53,-,56,-,64,-,59,-,52,-,39,-,41,-,22,-
0,0,0,0,0,世帯人員,3.42,-,3.11,-,3.8,-,3.62,-,3.88,-,3.57,-,3.16,-,2.95,-,2.49,-
0,0,0,0,0,有業人員,1.65,-,1.46,-,1.47,-,1.47,-,1.64,-,1.71,-,2.06,-,1.84,-,1.77,-
0,0,0,0,0,世帯主平均年齢,47,-,30.8,-,36.6,-,42.3,-,46.9,-,52,-,56.7,-,61.4,-,68.4,-
1,0,0,0,0,受取,966815,-,733399,-,904135,-,1048505,-,995692,-,1074694,-,1112548,-,897535,-,994393,-
1,1,0,0,0,実収入,493916,100,377730,100,449257,100,573474,100,515818,100,559032,100,518307,100,442934,100,507317,100
1,2,0,0,0,経常収入,489579,99.1,374492,99.1,449057,100,569607,99.3,511809,99.2,553449,99,516056,99.6,427368,96.5,505846,99.7
1,3,0,0,0,勤め先収入,450139,91.1,361437,95.7,419591,93.4,542926,94.7,498962,96.7,525686,94,504914,97.4,358997,81,276283,54.5
1,4,0,0,0,世帯主収入,392273,79.4,305157,80.8,356050,79.3,493373,86,446978,86.7,454294,81.3,428798,82.7,309650,69.9,238095,46.9
1,6,0,0,0,うち男,378527,76.6,298235,79,347082,77.3,483993,84.4,423302,82.1,428786,76.7,415551,80.2,299562,67.6,227465,44.8
1,5,0,0,0,定期収入,387196,78.4,301803,79.9,355627,79.2,470689,82.1,444834,86.2,453118,81.1,425496,82.1,309634,69.9,236619,46.6
1,5,0,0,0,臨時収入,3193,0.6,3354,0.9,423,0.1,10915,1.9,2143,0.4,1175,0.2,3302,0.6,17,0,1475,0.3
1,5,0,0,0,賞与,1883,0.4,-,-,-,-,11769,2.1,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,53241,10.8,56280,14.9,63541,14.1,47910,8.4,51984,10.1,60880,10.9,70195,13.5,35199,7.9,24618,4.9
1,6,0,0,0,うち女,50326,10.2,56280,14.9,57160,12.7,47910,8.4,51984,10.1,52480,9.4,62193,12,35199,7.9,24618,4.9
1,4,0,0,0,他の世帯員収入,4625,0.9,-,-,-,-,1643,0.3,-,-,10513,1.9,5921,1.1,14147,3.2,13570,2.7
1,3,0,0,0,事業・内職収入,4370,0.9,529,0.1,9033,2,2749,0.5,198,0,9404,1.7,5148,1,2513,0.6,6477,1.3
1,4,0,0,0,家賃収入,1929,0.4,-,-,373,0.1,-,-,-,-,7526,1.3,4188,0.8,-,-,6477,1.3
1,4,0,0,0,他の事業収入,728,0.1,-,-,-,-,1377,0.2,198,0,1687,0.3,-,-,2513,0.6,-,-
1,4,0,0,0,内職収入,1714,0.3,529,0.1,8660,1.9,1372,0.2,-,-,190,0,960,0.2,-,-,-,-
1,3,0,0,0,他の経常収入,35070,7.1,12525,3.3,20434,4.5,23932,4.2,12649,2.5,18359,3.3,5995,1.2,65859,14.9,223086,44
1,4,0,0,0,財産収入,350,0.1,-,-,-,-,2171,0.4,-,-,0,0,-,-,-,-,37,0
1,4,0,0,0,社会保障給付,34168,6.9,11418,3,20113,4.5,21761,3.8,12649,2.5,15711,2.8,5995,1.2,65859,14.9,223049,44
1,5,0,0,0,公的年金給付,24553,5,-,-,-,-,6109,1.1,-,-,11552,2.1,5665,1.1,64843,14.6,223049,44
1,5,0,0,0,他の社会保障給付,9615,1.9,11418,3,20113,4.5,15653,2.7,12649,2.5,4159,0.7,330,0.1,1015,0.2,-,-
1,4,0,0,0,仕送り金,552,0.1,1107,0.3,321,0.1,-,-,-,-,2648,0.5,-,-,-,-,-,-
1,2,0,0,0,特別収入,4337,0.9,3237,0.9,200,0,3867,0.7,4009,0.8,5583,1,2250,0.4,15567,3.5,1471,0.3
1,3,0,0,0,受贈金,1428,0.3,1564,0.4,23,0,1549,0.3,3600,0.7,1051,0.2,2026,0.4,-,-,1254,0.2
1,3,0,0,0,他の特別収入,2909,0.6,1673,0.4,177,0,2318,0.4,409,0.1,4532,0.8,224,0,15567,3.5,217,0
1,1,0,0,0,実収入以外の受取(繰入金を除く),406900,-,305244,-,402453,-,417703,-,421601,-,436987,-,500939,-,382275,-,398927,-
1,2,0,0,0,預貯金引出,347840,-,261411,-,342579,-,363924,-,359652,-,373745,-,432878,-,311421,-,344143,-
1,2,0,0,0,保険金,5080,-,-,-,-,-,-,-,6357,-,-,-,-,-,28658,-,18757,-
1,3,0,0,0,個人・企業年金保険金,4817,-,-,-,-,-,-,-,6357,-,-,-,-,-,28658,-,14809,-
1,3,0,0,0,他の保険金,263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3948,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,142,-,1018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,2404,-,4161,-,9094,-,580,-,-,-,1172,-,9,-,280,-,2852,-
1,2,0,0,0,一括払購入借入金,51416,-,38625,-,50780,-,53148,-,55553,-,62070,-,68052,-,41916,-,33174,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,18,-,30,-,-,-,51,-,39,-,-,-,-,-,-,-,-,-
1,1,0,0,0,繰入金,65999,-,50425,-,52425,-,57328,-,58273,-,78675,-,93302,-,72325,-,88149,-
2,0,0,0,0,支払,966815,-,733399,-,904135,-,1048505,-,995692,-,1074694,-,1112548,-,897535,-,994393,-
