項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,750,-,-,101,-,107,-,107,-,110,-,108,-,112,-,105,-
0,世帯人員,3.02,-,-,2.62,-,2.85,-,3.02,-,3.1,-,3,-,3.33,-,3.2,-
0,有業人員,1.28,-,-,1.12,-,1.16,-,1.23,-,1.33,-,1.21,-,1.49,-,1.4,-
0,世帯主平均年齢,57.8,-,-,63.1,-,59.6,-,59.2,-,53.8,-,58.2,-,55.3,-,55.4,-
0,消費支出,353621,100,5.8,119970,100,188120,100,231233,100,288211,100,343072,100,429878,100,872854,100
2,基礎的支出,179630,50.8,8.4,87461,72.9,122803,65.3,144567,62.5,166214,57.7,191132,55.7,211259,49.1,333233,38.2
3,選択的支出,173991,49.2,3.3,32508,27.1,65317,34.7,86667,37.5,121997,42.3,151940,44.3,218619,50.9,539621,61.8
1,食料,86555,24.5,1.8,52777,44,67439,35.8,78286,33.9,81480,28.3,93409,27.2,107653,25,124494,14.3
2,基礎的支出,66326,18.8,1.2,45739,38.1,55946,29.7,64112,27.7,61519,21.3,71185,20.7,79513,18.5,86049,9.9
3,選択的支出,20229,5.7,4.1,7038,5.9,11493,6.1,14175,6.1,19961,6.9,22224,6.5,28139,6.5,38445,4.4
1,住居,27706,7.8,32.8,4653,3.9,6722,3.6,15222,6.6,33768,11.7,26842,7.8,22924,5.3,83744,9.6
2,基礎的支出,25798,7.3,35.4,4358,3.6,6122,3.3,13193,5.7,30606,10.6,25008,7.3,19176,4.5,82077,9.4
3,選択的支出,1908,0.5,5.5,295,0.2,600,0.3,2028,0.9,3162,1.1,1835,0.5,3748,0.9,1667,0.2
1,光熱・水道,28913,8.2,1.9,15867,13.2,26177,13.9,25218,10.9,29198,10.1,33348,9.7,35818,8.3,36672,4.2
2,基礎的支出,28913,8.2,1.9,15867,13.2,26177,13.9,25218,10.9,29198,10.1,33348,9.7,35818,8.3,36672,4.2
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,10791,3.1,5,4221,3.5,5839,3.1,6022,2.6,7279,2.5,9877,2.9,17605,4.1,24587,2.8
2,基礎的支出,6679,1.9,6,3357,2.8,4207,2.2,3876,1.7,5436,1.9,6877,2,10075,2.3,12875,1.5
3,選択的支出,4112,1.2,3.3,864,0.7,1632,0.9,2146,0.9,1843,0.6,3000,0.9,7530,1.8,11712,1.3
1,被服及び履物,17778,5,18.4,3731,3.1,7306,3.9,11378,4.9,11394,4,20662,6,22083,5.1,47756,5.5
2,基礎的支出,979,0.3,-3.7,509,0.4,504,0.3,840,0.4,835,0.3,1733,0.5,1125,0.3,1301,0.1
3,選択的支出,16799,4.8,20,3222,2.7,6802,3.6,10538,4.6,10559,3.7,18929,5.5,20958,4.9,46455,5.3
1,保健医療,17064,4.8,-1.2,5602,4.7,11009,5.9,10333,4.5,11259,3.9,20914,6.1,21652,5,38567,4.4
2,基礎的支出,11003,3.1,-6.2,4527,3.8,9055,4.8,8045,3.5,8289,2.9,14398,4.2,15410,3.6,17226,2
3,選択的支出,6061,1.7,9.3,1075,0.9,1954,1,2288,1,2970,1,6516,1.9,6243,1.5,21341,2.4
1,交通・通信,45296,12.8,23,8890,7.4,16409,8.7,22135,9.6,28228,9.8,27755,8.1,48349,11.2,165045,18.9
2,基礎的支出,8557,2.4,7.3,2921,2.4,5061,2.7,6210,2.7,7629,2.6,8208,2.4,14461,3.4,15328,1.8
3,選択的支出,36739,10.4,27.4,5969,5,11348,6,15925,6.9,20598,7.1,19547,5.7,33888,7.9,149717,17.2
1,教育,17503,4.9,-23.9,434,0.4,2099,1.1,4365,1.9,10172,3.5,11007,3.2,13452,3.1,80910,9.3
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,17503,4.9,-23.9,434,0.4,2099,1.1,4365,1.9,10172,3.5,11007,3.2,13452,3.1,80910,9.3
1,教養娯楽,40423,11.4,2,10422,8.7,17880,9.5,21854,9.5,30675,10.6,42635,12.4,60516,14.1,98618,11.3
2,基礎的支出,9201,2.6,2.6,4727,3.9,6716,3.6,7752,3.4,8684,3,9962,2.9,13401,3.1,13108,1.5
3,選択的支出,31222,8.8,1.8,5695,4.7,11164,5.9,14102,6.1,21991,7.6,32673,9.5,47115,11,85510,9.8
1,その他の消費支出,61592,17.4,6.2,13372,11.1,27240,14.5,36420,15.8,44759,15.5,56622,16.5,79824,18.6,172461,19.8
2,基礎的支出,22174,6.3,32.1,5457,4.5,9015,4.8,15321,6.6,14017,4.9,20413,6,22279,5.2,68596,7.9
3,選択的支出,39418,11.1,-4.3,7915,6.6,18226,9.7,21099,9.1,30742,10.7,36209,10.6,57546,13.4,103864,11.9
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成25年3月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―全世帯―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
