区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,760,-,-,107,-,108,-,113,-,115,-,105,-,103,-,109,-
0,0,世帯人員,3.06,-,-,2.63,-,2.91,-,2.86,-,3.19,-,3.17,-,3.3,-,3.37,-
0,0,有業人員,1.36,-,-,1.26,-,1.11,-,1.29,-,1.45,-,1.39,-,1.51,-,1.49,-
0,0,世帯主平均年齢,56.9,-,-,60.8,-,60.6,-,55.9,-,57.8,-,57.2,-,51.2,-,55.1,-
0,0,消費支出,317455,100,11.5,99966,100,159505,100,194337,100,246016,100,299225,100,392525,100,826015,100
1,0,商品,153845,48.5,7,71783,71.8,102349,64.2,112486,57.9,137620,55.9,166689,55.7,177191,45.1,307233,37.2
1,1,耐久財,17614,5.5,16.4,457,0.5,4496,2.8,2395,1.2,6281,2.6,7523,2.5,14515,3.7,87003,10.5
1,2,半耐久財,26038,8.2,10.1,5271,5.3,8365,5.2,13156,6.8,18224,7.4,29356,9.8,35033,8.9,72466,8.8
1,3,非耐久財,110194,34.7,4.9,66055,66.1,89489,56.1,96935,49.9,113115,46,129809,43.4,127643,32.5,147764,17.9
1,0,サービス,163609,51.5,16.2,28183,28.2,57156,35.8,81851,42.1,108396,44.1,132536,44.3,215334,54.9,518781,62.8
2,0,食料,86062,27.1,6.4,48586,48.6,66999,42,73523,37.8,83376,33.9,97897,32.7,108673,27.7,122955,14.9
2,3,非耐久財,65704,20.7,5.5,42128,42.1,55593,34.9,58660,30.2,66547,27,76027,25.4,74312,18.9,86354,10.5
2,4,サービス,20358,6.4,9.4,6458,6.5,11406,7.2,14863,7.6,16829,6.8,21870,7.3,34361,8.8,36601,4.4
2,0,住居,31748,10,38,2626,2.6,5268,3.3,15747,8.1,18475,7.5,16446,5.5,39222,10,123699,15
2,1,耐久財,2147,0.7,58.5,-,-,-,-,20,0,-,-,186,0.1,209,0.1,14506,1.8
2,2,半耐久財,430,0.1,57.5,57,0.1,74,0,94,0,101,0,463,0.2,92,0,2117,0.3
2,4,サービス,29170,9.2,36.4,2569,2.6,5193,3.3,15634,8,18373,7.5,15797,5.3,38920,9.9,107076,13
2,0,光熱・水道（非耐久財）,21842,6.9,8.9,14410,14.4,20009,12.5,18117,9.3,22803,9.3,26845,9,24072,6.1,26534,3.2
2,0,家具・家事用品,10891,3.4,11.7,3260,3.3,4045,2.5,6219,3.2,9472,3.9,11554,3.9,16989,4.3,24595,3
2,1,耐久財,4219,1.3,16.5,205,0.2,597,0.4,955,0.5,3171,1.3,3481,1.2,7146,1.8,13900,1.7
2,2,半耐久財,3634,1.1,27.7,1395,1.4,1339,0.8,2450,1.3,2819,1.1,4670,1.6,5879,1.5,6870,0.8
2,3,非耐久財,2486,0.8,2.4,1505,1.5,1878,1.2,2088,1.1,2759,1.1,2958,1,3009,0.8,3190,0.4
2,4,サービス,553,0.2,-35.5,155,0.2,231,0.1,725,0.4,722,0.3,445,0.1,955,0.2,634,0.1
2,0,被服及び履物,13696,4.3,6.3,2682,2.7,5302,3.3,7229,3.7,11182,4.5,18171,6.1,21895,5.6,29277,3.5
2,2,半耐久財,12700,4,7,2501,2.5,4895,3.1,6703,3.4,9819,4,17065,5.7,20287,5.2,27506,3.3
