項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,384,-,-,53,-,55,-,56,-,52,-,57,-,58,-,53,-
0,0,0,0,0,世帯人員,3.42,-,-,3.2,-,3.08,-,3.44,-,3.76,-,3.42,-,3.45,-,3.57,-
0,0,0,0,0,有業人員,1.68,-,-,1.58,-,1.55,-,1.58,-,1.61,-,1.78,-,1.96,-,1.68,-
0,0,0,0,0,世帯主平均年齢,47.1,-,-,52.2,-,46.3,-,43.5,-,44.4,-,45.4,-,48.6,-,49.3,-
1,0,0,0,0,受取,1065262,-,2.1,581289,-,814453,-,826704,-,992485,-,1027279,-,1363808,-,1836954,-
1,1,0,0,0,実収入,528821,100,5.7,134103,100,314500,100,401184,100,523194,100,572727,100,706902,100,1039419,100
1,2,0,0,0,経常収入,520144,98.4,5.5,129035,96.2,312583,99.4,396926,98.9,496704,94.9,571830,99.8,698722,98.8,1025716,98.7
1,3,0,0,0,勤め先収入,484906,91.7,6.7,84041,62.7,269224,85.6,371700,92.7,451155,86.2,542116,94.7,666789,94.3,999884,96.2
1,4,0,0,0,世帯主収入,422866,80,6.4,74564,55.6,256527,81.6,342849,85.5,409112,78.2,447738,78.2,567816,80.3,853307,82.1
1,6,0,0,0,うち男,408951,77.3,7.5,58737,43.8,220371,70.1,342849,85.5,396873,75.9,420738,73.5,561864,79.5,853307,82.1
1,5,0,0,0,定期収入,411221,77.8,4.7,74542,55.6,255893,81.4,338804,84.5,398636,76.2,444521,77.6,557392,78.8,801105,77.1
1,5,0,0,0,臨時収入,6751,1.3,108.6,22,0,634,0.2,2766,0.7,6584,1.3,3217,0.6,10424,1.5,23379,2.2
1,5,0,0,0,賞与,4894,0.9,232,-,-,-,-,1279,0.3,3892,0.7,-,-,-,-,28823,2.8
1,4,0,0,0,世帯主の配偶者の収入,50892,9.6,4.4,4870,3.6,8839,2.8,24615,6.1,41086,7.9,79752,13.9,65977,9.3,129914,12.5
1,6,0,0,0,うち女,49070,9.3,0.7,4870,3.6,8839,2.8,24615,6.1,36904,7.1,71210,12.4,65977,9.3,129914,12.5
1,4,0,0,0,他の世帯員収入,11147,2.1,35,4607,3.4,3858,1.2,4235,1.1,956,0.2,14626,2.6,32996,4.7,16663,1.6
