項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,7717,-,1512,-,352,-,419,-
0,0,0,0,0,調査世帯数,755,-,587,-,109,-,29,-,30,-
0,0,0,0,0,世帯人員,3.02,-,3.02,-,2.91,-,2.83,-,3.6,-
0,0,0,0,0,有業人員,1.28,-,1.25,-,1.4,-,1.25,-,1.46,-
0,0,0,0,0,世帯主平均年齢,57.3,-,60.2,-,46,-,58.9,-,42.2,-
2,2,0,0,0,生計支出,318520,-,313201,-,345084,-,248297,-,379474,-
2,3,0,0,0,消費支出,318520,100,313201,100,345084,100,248297,100,379474,100
2,4,1,0,0,食料,80061,25.1,83133,26.5,67929,19.7,64484,26,80343,21.2
2,5,1,1,0,穀類,7026,2.2,7235,2.3,5936,1.7,6790,2.7,7306,1.9
2,6,1,1,1,米類,2526,0.8,2620,0.8,1879,0.5,2730,1.1,2965,0.8
2,6,1,1,2,パン,2857,0.9,2979,1,2423,0.7,2452,1,2533,0.7
2,6,1,1,3,めん類,1356,0.4,1355,0.4,1324,0.4,1374,0.6,1474,0.4
2,6,1,1,4,他の穀類,286,0.1,281,0.1,309,0.1,234,0.1,334,0.1
2,5,1,2,0,魚介類,6316,2,6832,2.2,4086,1.2,5952,2.4,5173,1.4
2,6,1,2,1,生鮮魚介,3858,1.2,4192,1.3,2233,0.6,3938,1.6,3503,0.9
2,6,1,2,2,塩干魚介,1143,0.4,1217,0.4,909,0.3,839,0.3,874,0.2
2,6,1,2,3,魚肉練製品,488,0.2,528,0.2,368,0.1,344,0.1,305,0.1
2,6,1,2,4,他の魚介加工品,827,0.3,894,0.3,576,0.2,831,0.3,491,0.1
2,5,1,3,0,肉類,6608,2.1,6884,2.2,5217,1.5,5106,2.1,7821,2.1
2,6,1,3,1,生鮮肉,5194,1.6,5435,1.7,3968,1.1,3981,1.6,6190,1.6
2,6,1,3,2,加工肉,1415,0.4,1448,0.5,1249,0.4,1125,0.5,1631,0.4
2,5,1,4,0,乳卵類,3813,1.2,3960,1.3,3050,0.9,3316,1.3,4281,1.1
2,6,1,4,1,牛乳,1370,0.4,1459,0.5,935,0.3,1057,0.4,1551,0.4
2,6,1,4,2,乳製品,1743,0.5,1794,0.6,1524,0.4,1589,0.6,1723,0.5
2,6,1,4,3,卵,701,0.2,707,0.2,591,0.2,670,0.3,1007,0.3
2,5,1,5,0,野菜・海藻,9696,3,10392,3.3,7005,2,7594,3.1,8346,2.2
2,6,1,5,1,生鮮野菜,6622,2.1,7083,2.3,4843,1.4,5292,2.1,5656,1.5
2,6,1,5,2,乾物・海藻,750,0.2,809,0.3,478,0.1,585,0.2,779,0.2
2,6,1,5,3,大豆加工品,1131,0.4,1211,0.4,813,0.2,938,0.4,975,0.3
2,6,1,5,4,他の野菜・海藻加工品,1193,0.4,1288,0.4,872,0.3,778,0.3,935,0.2
2,5,1,6,0,果物,2994,0.9,3285,1,1942,0.6,1669,0.7,2544,0.7
2,6,1,6,1,生鮮果物,2695,0.8,2954,0.9,1803,0.5,1470,0.6,2166,0.6
2,6,1,6,2,果物加工品,299,0.1,330,0.1,139,0,199,0.1,377,0.1
2,5,1,7,0,油脂・調味料,3349,1.1,3462,1.1,2968,0.9,3030,1.2,2897,0.8
2,6,1,7,1,油脂,309,0.1,315,0.1,262,0.1,306,0.1,355,0.1
2,6,1,7,2,調味料,3040,1,3147,1,2705,0.8,2724,1.1,2542,0.7
2,5,1,8,0,菓子類,5930,1.9,5966,1.9,5616,1.6,5297,2.1,6925,1.8
2,5,1,9,0,調理食品,8972,2.8,9417,3,8083,2.3,7570,3,5167,1.4
2,6,1,9,1,主食的調理食品,4031,1.3,4245,1.4,3519,1,2984,1.2,2807,0.7
2,6,1,9,2,他の調理食品,4941,1.6,5172,1.7,4564,1.3,4587,1.8,2360,0.6
2,5,1,10,0,飲料,5186,1.6,5250,1.7,5163,1.5,5466,2.2,3843,1
2,6,1,10,1,茶類,1657,0.5,1763,0.6,1442,0.4,1516,0.6,596,0.2
2,6,1,10,2,コーヒー・ココア,876,0.3,868,0.3,951,0.3,877,0.4,758,0.2
2,6,1,10,3,他の飲料,2653,0.8,2619,0.8,2770,0.8,3073,1.2,2489,0.7
2,5,1,11,0,酒類,3108,1,3265,1,2548,0.7,2101,0.8,3077,0.8
2,5,1,12,0,外食,17065,5.4,17186,5.5,16315,4.7,10594,4.3,22962,6.1
2,6,1,12,1,一般外食,16089,5.1,16354,5.2,15449,4.5,9886,4,18719,4.9
2,6,1,12,2,学校給食,976,0.3,832,0.3,866,0.3,708,0.3,4243,1.1
2,4,2,0,0,住居,29395,9.2,14969,4.8,94537,27.4,53052,21.4,40147,10.6
2,5,2,1,0,家賃地代,18327,5.8,1005,0.3,92625,26.8,52970,21.3,40147,10.6
2,5,2,2,0,設備修繕・維持,11068,3.5,13964,4.5,1912,0.6,82,0,-,-
2,6,2,2,1,設備材料,3976,1.2,4918,1.6,1189,0.3,12,0,-,-
2,6,2,2,2,工事その他のサービス,7092,2.2,9045,2.9,723,0.2,70,0,-,-
2,4,3,0,0,光熱・水道,21832,6.9,22902,7.3,17243,5,18098,7.3,21828,5.8
2,5,3,1,0,電気代,9424,3,10191,3.3,6723,1.9,6559,2.6,7441,2
2,5,3,2,0,ガス代,7295,2.3,7478,2.4,6536,1.9,7548,3,6460,1.7
2,5,3,3,0,他の光熱,96,0,75,0,249,0.1,-,-,11,0
2,5,3,4,0,上下水道料,5017,1.6,5158,1.6,3735,1.1,3991,1.6,7917,2.1
2,4,4,0,0,家具・家事用品,11780,3.7,12224,3.9,12327,3.6,5444,2.2,6938,1.8
2,5,4,1,0,家庭用耐久財,3269,1,3533,1.1,2876,0.8,63,0,2530,0.7
2,6,4,1,1,家事用耐久財,1670,0.5,1700,0.5,1657,0.5,50,0,2530,0.7
2,6,4,1,2,冷暖房用器具,654,0.2,719,0.2,654,0.2,-,-,-,-
2,6,4,1,3,一般家具,945,0.3,1114,0.4,565,0.2,13,0,-,-
2,5,4,2,0,室内装備・装飾品,444,0.1,490,0.2,301,0.1,243,0.1,277,0.1
