項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,8854,-,2393,-,1792,-,7607,-,7062,-,1146,-
0,0,0,0,0,調査世帯数,236,-,-,211,-,61,-,48,-,175,-,163,-,25,-
0,0,0,0,0,世帯人員,2.47,-,-,2.46,-,2.45,-,2.47,-,2.48,-,2.46,-,2.5,-
0,0,0,0,0,有業人員,0.46,-,-,0.46,-,0.4,-,0.42,-,0.49,-,0.47,-,0.47,-
0,0,0,0,0,世帯主平均年齢,73.2,-,-,73.5,-,72.3,-,73.3,-,73.4,-,73.6,-,70.4,-
1,0,0,0,0,受取,825625,-,0.9,868649,-,577014,-,628718,-,903841,-,929525,-,493143,-
1,1,0,0,0,実収入,348124,100,10.7,369700,100,224369,100,247469,100,387059,100,400713,100,181386,100
1,2,0,0,0,経常収入,344714,99,11.4,365887,99,221494,98.7,243804,98.5,383481,99.1,396863,99,181088,99.8
1,3,0,0,0,勤め先収入,41662,12,76.2,45858,12.4,6809,3,8260,3.3,52628,13.6,55398,13.8,9234,5.1
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,12733,3.7,379.6,13619,3.7,-,-,-,-,16738,4.3,17074,4.3,5885,3.2
1,6,0,0,0,うち女,12733,3.7,379.6,13619,3.7,-,-,-,-,16738,4.3,17074,4.3,5885,3.2
1,4,0,0,0,他の世帯員収入,28930,8.3,37.8,32240,8.7,6809,3,8260,3.3,35889,9.3,38324,9.6,3349,1.8
1,3,0,0,0,事業・内職収入,8158,2.3,208.7,8884,2.4,1460,0.7,324,0.1,10265,2.7,11056,2.8,2543,1.4
1,4,0,0,0,家賃収入,4071,1.2,125.5,4597,1.2,-,-,-,-,5351,1.4,5764,1.4,-,-
1,4,0,0,0,他の事業収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,内職収入,4087,1.2,388.3,4287,1.2,1460,0.7,324,0.1,4913,1.3,5292,1.3,2543,1.4
1,3,0,0,0,他の経常収入,294894,84.7,4.1,311145,84.2,213226,95,235221,95.1,320588,82.8,330409,82.5,169311,93.3
1,4,0,0,0,財産収入,13599,3.9,201.6,15284,4.1,1521,0.7,1664,0.7,17399,4.5,18740,4.7,574,0.3
1,4,0,0,0,社会保障給付,279725,80.4,0.5,295371,79.9,206953,92.2,233557,94.4,302620,78.2,311055,77.6,158812,87.6
1,5,0,0,0,公的年金給付,274225,78.8,-0.4,294260,79.6,189933,84.7,229686,92.8,300744,77.7,310645,77.5,119391,65.8
1,5,0,0,0,他の社会保障給付,5500,1.6,84.7,1111,0.3,17020,7.6,3871,1.6,1876,0.5,411,0.1,39422,21.7
1,4,0,0,0,仕送り金,1570,0.5,337.3,489,0.1,4751,2.1,-,-,570,0.1,613,0.2,9925,5.5
1,2,0,0,0,特別収入,3410,1,-29.9,3813,1,2875,1.3,3665,1.5,3578,0.9,3850,1,298,0.2
1,3,0,0,0,受贈金,2153,0.6,-44.5,2419,0.7,506,0.2,612,0.2,2671,0.7,2877,0.7,99,0.1
1,3,0,0,0,他の特別収入,1257,0.4,27.5,1394,0.4,2369,1.1,3053,1.2,907,0.2,973,0.2,199,0.1
1,1,0,0,0,実収入以外の受取(繰入金を除く),400410,-,-4.1,419202,-,280878,-,305157,-,438016,-,448139,-,255183,-
1,2,0,0,0,預貯金引出,319686,-,-3.5,329660,-,248650,-,264363,-,342035,-,346228,-,242607,-
1,2,0,0,0,保険金,46083,-,-4.4,51279,-,14893,-,19113,-,55896,-,59440,-,5932,-
1,3,0,0,0,個人・企業年金保険金,34707,-,-17.8,38430,-,14893,-,19113,-,40941,-,43332,-,5932,-
1,3,0,0,0,他の保険金,11376,-,90,12849,-,-,-,-,-,14956,-,16109,-,-,-
1,2,0,0,0,有価証券売却,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,142,-,...,-,-,-,-,-,-,187,-,-,-,1241,-
1,2,0,0,0,分割払購入借入金,267,-,-65.8,144,-,-,-,-,-,352,-,180,-,1225,-
1,2,0,0,0,一括払購入借入金,33520,-,-9.1,37317,-,17310,-,21649,-,38620,-,41293,-,4179,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,711,-,...,803,-,24,-,33,-,926,-,998,-,-,-
1,1,0,0,0,繰入金,77091,-,-11,79746,-,71767,-,76093,-,78766,-,80673,-,56573,-
2,0,0,0,0,支払,825625,-,0.9,868649,-,577014,-,628718,-,903841,-,929525,-,493143,-
2,1,0,0,0,実支出,343098,-,-3,355149,-,268371,-,291038,-,366608,-,371415,-,249969,-
2,2,0,0,0,生計支出,300938,-,-3.8,308915,-,248863,-,268238,-,317321,-,319236,-,239293,-
2,3,0,0,0,消費支出,300938,100,-3.8,308915,100,248863,100,268238,100,317321,100,319236,100,239293,100
2,4,1,0,0,食料,90159,30,-5,92126,29.8,77314,31.1,82393,30.7,94200,29.7,94595,29.6,74959,31.3
2,5,1,1,0,穀類,7485,2.5,-10.4,7529,2.4,7530,3,7664,2.9,7471,2.4,7495,2.3,7147,3
2,6,1,1,1,米類,2501,0.8,-6.5,2442,0.8,2807,1.1,2436,0.9,2405,0.8,2443,0.8,2959,1.2
2,6,1,1,2,パン,2047,0.7,-9.4,2081,0.7,1911,0.8,2140,0.8,2089,0.7,2067,0.6,1779,0.7
2,6,1,1,3,めん類,1377,0.5,-18.4,1392,0.5,1445,0.6,1561,0.6,1355,0.4,1349,0.4,1263,0.5
2,6,1,1,4,他の穀類,1560,0.5,-10,1614,0.5,1367,0.5,1526,0.6,1621,0.5,1636,0.5,1146,0.5
2,5,1,2,0,魚介類,12743,4.2,-4.8,12933,4.2,10428,4.2,11415,4.3,13471,4.2,13319,4.2,11271,4.7
2,6,1,2,1,生鮮魚介,6380,2.1,-5.1,6507,2.1,4932,2,5455,2,6835,2.2,6774,2.1,5399,2.3
2,6,1,2,2,塩干魚介,2205,0.7,-10.4,2264,0.7,1854,0.7,2016,0.8,2316,0.7,2327,0.7,1751,0.7
2,6,1,2,3,魚肉練製品,1962,0.7,-7.8,1924,0.6,1908,0.8,2028,0.8,1979,0.6,1897,0.6,2257,0.9
2,6,1,2,4,他の魚介加工品,2196,0.7,5.8,2239,0.7,1734,0.7,1917,0.7,2342,0.7,2321,0.7,1864,0.8
2,5,1,3,0,肉類,7610,2.5,8.4,7846,2.5,6229,2.5,7033,2.6,8044,2.5,8053,2.5,5783,2.4
2,6,1,3,1,生鮮肉,6275,2.1,12.4,6498,2.1,5144,2.1,5806,2.2,6630,2.1,6673,2.1,4551,1.9
2,6,1,3,2,加工肉,1335,0.4,-7.2,1348,0.4,1085,0.4,1227,0.5,1414,0.4,1379,0.4,1232,0.5
2,5,1,4,0,乳卵類,3925,1.3,2,4000,1.3,3222,1.3,3366,1.3,4146,1.3,4160,1.3,3345,1.4
