項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,6682,-,2015,-,523,-,780,-
0,0,0,0,0,調査世帯数,384,-,260,-,75,-,21,-,28,-
0,0,0,0,0,世帯人員,3.42,-,3.53,-,3.08,-,2.97,-,3.62,-
0,0,0,0,0,有業人員,1.68,-,1.73,-,1.59,-,1.7,-,1.42,-
0,0,0,0,0,世帯主平均年齢,47.1,-,48.9,-,41.3,-,52.8,-,42.8,-
1,0,0,0,0,受取,1065262,-,1157079,-,948540,-,648217,-,859821,-
1,1,0,0,0,実収入,528821,100,558676,100,495505,100,318199,100,500300,100
1,2,0,0,0,経常収入,520144,98.4,551024,98.6,479129,96.7,315626,99.2,498637,99.7
1,3,0,0,0,勤め先収入,484906,91.7,506509,90.7,464266,93.7,280340,88.1,490250,98
1,4,0,0,0,世帯主収入,422866,80,445043,79.7,378737,76.4,265140,83.3,452561,90.5
1,6,0,0,0,うち男,408951,77.3,432837,77.5,353025,71.2,254075,79.8,452561,90.5
1,5,0,0,0,定期収入,411221,77.8,433142,77.5,370027,74.7,238175,74.9,445792,89.1
1,5,0,0,0,臨時収入,6751,1.3,6906,1.2,7590,1.5,1515,0.5,6769,1.4
1,5,0,0,0,賞与,4894,0.9,4995,0.9,1121,0.2,25450,8,-,-
1,4,0,0,0,世帯主の配偶者の収入,50892,9.6,50945,9.1,65947,13.3,11907,3.7,37689,7.5
1,6,0,0,0,うち女,49070,9.3,48218,8.6,65947,13.3,11907,3.7,37689,7.5
1,4,0,0,0,他の世帯員収入,11147,2.1,10520,1.9,19582,4,3293,1,-,-
1,3,0,0,0,事業・内職収入,2746,0.5,2863,0.5,1444,0.3,1261,0.4,6100,1.2
1,4,0,0,0,家賃収入,2053,0.4,2359,0.4,-,-,-,-,6100,1.2
1,4,0,0,0,他の事業収入,142,0,-,-,704,0.1,-,-,-,-
1,4,0,0,0,内職収入,551,0.1,503,0.1,740,0.1,1261,0.4,-,-
