項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,2人／実数（円）,2人／構成比（％）,3人／実数（円）,3人／構成比（％）,4人／実数（円）,4人／構成比（％）,5人以上／実数（円）,5人以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,4294,-,2716,-,2286,-,704,-
0,0,0,0,0,調査世帯数,752,-,318,-,205,-,174,-,55,-
0,0,0,0,0,世帯人員,2.95,-,2,-,3,-,4,-,5.19,-
0,0,0,0,0,有業人員,1.32,-,0.87,-,1.48,-,1.71,-,2.14,-
0,0,0,0,0,世帯主平均年齢,57.8,-,65.3,-,54.5,-,49.4,-,52,-
2,2,0,0,0,生計支出,393918,-,319819,-,380327,-,530077,-,456232,-
2,3,0,0,0,消費支出,360671,100,319819,100,361047,100,407535,100,456232,100
2,4,1,0,0,食料,95789,26.6,89454,28,97351,27,101315,24.9,110458,24.2
2,5,1,1,0,穀類,7604,2.1,6335,2,7531,2.1,8874,2.2,11507,2.5
2,6,1,1,1,米類,2274,0.6,1846,0.6,2105,0.6,2607,0.6,4459,1
2,6,1,1,2,パン,2584,0.7,1997,0.6,2670,0.7,3251,0.8,3670,0.8
2,6,1,1,3,めん類,1431,0.4,1175,0.4,1408,0.4,1691,0.4,2242,0.5
2,6,1,1,4,他の穀類,1315,0.4,1316,0.4,1349,0.4,1326,0.3,1135,0.2
2,5,1,2,0,魚介類,9831,2.7,10928,3.4,9025,2.5,8521,2.1,10503,2.3
2,6,1,2,1,生鮮魚介,5184,1.4,5493,1.7,4842,1.3,4684,1.1,6249,1.4
2,6,1,2,2,塩干魚介,1620,0.4,1892,0.6,1445,0.4,1373,0.3,1434,0.3
2,6,1,2,3,魚肉練製品,1451,0.4,1714,0.5,1344,0.4,1139,0.3,1278,0.3
2,6,1,2,4,他の魚介加工品,1576,0.4,1829,0.6,1394,0.4,1325,0.3,1542,0.3
2,5,1,3,0,肉類,8379,2.3,7054,2.2,8056,2.2,9818,2.4,13040,2.9
2,6,1,3,1,生鮮肉,6831,1.9,5768,1.8,6504,1.8,8005,2,10762,2.4
2,6,1,3,2,加工肉,1548,0.4,1286,0.4,1552,0.4,1813,0.4,2278,0.5
2,5,1,4,0,乳卵類,4007,1.1,3672,1.1,3971,1.1,4558,1.1,4399,1
2,6,1,4,1,牛乳,1332,0.4,1300,0.4,1163,0.3,1549,0.4,1472,0.3
2,6,1,4,2,乳製品,1897,0.5,1671,0.5,2040,0.6,2137,0.5,1947,0.4
2,6,1,4,3,卵,778,0.2,701,0.2,768,0.2,872,0.2,980,0.2
2,5,1,5,0,野菜・海藻,11167,3.1,11123,3.5,10594,2.9,11379,2.8,12953,2.8
2,6,1,5,1,生鮮野菜,7475,2.1,7248,2.3,7255,2,7719,1.9,8916,2
2,6,1,5,2,乾物・海藻,1052,0.3,1076,0.3,1032,0.3,1003,0.2,1146,0.3
2,6,1,5,3,大豆加工品,1184,0.3,1181,0.4,1050,0.3,1309,0.3,1315,0.3
2,6,1,5,4,他の野菜・海藻加工品,1455,0.4,1618,0.5,1256,0.3,1348,0.3,1575,0.3
2,5,1,6,0,果物,3376,0.9,3496,1.1,3400,0.9,3157,0.8,3258,0.7
2,6,1,6,1,生鮮果物,2937,0.8,3041,1,2953,0.8,2760,0.7,2813,0.6
2,6,1,6,2,果物加工品,439,0.1,455,0.1,447,0.1,397,0.1,445,0.1
2,5,1,7,0,油脂・調味料,3915,1.1,3664,1.1,3490,1,4459,1.1,5316,1.2
2,6,1,7,1,油脂,370,0.1,381,0.1,273,0.1,400,0.1,587,0.1
2,6,1,7,2,調味料,3544,1,3283,1,3217,0.9,4058,1,4729,1
