項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,9122,-,2133,-,1769,-,7867,-,7353,-,878,-
0,0,0,0,0,調査世帯数,226,-,-,208,-,51,-,43,-,175,-,165,-,18,-
0,0,0,0,0,世帯人員,2.48,-,-,2.48,-,2.36,-,2.33,-,2.52,-,2.52,-,2.51,-
0,0,0,0,0,有業人員,0.47,-,-,0.47,-,0.33,-,0.35,-,0.51,-,0.5,-,0.52,-
0,0,0,0,0,世帯主平均年齢,73.5,-,-,73.7,-,72.9,-,73.5,-,73.7,-,73.7,-,72.1,-
1,0,0,0,0,受取,771766,-,3.2,792079,-,544434,-,573114,-,833403,-,844746,-,560712,-
1,1,0,0,0,実収入,347930,100,12.9,356462,100,223121,100,240674,100,381769,100,384312,100,259285,100
1,2,0,0,0,経常収入,344407,99,12.7,352768,99,221970,99.5,239404,99.5,377603,98.9,380035,98.9,257534,99.3
1,3,0,0,0,勤め先収入,28961,8.3,100.5,30070,8.4,4783,2.1,4840,2,35517,9.3,36139,9.4,17441,6.7
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,6461,1.9,126.5,5855,1.6,-,-,-,-,8212,2.2,7264,1.9,12749,4.9
1,6,0,0,0,うち女,6461,1.9,126.5,5855,1.6,-,-,-,-,8212,2.2,7264,1.9,12749,4.9
1,4,0,0,0,他の世帯員収入,22501,6.5,94.2,24215,6.8,4783,2.1,4840,2,27304,7.2,28875,7.5,4691,1.8
1,3,0,0,0,事業・内職収入,8144,2.3,37.2,8928,2.5,773,0.3,932,0.4,10143,2.7,10851,2.8,-,-
1,4,0,0,0,家賃収入,1857,0.5,-41.7,2036,0.6,-,-,-,-,2361,0.6,2526,0.7,-,-
1,4,0,0,0,他の事業収入,1533,0.4,...,1680,0.5,-,-,-,-,1949,0.5,2085,0.5,-,-
1,4,0,0,0,内職収入,4754,1.4,73.9,5212,1.5,773,0.3,932,0.4,5834,1.5,6241,1.6,-,-
1,3,0,0,0,他の経常収入,307301,88.3,7.7,313770,88,216414,97,233631,97.1,331944,86.9,333045,86.7,240093,92.6
1,4,0,0,0,財産収入,1330,0.4,116.6,1458,0.4,423,0.2,510,0.2,1575,0.4,1685,0.4,-,-
1,4,0,0,0,社会保障給付,305338,87.8,7.3,312276,87.6,213173,95.5,233122,96.9,330326,86.5,331315,86.2,233247,90
1,5,0,0,0,公的年金給付,304208,87.4,8.2,312276,87.6,207875,93.2,233122,96.9,330326,86.5,331315,86.2,220376,85
1,5,0,0,0,他の社会保障給付,1130,0.3,-67.2,-,-,5298,2.4,-,-,-,-,-,-,12871,5
1,4,0,0,0,仕送り金,634,0.2,471.2,36,0,2818,1.3,-,-,42,0,45,0,6846,2.6
1,2,0,0,0,特別収入,3523,1,39.4,3694,1,1152,0.5,1270,0.5,4166,1.1,4276,1.1,1751,0.7
1,3,0,0,0,受贈金,1211,0.3,123,1317,0.4,131,0.1,105,0,1504,0.4,1609,0.4,106,0
1,3,0,0,0,他の特別収入,2312,0.7,16.5,2376,0.7,1021,0.5,1165,0.5,2662,0.7,2668,0.7,1645,0.6
1,1,0,0,0,実収入以外の受取(繰入金を除く),343239,-,-7.7,353929,-,249736,-,262305,-,368590,-,375967,-,232164,-
1,2,0,0,0,預貯金引出,274768,-,-7.2,280596,-,226665,-,239624,-,287810,-,290451,-,214213,-
1,2,0,0,0,保険金,39281,-,-2.2,41668,-,11373,-,9900,-,46847,-,49309,-,14474,-
1,3,0,0,0,個人・企業年金保険金,39281,-,-1.6,41668,-,11373,-,9900,-,46847,-,49309,-,14474,-
1,3,0,0,0,他の保険金,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,147,-,-97.3,161,-,-,-,-,-,187,-,200,-,-,-
1,2,0,0,0,一括払購入借入金,28554,-,-2.2,30973,-,11385,-,12431,-,33209,-,35433,-,3424,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,489,-,1.9,531,-,312,-,350,-,537,-,575,-,53,-
1,1,0,0,0,繰入金,80597,-,18.4,81688,-,71577,-,70134,-,83043,-,84467,-,69263,-
2,0,0,0,0,支払,771766,-,3.2,792079,-,544434,-,573114,-,833403,-,844746,-,560712,-
2,1,0,0,0,実支出,316113,-,-5,323004,-,247283,-,262874,-,334775,-,337467,-,244510,-
2,2,0,0,0,生計支出,279366,-,-4,284606,-,231606,-,245985,-,292315,-,293896,-,224919,-
2,3,0,0,0,消費支出,279366,100,-4,284606,100,231606,100,245985,100,292315,100,293896,100,224919,100
2,4,1,0,0,食料,72431,25.9,-0.7,73568,25.8,59175,25.5,60140,24.4,76025,26,76798,26.1,60614,26.9
2,5,1,1,0,穀類,6556,2.3,4.2,6661,2.3,4999,2.2,4860,2,6978,2.4,7095,2.4,5463,2.4
2,6,1,1,1,米類,2754,1,21.8,2816,1,1709,0.7,1390,0.6,3037,1,3159,1.1,2110,0.9
2,6,1,1,2,パン,2283,0.8,-7.8,2314,0.8,1949,0.8,2045,0.8,2373,0.8,2379,0.8,1956,0.9
2,6,1,1,3,めん類,1163,0.4,-1,1168,0.4,958,0.4,977,0.4,1218,0.4,1214,0.4,1109,0.5
2,6,1,1,4,他の穀類,357,0.1,-6.3,363,0.1,383,0.2,449,0.2,350,0.1,343,0.1,287,0.1
2,5,1,2,0,魚介類,7898,2.8,1.5,7974,2.8,6332,2.7,6408,2.6,8322,2.8,8350,2.8,7108,3.2
2,6,1,2,1,生鮮魚介,4609,1.6,-3,4705,1.7,3668,1.6,3719,1.5,4864,1.7,4941,1.7,3617,1.6
2,6,1,2,2,塩干魚介,1456,0.5,9.1,1414,0.5,1117,0.5,1132,0.5,1548,0.5,1482,0.5,1890,0.8
2,6,1,2,3,魚肉練製品,799,0.3,15.8,800,0.3,608,0.3,623,0.3,850,0.3,843,0.3,784,0.3
2,6,1,2,4,他の魚介加工品,1034,0.4,2.7,1055,0.4,939,0.4,933,0.4,1060,0.4,1084,0.4,817,0.4
2,5,1,3,0,肉類,6124,2.2,16.5,6138,2.2,5834,2.5,5922,2.4,6202,2.1,6190,2.1,5980,2.7
2,6,1,3,1,生鮮肉,4784,1.7,15,4810,1.7,4633,2,4676,1.9,4825,1.7,4843,1.6,4508,2
2,6,1,3,2,加工肉,1340,0.5,22.2,1327,0.5,1201,0.5,1246,0.5,1378,0.5,1347,0.5,1472,0.7
2,5,1,4,0,乳卵類,3689,1.3,-1.3,3702,1.3,3419,1.5,3435,1.4,3762,1.3,3766,1.3,3557,1.6
2,6,1,4,1,牛乳,1401,0.5,0.6,1414,0.5,1105,0.5,1046,0.4,1481,0.5,1502,0.5,1266,0.6
2,6,1,4,2,乳製品,1602,0.6,-8.5,1607,0.6,1628,0.7,1722,0.7,1595,0.5,1579,0.5,1549,0.7
2,6,1,4,3,卵,687,0.2,15.5,681,0.2,685,0.3,667,0.3,687,0.2,685,0.2,742,0.3
2,5,1,5,0,野菜・海藻,11583,4.1,5.5,11690,4.1,10336,4.5,10588,4.3,11920,4.1,11955,4.1,10466,4.7
2,6,1,5,1,生鮮野菜,7884,2.8,7.9,7920,2.8,7126,3.1,7316,3,8090,2.8,8065,2.7,7518,3.3
2,6,1,5,2,乾物・海藻,831,0.3,4.4,848,0.3,640,0.3,640,0.3,882,0.3,898,0.3,654,0.3
2,6,1,5,3,大豆加工品,1378,0.5,0.1,1416,0.5,1126,0.5,1142,0.5,1447,0.5,1482,0.5,984,0.4
2,6,1,5,4,他の野菜・海藻加工品,1489,0.5,-0.9,1507,0.5,1444,0.6,1490,0.6,1502,0.5,1511,0.5,1309,0.6
2,5,1,6,0,果物,4323,1.5,0.5,4344,1.5,3575,1.5,3616,1.5,4526,1.5,4519,1.5,4107,1.8
2,6,1,6,1,生鮮果物,4106,1.5,0.5,4138,1.5,3422,1.5,3485,1.4,4291,1.5,4295,1.5,3773,1.7
2,6,1,6,2,果物加工品,217,0.1,0.9,206,0.1,153,0.1,132,0.1,235,0.1,224,0.1,334,0.1
2,5,1,7,0,油脂・調味料,3179,1.1,-3.7,3196,1.1,2573,1.1,2594,1.1,3344,1.1,3340,1.1,3011,1.3
2,6,1,7,1,油脂,364,0.1,7.1,376,0.1,198,0.1,223,0.1,408,0.1,413,0.1,236,0.1
2,6,1,7,2,調味料,2816,1,-4.9,2820,1,2374,1,2371,1,2936,1,2928,1,2775,1.2
2,5,1,8,0,菓子類,4092,1.5,-9.1,4158,1.5,3368,1.5,3474,1.4,4288,1.5,4322,1.5,3410,1.5
2,5,1,9,0,調理食品,9046,3.2,-5.7,9277,3.3,7055,3,7510,3.1,9586,3.3,9702,3.3,6652,3
2,6,1,9,1,主食的調理食品,3826,1.4,-6.6,3927,1.4,3037,1.3,3169,1.3,4040,1.4,4109,1.4,2775,1.2
2,6,1,9,2,他の調理食品,5220,1.9,-5.1,5350,1.9,4018,1.7,4341,1.8,5546,1.9,5592,1.9,3877,1.7
2,5,1,10,0,飲料,3395,1.2,-19.2,3479,1.2,2897,1.3,2933,1.2,3531,1.2,3610,1.2,2528,1.1
