項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,6913,-,1939,-,324,-,824,-
0,0,0,0,0,調査世帯数,372,-,263,-,69,-,12,-,28,-
0,0,0,0,0,世帯人員,3.28,-,3.39,-,2.86,-,2.89,-,3.46,-
0,0,0,0,0,有業人員,1.61,-,1.67,-,1.51,-,1.45,-,1.39,-
0,0,0,0,0,世帯主平均年齢,46.6,-,48.7,-,40.7,-,48.1,-,41.7,-
1,0,0,0,0,受取,998377,-,1087612,-,788364,-,405191,-,976936,-
1,1,0,0,0,実収入,493430,100,530022,100,393115,100,209343,100,534058,100
1,2,0,0,0,経常収入,488722,99,524035,98.9,392112,99.7,209243,100,529561,99.2
1,3,0,0,0,勤め先収入,481816,97.6,515215,97.2,390883,99.4,191626,91.5,529561,99.2
1,4,0,0,0,世帯主収入,422504,85.6,445968,84.1,344081,87.5,189426,90.5,501715,93.9
1,6,0,0,0,うち男,403934,81.9,432550,81.6,301464,76.7,157576,75.3,501715,93.9
1,5,0,0,0,定期収入,416971,84.5,441390,83.3,333549,84.8,189426,90.5,497765,93.2
1,5,0,0,0,臨時収入,3356,0.7,4063,0.8,1143,0.3,-,-,3950,0.7
1,5,0,0,0,賞与,2176,0.4,515,0.1,9389,2.4,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,54606,11.1,62803,11.8,45505,11.6,2200,1.1,27846,5.2
1,6,0,0,0,うち女,53151,10.8,61883,11.7,41284,10.5,2200,1.1,27846,5.2
1,4,0,0,0,他の世帯員収入,4707,1,6445,1.2,1297,0.3,-,-,-,-
1,3,0,0,0,事業・内職収入,2450,0.5,3369,0.6,275,0.1,2068,1,-,-
1,4,0,0,0,家賃収入,1068,0.2,1545,0.3,-,-,-,-,-,-
1,4,0,0,0,他の事業収入,876,0.2,1268,0.2,-,-,-,-,-,-
1,4,0,0,0,内職収入,505,0.1,556,0.1,275,0.1,2068,1,-,-
1,3,0,0,0,他の経常収入,4456,0.9,5451,1,954,0.2,15549,7.4,-,-
1,4,0,0,0,財産収入,151,0,218,0,-,-,-,-,-,-
1,4,0,0,0,社会保障給付,3785,0.8,4636,0.9,397,0.1,15549,7.4,-,-
1,5,0,0,0,公的年金給付,1050,0.2,1519,0.3,-,-,-,-,-,-
1,5,0,0,0,他の社会保障給付,2734,0.6,3116,0.6,397,0.1,15549,7.4,-,-
1,4,0,0,0,仕送り金,521,0.1,597,0.1,557,0.1,-,-,-,-
1,2,0,0,0,特別収入,4707,1,5987,1.1,1003,0.3,99,0,4497,0.8
1,3,0,0,0,受贈金,2543,0.5,3398,0.6,754,0.2,-,-,575,0.1
1,3,0,0,0,他の特別収入,2165,0.4,2589,0.5,249,0.1,99,0,3922,0.7
1,1,0,0,0,実収入以外の受取(繰入金を除く),427109,-,469909,-,342622,-,151482,-,375133,-
1,2,0,0,0,預貯金引出,348663,-,381620,-,291821,-,135012,-,289878,-
1,2,0,0,0,保険金,864,-,1251,-,-,-,-,-,-,-
1,3,0,0,0,個人・企業年金保険金,864,-,1251,-,-,-,-,-,-,-
1,3,0,0,0,他の保険金,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,5379,-,7510,-,151,-,-,-,1911,-
1,2,0,0,0,一括払購入借入金,72166,-,79480,-,50649,-,16356,-,83344,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-
