区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,757,-,-,104,-,110,-,112,-,115,-,110,-,102,-,104,-
0,0,世帯人員,3.08,-,-,2.72,-,2.99,-,2.79,-,3.15,-,3.09,-,3.44,-,3.35,-
0,0,有業人員,1.32,-,-,1.1,-,1.34,-,1.19,-,1.23,-,1.26,-,1.62,-,1.48,-
0,0,世帯主平均年齢,57.3,-,-,60.5,-,59.3,-,59.6,-,57.7,-,55.5,-,54.3,-,53.9,-
0,0,消費支出,326981,100,10.4,108219,100,166422,100,213952,100,261167,100,315735,100,381385,100,839944,100
1,0,商品,169359,51.8,9.6,76768,70.9,107158,64.4,126661,59.2,147920,56.6,157755,50,183665,48.2,384722,45.8
1,1,耐久財,24478,7.5,37.9,770,0.7,2092,1.3,2779,1.3,13331,5.1,11571,3.7,12540,3.3,128095,15.3
1,2,半耐久財,31638,9.7,6.8,6402,5.9,11056,6.6,16561,7.7,24296,9.3,28166,8.9,36509,9.6,98251,11.7
1,3,非耐久財,113243,34.6,5.7,69597,64.3,94011,56.5,107320,50.2,110293,42.2,118018,37.4,134616,35.3,158376,18.9
1,0,サービス,157622,48.2,11.3,31450,29.1,59264,35.6,87291,40.8,113247,43.4,157980,50,197721,51.8,455222,54.2
2,0,食料,88942,27.2,5.5,49325,45.6,70180,42.2,82503,38.6,88712,34,96401,30.5,109440,28.7,125621,15
2,3,非耐久財,68571,21,4.7,44479,41.1,58768,35.3,68021,31.8,70723,27.1,71228,22.6,78531,20.6,88007,10.5
2,4,サービス,20370,6.2,7.9,4846,4.5,11412,6.9,14482,6.8,17990,6.9,25172,8,30909,8.1,37614,4.5
2,0,住居,37299,11.4,34.8,3848,3.6,6937,4.2,20444,9.6,20105,7.7,26579,8.4,28375,7.4,154580,18.4
2,1,耐久財,4372,1.3,-2.6,-,-,574,0.3,135,0.1,1005,0.4,1264,0.4,391,0.1,27206,3.2
2,2,半耐久財,155,0,-24.8,71,0.1,114,0.1,152,0.1,81,0,185,0.1,163,0,320,0
2,4,サービス,32771,10,42.6,3777,3.5,6248,3.8,20158,9.4,19020,7.3,25131,8,27822,7.3,127053,15.1
2,0,光熱・水道（非耐久財）,19671,6,9.2,13546,12.5,18648,11.2,18604,8.7,17089,6.5,20658,6.5,23652,6.2,25414,3
2,0,家具・家事用品,13726,4.2,3.6,3624,3.3,5674,3.4,7277,3.4,15815,6.1,15713,5,14939,3.9,32971,3.9
2,1,耐久財,6212,1.9,10.2,369,0.3,754,0.5,786,0.4,9601,3.7,7331,2.3,4784,1.3,19835,2.4
2,2,半耐久財,3682,1.1,-3.7,1353,1.3,2460,1.5,3000,1.4,2988,1.1,3902,1.2,5153,1.4,6892,0.8
2,3,非耐久財,2953,0.9,9.1,1763,1.6,2178,1.3,2996,1.4,2696,1,3649,1.2,3525,0.9,3857,0.5
2,4,サービス,878,0.3,-18.6,138,0.1,282,0.2,495,0.2,529,0.2,831,0.3,1477,0.4,2387,0.3
2,0,被服及び履物,15363,4.7,-14.7,3768,3.5,6706,4,10203,4.8,14417,5.5,16516,5.2,21815,5.7,34008,4
2,2,半耐久財,14470,4.4,-12.5,3671,3.4,6213,3.7,9681,4.5,13747,5.3,15615,4.9,20548,5.4,31710,3.8
2,4,サービス,894,0.3,-39.7,97,0.1,493,0.3,522,0.2,670,0.3,901,0.3,1267,0.3,2297,0.3
2,0,保健医療,15181,4.6,-19.9,5542,5.1,8839,5.3,10629,5,11201,4.3,12896,4.1,21773,5.7,35265,4.2
2,1,耐久財,948,0.3,20.8,273,0.3,444,0.3,349,0.2,932,0.4,971,0.3,1567,0.4,2088,0.2
2,2,半耐久財,562,0.2,-36.1,86,0.1,82,0,363,0.2,205,0.1,934,0.3,576,0.2,1690,0.2
2,3,非耐久財,4895,1.5,-16.2,2608,2.4,3715,2.2,5283,2.5,4026,1.5,4898,1.6,6130,1.6,7580,0.9
2,4,サービス,8777,2.7,-23.3,2576,2.4,4597,2.8,4635,2.2,6038,2.3,6093,1.9,13500,3.5,23908,2.8
2,0,交通・通信,43772,13.4,24,7920,7.3,15026,9,19948,9.3,31556,12.1,41330,13.1,46392,12.2,143929,17.1
2,1,耐久財,9292,2.8,248,1,0,126,0.1,779,0.4,258,0.1,436,0.1,912,0.2,62468,7.4
2,2,半耐久財,1528,0.5,-20.2,30,0,213,0.1,250,0.1,729,0.3,1107,0.4,451,0.1,7908,0.9
2,3,非耐久財,3108,1,39.2,751,0.7,1163,0.7,1294,0.6,4163,1.6,3933,1.2,3843,1,6593,0.8
2,4,サービス,29844,9.1,4.8,7138,6.6,13524,8.1,17625,8.2,26406,10.1,35853,11.4,41186,10.8,66960,8
2,0,教育,13834,4.2,4.9,920,0.9,3250,2,3867,1.8,9460,3.6,9373,3,23878,6.3,45923,5.5
2,3,非耐久財,179,0.1,-40.3,8,0,83,0,180,0.1,160,0.1,71,0,528,0.1,221,0
2,4,サービス,13655,4.2,5.9,912,0.8,3167,1.9,3686,1.7,9299,3.6,9302,2.9,23351,6.1,45702,5.4
2,0,教養娯楽,47626,14.6,9.4,9651,8.9,17602,10.6,20532,9.6,30797,11.8,47774,15.1,55327,14.5,151351,18
