項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,760,-,-,107,-,108,-,113,-,115,-,105,-,103,-,109,-
0,0,世帯人員,3.06,-,-,2.63,-,2.91,-,2.86,-,3.19,-,3.17,-,3.3,-,3.37,-
0,0,有業人員,1.36,-,-,1.26,-,1.11,-,1.29,-,1.45,-,1.39,-,1.51,-,1.49,-
0,0,世帯主平均年齢,56.9,-,-,60.8,-,60.6,-,55.9,-,57.8,-,57.2,-,51.2,-,55.1,-
0,0,消費支出,339876,-,9.9,103273,-,167292,-,206811,-,261278,-,325031,-,419972,-,890495,-
0,0,公共的料金,99819,29.4,12,30995,30,52003,31.1,61686,29.8,79870,30.6,85849,26.4,125168,29.8,261689,29.4
1,0,公共料金等,58381,17.2,2.4,26231,25.4,40442,24.2,41774,20.2,56719,21.7,66023,20.3,75248,17.9,101755,11.4
1,1,米,2447,0.7,9.8,1418,1.4,2454,1.5,1771,0.9,2848,1.1,2581,0.8,2373,0.6,3657,0.4
1,1,食塩,39,0,11.4,32,0,28,0,13,0,59,0,49,0,36,0,59,0
1,1,学校給食,730,0.2,-32.2,23,0,498,0.3,581,0.3,1275,0.5,912,0.3,1185,0.3,631,0.1
1,1,公営家賃,1771,0.5,-3.5,1155,1.1,443,0.3,1652,0.8,1571,0.6,1889,0.6,5036,1.2,686,0.1
1,1,電気代,13321,3.9,18.1,9247,9,12165,7.3,11301,5.5,13631,5.2,15579,4.8,15138,3.6,16131,1.8
1,1,都市ガス,3268,1,-7.8,2069,2,3009,1.8,3010,1.5,3440,1.3,4207,1.3,3386,0.8,3738,0.4
1,1,上下水道料,4888,1.4,-1.5,2741,2.7,4354,2.6,3462,1.7,5373,2.1,6664,2.1,5340,1.3,6249,0.7
1,1,医科診療代,3555,1,7.6,1528,1.5,1447,0.9,2028,1,3560,1.4,3851,1.2,2694,0.6,9715,1.1
1,1,歯科診療代,1961,0.6,-41.7,422,0.4,733,0.4,824,0.4,631,0.2,942,0.3,927,0.2,9182,1
1,1,出産入院料,133,0,...,-,-,-,-,-,-,-,-,-,-,-,-,921,0.1
1,1,他の入院料,1598,0.5,-11.8,-,-,903,0.5,221,0.1,1320,0.5,1741,0.5,3897,0.9,3093,0.3
1,1,鉄道運賃,3687,1.1,-1.6,1202,1.2,1578,0.9,1596,0.8,2750,1.1,3581,1.1,5751,1.4,9307,1
1,1,鉄道通学定期代,1113,0.3,59.7,-,-,352,0.2,-,-,611,0.2,937,0.3,1853,0.4,4011,0.5
1,1,鉄道通勤定期代,1778,0.5,-12.2,68,0.1,89,0.1,343,0.2,1300,0.5,3359,1,3491,0.8,3786,0.4
1,1,バス代,709,0.2,20,267,0.3,322,0.2,430,0.2,717,0.3,1020,0.3,1105,0.3,1102,0.1
1,1,バス通学定期代,205,0.1,58.9,-,-,-,-,-,-,260,0.1,-,-,-,-,1165,0.1
1,1,バス通勤定期代,88,0,-49.7,28,0,12,0,34,0,12,0,-,-,-,-,525,0.1
1,1,タクシー代,884,0.3,3.8,349,0.3,585,0.3,489,0.2,628,0.2,973,0.3,1125,0.3,2026,0.2
1,1,航空運賃,167,0,-85.6,-,-,-,-,-,-,362,0.1,184,0.1,264,0.1,358,0
