区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,768,-,-,107,-,108,-,115,-,111,-,116,-,107,-,104,-
0,0,世帯人員,3.05,-,-,2.57,-,2.85,-,3.13,-,3.06,-,3.11,-,3.43,-,3.19,-
0,0,有業人員,1.28,-,-,0.93,-,1.14,-,1.33,-,1.27,-,1.37,-,1.41,-,1.5,-
0,0,世帯主平均年齢,57.4,-,-,61.2,-,61,-,55.8,-,54.7,-,55.8,-,57,-,56,-
0,0,消費支出,310554,100,12.4,104975,100,161444,100,205083,100,248807,100,298571,100,370398,100,780724,100
1,0,商品,161202,51.9,6.6,75798,72.2,104415,64.7,120463,58.7,137794,55.4,160805,53.9,191205,51.6,336429,43.1
1,1,耐久財,23639,7.6,34,892,0.8,2004,1.2,4930,2.4,6742,2.7,12548,4.2,13539,3.7,124123,15.9
1,2,半耐久財,27186,8.8,-0.9,6414,6.1,9901,6.1,15767,7.7,21708,8.7,28474,9.5,43971,11.9,63719,8.2
1,3,非耐久財,110378,35.5,4,68492,65.2,92510,57.3,99766,48.6,109344,43.9,119783,40.1,133695,36.1,148587,19
1,0,サービス,149352,48.1,19.4,29176,27.8,57030,35.3,84620,41.3,111013,44.6,137766,46.1,179193,48.4,444295,56.9
2,0,食料,86791,27.9,6.1,50909,48.5,69087,42.8,76475,37.3,83952,33.7,89375,29.9,106810,28.8,130472,16.7
2,3,非耐久財,67013,21.6,3.5,44703,42.6,59325,36.7,62139,30.3,65755,26.4,70183,23.5,81183,21.9,85566,11
2,4,サービス,19778,6.4,16,6206,5.9,9762,6,14336,7,18197,7.3,19191,6.4,25627,6.9,44906,5.8
2,0,住居,34180,11,46,4037,3.8,6741,4.2,14810,7.2,27301,11,29506,9.9,27229,7.4,128980,16.5
2,1,耐久財,3962,1.3,245.1,-,-,-,-,1533,0.7,633,0.3,-,-,705,0.2,24723,3.2
2,2,半耐久財,347,0.1,22.6,136,0.1,122,0.1,95,0,526,0.2,452,0.2,239,0.1,855,0.1
2,4,サービス,29871,9.6,35.9,3901,3.7,6619,4.1,13182,6.4,26142,10.5,29054,9.7,26285,7.1,103402,13.2
2,0,光熱・水道（非耐久財）,19708,6.3,2.3,12669,12.1,17540,10.9,17862,8.7,21193,8.5,21481,7.2,22500,6.1,24659,3.2
2,0,家具・家事用品,12784,4.1,-6.5,3938,3.8,5478,3.4,7217,3.5,9582,3.9,15177,5.1,18251,4.9,29681,3.8
2,1,耐久財,5483,1.8,-11.7,438,0.4,912,0.6,1758,0.9,2047,0.8,7539,2.5,9055,2.4,16518,2.1
2,2,半耐久財,3500,1.1,-7.4,1643,1.6,1641,1,2165,1.1,3513,1.4,3397,1.1,4620,1.2,7492,1
2,3,非耐久財,3216,1,17,1714,1.6,2709,1.7,2677,1.3,3275,1.3,3910,1.3,3763,1,4451,0.6
2,4,サービス,584,0.2,-37.1,142,0.1,217,0.1,616,0.3,748,0.3,330,0.1,812,0.2,1220,0.2
2,0,被服及び履物,16357,5.3,-0.3,3793,3.6,6472,4,10369,5.1,13308,5.3,18421,6.2,26537,7.2,35399,4.5
2,2,半耐久財,15036,4.8,0.2,3383,3.2,5812,3.6,9669,4.7,12279,4.9,16812,5.6,24759,6.7,32352,4.1
2,4,サービス,1321,0.4,-6.4,410,0.4,660,0.4,700,0.3,1029,0.4,1609,0.5,1778,0.5,3047,0.4
2,0,保健医療,19124,6.2,28.2,4349,4.1,9566,5.9,10355,5,10597,4.3,15391,5.2,20631,5.6,62639,8
2,1,耐久財,1048,0.3,-11.1,-,-,608,0.4,637,0.3,837,0.3,923,0.3,877,0.2,3437,0.4
2,2,半耐久財,492,0.2,-27.6,24,0,69,0,450,0.2,322,0.1,314,0.1,1877,0.5,385,0
2,3,非耐久財,5024,1.6,0,2058,2,3279,2,4232,2.1,4770,1.9,6417,2.1,5357,1.4,9012,1.2
2,4,サービス,12559,4,56.4,2267,2.2,5610,3.5,5036,2.5,4668,1.9,7737,2.6,12520,3.4,49805,6.4
2,0,交通・通信,42573,13.7,30.5,6974,6.6,15616,9.7,20270,9.9,24324,9.8,33840,11.3,46058,12.4,150108,19.2
2,1,耐久財,11474,3.7,157.6,-,-,270,0.2,719,0.4,1284,0.5,1058,0.4,1354,0.4,75232,9.6
2,2,半耐久財,680,0.2,-5.2,165,0.2,22,0,357,0.2,228,0.1,80,0,2565,0.7,1333,0.2
2,3,非耐久財,2743,0.9,30.1,596,0.6,1109,0.7,1888,0.9,2312,0.9,3292,1.1,4708,1.3,5264,0.7
2,4,サービス,27676,8.9,9.2,6213,5.9,14216,8.8,17306,8.4,20500,8.2,29410,9.9,37431,10.1,68280,8.7
2,0,教育,9784,3.2,-7.2,777,0.7,2949,1.8,4446,2.2,8314,3.3,7553,2.5,18946,5.1,25381,3.3
2,3,非耐久財,94,0,-10.5,82,0.1,25,0,52,0,76,0,58,0,220,0.1,148,0
2,4,サービス,9690,3.1,-7.2,695,0.7,2924,1.8,4393,2.1,8239,3.3,7495,2.5,18727,5.1,25233,3.2
2,0,教養娯楽,38417,12.4,-2.5,10414,9.9,14309,8.9,22787,11.1,26901,10.8,38221,12.8,49288,13.3,106404,13.6
2,1,耐久財,1150,0.4,-61.4,390,0.4,142,0.1,187,0.1,1588,0.6,1648,0.6,853,0.2,3235,0.4
2,2,半耐久財,3400,1.1,-1.3,713,0.7,1461,0.9,1998,1,2968,1.2,4624,1.5,5848,1.6,6154,0.8
2,3,非耐久財,6680,2.2,-2.2,4419,4.2,4896,3,5179,2.5,6236,2.5,7200,2.4,9819,2.7,8985,1.2
2,4,サービス,27186,8.8,3.9,4891,4.7,7810,4.8,15423,7.5,16108,6.5,24750,8.3,32768,8.8,88030,11.3
2,0,諸雑費,30837,9.9,27.3,7116,6.8,13685,8.5,20494,10,23334,9.4,29607,9.9,34148,9.2,87001,11.1
2,1,耐久財,521,0.2,-68.9,64,0.1,72,0,97,0,352,0.1,1380,0.5,695,0.2,978,0.1
2,2,半耐久財,3731,1.2,5.9,351,0.3,774,0.5,1034,0.5,1873,0.8,2794,0.9,4063,1.1,15147,1.9
2,3,非耐久財,5899,1.9,11.2,2250,2.1,3627,2.2,5737,2.8,5727,2.3,7243,2.4,6146,1.7,10503,1.3
2,4,サービス,20686,6.7,50.8,4451,4.2,9212,5.7,13626,6.6,15381,6.2,18189,6.1,23244,6.3,60373,7.7
,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成25年6月,,,,,,,,,,,,,,,,,,,
第１６表　生計支出７分位階層別１世帯当たり１か月間の財・サービス別支出　―全世帯―,,,,,,,,,,,,,,,,,,,
注１）財・サービス別結果は、品目分類を再分類して集計した。,,,,,,,,,,,,,,,,,,,
注２）消費支出には、「こづかい」、「贈与金」、「他の交際費」及び「仕送り金」は含まれていない。,,,,,,,,,,,,,,,,,,,
