都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,住所,方書,緯度,経度,設置位置,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,小児対応設備の有無,URL,備考,地区
131105,0000000001,東京都,目黒区,駒場保育園,コマバホイクエン,,目黒区駒場一丁目22番1号,,35.65653,139.686563,玄関ホール,03-3469-6775,,,,,,,,,, ,北部
131105,0000000002,東京都,目黒区,駒場住区センター,コマバジュウクセンター,,目黒区駒場一丁目22番4号,,35.656295,139.686531,内側自動扉脇,03-3469-2613,,,,,,,,,, ,北部
131105,0000000003,東京都,目黒区,駒場老人いこいの家,コマバロウジンイコイノイエ,,目黒区駒場一丁目26番6号,,35.657158,139.685425,1階事務室,03-3468-8834,,,,,,,,,, ,北部
131105,0000000004,東京都,目黒区,駒場児童館,コマバジドウカン,,目黒区駒場二丁目7番5号,,35.658766,139.682028,1階玄関ロビー,03-3460-0453,,,,,,,,,, ,北部
131105,0000000005,東京都,目黒区,駒場野公園・拡張部,コマバノコウエン・カクチョウブ,,目黒区駒場二丁目17番20号,,35.65644399,139.6813395,管理棟,,,,,,,,,,, ,北部
131105,0000000006,東京都,目黒区,駒場体育館,コマバタイイクカン・プール（ホクブチクプール）・テイキュウジョウ・ゲートボールジョウ,,目黒区駒場二丁目19番39号,,35.658083,139.680147,1階受付横,03-3485-7761,,,,,,,,,, ,北部
131105,0000000007,東京都,目黒区,駒場小学校,コマバショウガッコウ,,目黒区駒場三丁目11番13号,,35.65986,139.681936,1階昇降口,03-3467-4461,,,,,,,,,, ,北部
131105,0000000008,東京都,目黒区,菅刈住区センター,スゲカリジュウクセンター,,目黒区青葉台二丁目10番18号,,35.649801,139.695613,住区事務室前,03-3461-7235,,,,,,,,,, ,北部
131105,0000000009,東京都,目黒区,菅刈保育園,スゲカリホイクエン,,目黒区青葉台二丁目10番27号,,35.64999,139.69521,玄関ホール,03-3462-0219,,,,,,,,,, ,北部
131105,0000000010,東京都,目黒区,菅刈小学校,スゲカリショウガッコウ,,目黒区青葉台三丁目3番26号,,35.651673,139.692158,1階昇降口,03-3461-2569,,,,,,,,,, ,北部
131105,0000000011,東京都,目黒区,東山中学校,ヒガシヤマチュウガッコウ,,目黒区東山一丁目24番31号,,35.646476,139.690227,1階昇降口,03-3711-8794,,,,,,,,,, ,北部
131105,0000000012,東京都,目黒区,東山公園・拡張部,ヒガシヤマコウエン・カクチョウブ,,目黒区東山二丁目18番9号,,35.64676488,139.6875969,管理詰所,,,,,,,,,,, ,北部
131105,0000000013,東京都,目黒区,東山小学校,ヒガシヤマショウガッコウ,,目黒区東山二丁目24番25号,,35.64692,139.685758,1階昇降口,03-3719-2694,,,,,,,,,, ,北部
131105,0000000014,東京都,目黒区,東山住区センター,ヒガシヤマジュウクセンター,,目黒区東山二丁目24番30号,,35.646695,139.685956,1階玄関ホール内,03-3715-1836,,,,,,,,,, ,北部
131105,0000000015,東京都,目黒区,ひがしやま幼稚園,ヒガシヤマヨウチエン,,目黒区東山三丁目24番2号,,35.648048,139.685593,1階昇降口,03-3791-4615,,,,,,,,,, ,北部
131105,0000000016,東京都,目黒区,東山地区センター,ヒガシヤマチクセンター,,目黒区東山三丁目24番2号,東山社会教育館内,35.6480476,139.6855909,2階ロビー,,,,,,,,,,, ,北部
131105,0000000017,東京都,目黒区,特別養護老人ホーム東山,トクベツヨウゴロウジンホームヒガシヤマ,,目黒区東山三丁目24番6号,,35.647391,139.685474,1階地域交流スペース,03-3791-8451,,,,,,,,,, ,北部
131105,0000000018,東京都,目黒区,北部地区サービス事務所,ホクブチクサービスジムショ,,目黒区大橋一丁目5番1号,クロスエアタワー内,35.651456,139.688433,1階風除室内（山手通り側）,03-3496-5208,,,,,,,,,,24時間利用可,北部
131105,0000000019,東京都,目黒区,北部地区サービス事務所,ホクブチクサービスジムショ,,目黒区大橋一丁目5番1号,クロスエアタワー内,35.651456,139.688433,9階事務室内,03-3496-5208,,,,,,,,,, ,北部
131105,0000000020,東京都,目黒区,オーパス夢ひろば,オーパスユメヒロバ,,目黒区大橋一丁目9番4号,,35.65135939,139.6882184,オーパス夢ひろば（2階レベルアクセス通路）,,,,,,,,,,, ,北部
131105,0000000021,東京都,目黒区,第一中学校,ダイイチチュウガッコウ,,目黒区大橋二丁目11番1号,,35.654667,139.686633,1階昇降口,03-3466-6158,,,,,,,,,, ,北部
131105,0000000022,東京都,目黒区,大橋えのき園,オオハシエノキエン,,目黒区大橋二丁目19番38号,,35.655426,139.682005,1階事務室,03-3465-5192,,,,,,,,,, ,北部
131105,0000000023,東京都,目黒区,烏森小学校,カラスモリショウガッコウ,,目黒区上目黒三丁目37番27号,,35.644365,139.692883,1階昇降口,03-3719-1794,,,,,,,,,, ,北部
131105,0000000024,東京都,目黒区,烏森住区センター児童館学童保育クラブ,カスモリジュウクセンタージドウカンガクドウホイククラブ,,目黒区上目黒三丁目37番27号,烏森小学校内,35.64396967,139.6920223,2階玄関,03-3719-3942,,,,,,,,,, ,北部
131105,0000000025,東京都,目黒区,烏森住区センター,カラスモリジュウクセンター,,目黒区上目黒三丁目44番2号,,35.643932,139.691644,風除室内,03-3719-0594,,,,,,,,,, ,北部
131105,0000000026,東京都,目黒区,目黒区立コーポ烏森,メグロクリツコーポカスモリ,,目黒区上目黒三丁目44番30号,,35.64423529,139.6916985,1階ホール,,,,,,,,,,,24時間利用可,北部
131105,0000000027,東京都,目黒区,烏森住区センター児童館第二学童保育クラブ,カスモリジュウクセンタージドウカンダイニガクドウホイククラブ,,目黒区上目黒五丁目18番9号,,35.6426763,139.688615,1階玄関,03-3760-2781,,,,,,,,,, ,北部
131105,0000000028,東京都,目黒区,目黒区立コーポ蛇崩,メグロクリツコーポジャクズレ,,目黒区上目黒五丁目29番10号,,35.64087455,139.6861576,1階ホール,,,,,,,,,,,24時間利用可,北部
131105,0000000029,東京都,目黒区,中目黒駅前図書館,ナカメグロエキマエトショカン,,目黒区上目黒二丁目1番3号,,35.643232,139.698638,地下1階中目黒GTプラザエントランス,03-3710-7253,,,,,,,,,, ,東部
131105,0000000030,東京都,目黒区,上二老人いこいの家,カミニロウジンイコイノイエ,,目黒区上目黒二丁目10番4号,,35.641403,139.699125,1階事務室,03-3715-8282,,,,,,,,,, ,東部
131105,0000000031,東京都,目黒区,第二上目黒保育園,ダイニカミメグロホイクエン,,目黒区上目黒二丁目15番8号,,35.642213,139.697344,玄関ホール,03-3719-8656,,,,,,,,,, ,東部
131105,0000000032,東京都,目黒区,目黒区役所,メグロクヤクショ,目黒区総合庁舎,目黒区上目黒二丁目19番15号,,35.641263,139.698591,1階西口受付（中目黒駅方面）先,03-3715-1111,,,,,,,,,,24時間利用可,東部
131105,0000000033,東京都,目黒区,目黒区役所,メグロクヤクショ,目黒区総合庁舎,目黒区上目黒二丁目19番15号,,35.641263,139.698591,1階東口（駒沢通リバス停方面）右側外壁（公衆電話隣）,03-3715-1111,,,,,,,,,,24時間利用可,東部
131105,0000000034,東京都,目黒区,目黒区役所,メグロクヤクショ,目黒区総合庁舎,目黒区上目黒二丁目19番15号,,35.641263,139.698591,2階駐車場口,03-3715-1111,,,,,,,,,, ,東部
131105,0000000035,東京都,目黒区,目黒区役所,メグロクヤクショ,目黒区総合庁舎,目黒区上目黒二丁目19番15号,,35.641263,139.698591,3階南口受付（駒沢通リ方面）,03-3715-1111,,,,,,,,,, ,東部
131105,0000000036,東京都,目黒区,中目黒公園,ナカメグロコウエン,,目黒区中目黒二丁目3番14号,,35.6412318,139.7051228,花とみどりの学習館,,,,,,,,,,, ,東部
131105,0000000037,東京都,目黒区,中目黒住区センター,ナカメグロジュウクセンター,,目黒区中目黒二丁目10番13号,中目黒スクエア内,35.640452,139.703029,1階エントランスホール中央,03-3719-0694,,,,,,,,,, ,東部
131105,0000000038,東京都,目黒区,めぐろ学校サポートセンター,メグロガッコウサポートセンター,,目黒区中目黒三丁目6番10号,,35.639384,139.702725,1階エントランス,03-3715-1531,,,,,,,,,, ,東部
131105,0000000039,東京都,目黒区,中目黒小学校,ナカメグロショウガッコウ,,目黒区中目黒三丁目13番32号,,35.640194,139.699171,1階昇降口,03-3711-7628,,,,,,,,,, ,東部
131105,0000000040,東京都,目黒区,目黒区立コーポ中目黒,メグロクリツコーポナカメグロ,,目黒区中目黒四丁目13番30号,,35.63687313,139.7003358,1階ホール,,,,,,,,,,,24時間利用可,東部
131105,0000000041,東京都,目黒区,特別養護老人ホーム中目黒,トクベツヨウゴロウジンホームナカメグロ,,目黒区中目黒五丁目7番35号,,35.636011,139.700865,1階ロビー,03-5704-3631,,,,,,,,,, ,東部
131105,0000000042,東京都,目黒区,三田フレンズ,ミタフレンズ,,目黒区三田一丁目11番26号,,35.64044023,139.7121786,2階管理事務室側EV入口横,,,,,,,,,,, ,東部
131105,0000000043,東京都,目黒区,田道住区センター三田分室,デンドウジュウクセンターミタブンシツ,,目黒区三田二丁目10番33号,,35.638819,139.712487,1階風除室内,03-3791-7901,,,,,,,,,, ,東部
131105,0000000044,東京都,目黒区,田道小学校,デンドウショウガッコウ,,目黒区目黒一丁目15番28号,,35.637594,139.709168,1階昇降口,03-3711-8594,,,,,,,,,, ,東部
131105,0000000045,東京都,目黒区,田道住区センター,デンドウジュウクセンター,,目黒区目黒一丁目25番26号,田道ふれあい館内,35.636722,139.708179,1階エントランスホール,03-5721-2303,,,,,,,,,, ,東部
131105,0000000046,東京都,目黒区,高齢者センター,コウレイシャセンター,,目黒区目黒一丁目25番26号,田道ふれあい館内,35.636722,139.708179,2階事務室内,03-5721-2291,,,,,,,,,, ,東部
131105,0000000047,東京都,目黒区,高齢者センター,コウレイシャセンター,,目黒区目黒一丁目25番26号,田道ふれあい館内,35.636722,139.708179,3階エレベーターホール,03-5721-2291,,,,,,,,,, ,東部
131105,0000000048,東京都,目黒区,目黒区美術館,メグロクビジュツカン,,目黒区目黒二丁目4番36号,,35.634877,139.707728,1階受付カウンター,03-3714-1201,,,,,,,,,, ,東部
131105,0000000049,東京都,目黒区,目黒区民センタープール,メグロクミンセンタータイイクカン・プール（トウブチクプール）・テイキュウジョウ,東部地区プール,目黒区目黒二丁目4番36号,,35.635403,139.708472,地下1階屋内プール受付,03-3711-1139,,,,,,,,,, ,東部
131105,0000000050,東京都,目黒区,目黒区民センター,メグロクミンセンター,,目黒区目黒二丁目4番36号,,35.63532404,139.7077598,目黒区民センター受付前,,,,,,,,,,, ,東部
131105,0000000051,東京都,目黒区,目黒区民センター体育館,メグロクミンセンタータイイクカン・プール（トウブチクプール）・テイキュウジョウ,,目黒区目黒二丁目4番36号,,35.635403,139.708472,1階体育館受付前,03-3711-1139,,,,,,,,,, ,東部
131105,0000000052,東京都,目黒区,目黒区民センター児童館,メグロクミンセンタージドウカン,,目黒区目黒二丁目4番36号,,35.635453,139.707868,1階ロビー,03-3711-1839,,,,,,,,,, ,東部
131105,0000000053,東京都,目黒区,下目黒小学校,シモメグロショウガッコウ,,目黒区目黒二丁目7番9号,,35.634203,139.709154,1階昇降口,03-3491-0332,,,,,,,,,, ,東部
131105,0000000054,東京都,目黒区,田道老人いこいの家,デンドウロウジンイコイノイエ,,目黒区目黒三丁目1番18号,,35.635106,139.706004,1階事務室,03-3712-6874,,,,,,,,,, ,東部
131105,0000000055,東京都,目黒区,田道保育園,デンドウホイクエン,,目黒区目黒三丁目4番4号,,35.634608,139.706148,玄関ホール,03-3760-3935,,,,,,,,,, ,東部
131105,0000000056,東京都,目黒区,下目黒住区センター,シモメグロジュウクセンター,,目黒区下目黒二丁目20番19号,,35.632939,139.709898,談話コーナー 自販機横,03-5496-5813,,,,,,,,,, ,東部
131105,0000000057,東京都,目黒区,下目黒福祉工房,シモメグロフクシコウボウ,,目黒区下目黒三丁目10番2号,,35.627873,139.711501,1階エントランス,03-3793-2590,,,,,,,,,, ,東部
131105,0000000058,東京都,目黒区,大鳥中学校,オオトリチュウガッコウ,,目黒区下目黒三丁目23番18号,,35.631092,139.707612,1階保健室前,03-3714-3694,,,,,,,,,, ,東部
131105,0000000059,東京都,目黒区,不動児童館,フドウジドウカン,,目黒区下目黒五丁目18番4号,,35.630206,139.702321,1階ロビー正面玄関横,03-3714-4144,,,,,,,,,, ,東部
131105,0000000060,東京都,目黒区,不動住区センター,フドウジュウクセンター,,目黒区下目黒六丁目8番23号,,35.626409,139.701038,談話コーナー 入リ口柱面,03-3793-8901,,,,,,,,,, ,東部
131105,0000000061,東京都,目黒区,不動保育園,フドウホイクエン,,目黒区下目黒六丁目11番20号,,35.626486,139.699504,玄関ホール,03-3792-7475,,,,,,,,,, ,東部
131105,0000000062,東京都,目黒区,不動小学校,フドウショウガッコウ,,目黒区下目黒六丁目11番35号,,35.627081,139.699099,1階昇降口,03-3714-3594,,,,,,,,,, ,東部
