"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","友人・親族等との関わりについて","Q30-1. 今年のお正月（１日から３日）はどなたと過ごされましたか。（あてはまるものすべてに○）","別居の子ども（子どもの配偶者、孫を含む）","921","44.5","45.4"
"202003","友人・親族等との関わりについて","Q30-1. 今年のお正月（１日から３日）はどなたと過ごされましたか。（あてはまるものすべてに○）","別居の親","43","2.1","2.1"
"202003","友人・親族等との関わりについて","Q30-1. 今年のお正月（１日から３日）はどなたと過ごされましたか。（あてはまるものすべてに○）","別居の兄弟・姉妹","186","9.0","9.2"
"202003","友人・親族等との関わりについて","Q30-1. 今年のお正月（１日から３日）はどなたと過ごされましたか。（あてはまるものすべてに○）","別居の親戚","133","6.4","6.6"
"202003","友人・親族等との関わりについて","Q30-1. 今年のお正月（１日から３日）はどなたと過ごされましたか。（あてはまるものすべてに○）","近所の人","51","2.5","2.5"
"202003","友人・親族等との関わりについて","Q30-1. 今年のお正月（１日から３日）はどなたと過ごされましたか。（あてはまるものすべてに○）","友人・知人","209","10.1","10.3"
"202003","友人・親族等との関わりについて","Q30-1. 今年のお正月（１日から３日）はどなたと過ごされましたか。（あてはまるものすべてに○）","その他","70","3.4","3.4"
"202003","友人・親族等との関わりについて","Q30-1. 今年のお正月（１日から３日）はどなたと過ごされましたか。（あてはまるものすべてに○）","同居者と過ごした","911","44.0","44.9"
"202003","友人・親族等との関わりについて","Q30-1. 今年のお正月（１日から３日）はどなたと過ごされましたか。（あてはまるものすべてに○）","一人で過ごした","315","15.2","15.5"
"202003","友人・親族等との関わりについて","Q30-1. 今年のお正月（１日から３日）はどなたと過ごされましたか。（あてはまるものすべてに○）","無回答","40","1.9",

"港区保健福祉基礎調査（高齢者）・単純集計表・友人親族等との関わりについてQ30-1","Ver202003",,,,,
