"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","余暇活動、文化芸術活動について","Q12. あなたは、この１年間に、次のような文化芸術活動（練習、発表、参加、創作、企画）をしましたか。（あてはまるものすべてに○）","音楽（楽器の演奏・合唱など）","111","8.0","8.5"
"202003","余暇活動、文化芸術活動について","Q12. あなたは、この１年間に、次のような文化芸術活動（練習、発表、参加、創作、企画）をしましたか。（あてはまるものすべてに○）","演劇やミュージカル","7","0.5","0.5"
"202003","余暇活動、文化芸術活動について","Q12. あなたは、この１年間に、次のような文化芸術活動（練習、発表、参加、創作、企画）をしましたか。（あてはまるものすべてに○）","舞踊（日本舞踊・バレエ・ダンスなど）","29","2.1","2.2"
"202003","余暇活動、文化芸術活動について","Q12. あなたは、この１年間に、次のような文化芸術活動（練習、発表、参加、創作、企画）をしましたか。（あてはまるものすべてに○）","伝統芸能（歌舞伎・文楽・能・狂言など）","15","1.1","1.2"
"202003","余暇活動、文化芸術活動について","Q12. あなたは、この１年間に、次のような文化芸術活動（練習、発表、参加、創作、企画）をしましたか。（あてはまるものすべてに○）","演芸（落語・漫才など）","8","0.6","0.6"
"202003","余暇活動、文化芸術活動について","Q12. あなたは、この１年間に、次のような文化芸術活動（練習、発表、参加、創作、企画）をしましたか。（あてはまるものすべてに○）","美術（絵画・陶芸・写真など）","88","6.3","6.8"
"202003","余暇活動、文化芸術活動について","Q12. あなたは、この１年間に、次のような文化芸術活動（練習、発表、参加、創作、企画）をしましたか。（あてはまるものすべてに○）","文芸・俳句など","33","2.4","2.5"
"202003","余暇活動、文化芸術活動について","Q12. あなたは、この１年間に、次のような文化芸術活動（練習、発表、参加、創作、企画）をしましたか。（あてはまるものすべてに○）","メディア芸術（映像やアニメーション・コンピュータグラフィクスの制作など）","16","1.1","1.2"
"202003","余暇活動、文化芸術活動について","Q12. あなたは、この１年間に、次のような文化芸術活動（練習、発表、参加、創作、企画）をしましたか。（あてはまるものすべてに○）","くらしの文化（茶道・華道・書道・ファッション・手芸・盆栽・園芸・囲碁・将棋など）","137","9.8","10.5"
"202003","余暇活動、文化芸術活動について","Q12. あなたは、この１年間に、次のような文化芸術活動（練習、発表、参加、創作、企画）をしましたか。（あてはまるものすべてに○）","食文化（日本の郷土料理や外国の食文化を学ぶ教室や講座など）","38","2.7","2.9"
"202003","余暇活動、文化芸術活動について","Q12. あなたは、この１年間に、次のような文化芸術活動（練習、発表、参加、創作、企画）をしましたか。（あてはまるものすべてに○）","地域のおまつり","214","15.4","16.4"
"202003","余暇活動、文化芸術活動について","Q12. あなたは、この１年間に、次のような文化芸術活動（練習、発表、参加、創作、企画）をしましたか。（あてはまるものすべてに○）","文化財・地域の歴史を学ぶツアーなど","59","4.2","4.5"
"202003","余暇活動、文化芸術活動について","Q12. あなたは、この１年間に、次のような文化芸術活動（練習、発表、参加、創作、企画）をしましたか。（あてはまるものすべてに○）","１～12で参加したものはない","818","58.7","62.9"
"202003","余暇活動、文化芸術活動について","Q12. あなたは、この１年間に、次のような文化芸術活動（練習、発表、参加、創作、企画）をしましたか。（あてはまるものすべてに○）","無回答","93","6.7",

"港区保健福祉基礎調査（身体障害者）・単純集計表・余暇活動文化芸術活動についてQ12","Ver202003",,,,,
