市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,住所,方書,緯度,経度,設置位置,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,小児対象設備の有無,URL,備考
131202,1,東京都,練馬区,練馬区役所,ネリマクヤクショ,東京都練馬区豊玉北6-12-1,,35.73584,139.65177,"本庁舎1階・10階・20階
西庁舎5階
東庁舎2階・3階",(03)3993-1111,,,,月火水木金,8:30,17:00,利用可能時間、曜日は部署により異なります。年末年始はご利用いただけません。,有,http://www.city.nerima.tokyo.jp/,
131202,2,東京都,練馬区,石神井庁舎,シャクジイチョウシャ,東京都練馬区石神井町3-30-26,,35.74337,139.60283,1階出入口受付前,直通方式,,,,月火水木金,8:30,17:00,利用可能時間、曜日は部署により異なります。年末年始はご利用いただけません。,有,http://www.city.nerima.tokyo.jp/shisetsu/ku/shakujii.html,
131202,3,東京都,練馬区,練馬区職員研修所,ネリマクショクインケンシュウジョ,東京都練馬区豊玉北5-27-2,,35.7344,139.65404,2階ホール,(03)3993-3286,,,,,8:30,17:00,,,,
131202,4,東京都,練馬区,防災学習センター,ボウサイガクシュウセンター,東京都練馬区光が丘6-4-1,,35.76021,139.62305,一階事務室内,(03)5997-6471,,,,,10:00,18:00,,,https://www.city.nerima.tokyo.jp/shisetsu/bousai/bousaigaku/bosaigakushucenter.html,ただし、起震車が出向中は起震車に搭載
131202,5,東京都,練馬区,男女共同参画センターえーる,ダンジョキョウドウサンカクセンターエール,東京都練馬区石神井町8-1-10,,35.74518,139.60163,１階玄関横,(03)3996-9005,,,,,9:00,21:30,,,http://www.nerima-yell.com/,
131202,6,東京都,練馬区,大泉区民事務所（リズモ大泉学園４階）,オオイズミクミンジムショ,東京都練馬区東大泉1-28-1リズモ大泉学園４階,,35.7495,139.58717,入口右,(03)3922-1171,,,,月火水木金,8:30,19:00,,,http://www.city.nerima.tokyo.jp/shisetsu/shuccho/jimusho/oizumi.html,
131202,7,東京都,練馬区,光が丘区民事務所（光が丘区民センター内）,ヒカリガオカクミンジムショ,東京都練馬区光が丘2-9-6 光が丘区民センター2階,,35.75947,139.62986,２階区民事務所の入り口付近、区民センター供用部分にあり,(03)5997-7711,,,,月火水木金,8:30,19:00,,,http://www.city.nerima.tokyo.jp/shisetsu/shuccho/jimusho/hikarigaoka.html,
131202,8,東京都,練馬区,関区民事務所（関区民センター内）,セキクミンジムショ,東京都練馬区関町北1-7-2　関区民センター1階,,35.72454,139.57782,2階区民ホール前,(03)3928-3046,,,,月火水木金,8:30,19:00,,,http://www.city.nerima.tokyo.jp/shisetsu/shuccho/jimusho/seki.html,
131202,9,東京都,練馬区,早宮区民事務所,ハヤミヤクミンジムショ,東京都練馬区早宮1-44-19 1階,,35.75432,139.65905,エレベーター前,(03)3994-6705,,,,月火水木金,8:30,19:00,,,http://www.city.nerima.tokyo.jp/shisetsu/shuccho/jimusho/hayamiya.html,
131202,10,東京都,練馬区,区民・産業プラザ（産業振興センター、区民交流ホール、区民協働交流センター）,クミン・サンギョウプラザ（サンギョウシンコウセンター、クミンコウリュウホール、クミンキョウドウコウリュウセンター）,東京都練馬区練馬1-17-1　3階・４階,,35.73808,139.65347,3階・4階エスカレーター横,(03)3992-5335,,,,,9:00,22:00,,,https://www.nerima-idc.or.jp/plaza/,
131202,11,東京都,練馬区,サンライフ練馬（区立東京中高年齢労働者福祉センター）,サンライフネリマ（クリツチュウコウネンレイロウドウシャフクシセンター）,東京都練馬区貫井1-36-18,,35.73742,139.63596,トレーニング室前のロビー,(03)3990-0185,,,,,9:00,22:00,,,http://sunlifenerima.sakura.ne.jp/,
131202,12,東京都,練馬区,勤労福祉会館,キンロウフクシカイカン,東京都練馬区東大泉5-40-36,,35.74822,139.5874,1階集会室前ホール内,(03)3923-5511,,,,,9:00,22:00,,,http://www.nerima-kinrou.com/,
131202,13,東京都,練馬区,石神井公園区民交流センター、消費生活センター,シャクジイコウエンクミンコウリュウセンター、ショウヒセイカツセンター,東京都練馬区石神井町2-14-1　ピアレスＡ　2階,,35.74432,139.60711,正面入り口内側の脇,(03)5910-3451,,,,,9:00,22:00,,,http://www.nerimatatemonoshakujii.jp/,
131202,14,東京都,練馬区,関区民ホール,セキクミンホール,東京都練馬区関町北1-7-2　関区民センター内,,35.72457,139.57797,２階階段付近,(03)3928-1987,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/bunka/kuminhall/kita.html,
131202,15,東京都,練馬区,光が丘区民ホール,ヒカリガオカクミンホール,東京都練馬区光が丘2-9-6　光が丘区民センター内,,35.75935,139.62947,光が丘センター,(03)5997-7712,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/bunka/kuminhall/hikarigaokakuminnhor.html,
131202,16,東京都,練馬区,旭町南地区区民館,アサヒチョウミナミチククミンカン,東京都練馬区高松5-23-15,,35.76287,139.62503,"１階
大ロビー",(03)3904-5191,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chikukuminkan/asahichominami.html,
131202,17,東京都,練馬区,旭町北地区区民館,アサヒチョウキタチククミンカン,東京都練馬区旭町2-30-16,,35.77326,139.62881,1階ロビー階段上がり口付近,(03)5998-0511,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chikukuminkan/asahichokita.html,
131202,18,東京都,練馬区,下石神井地区区民館,シモシャクジイチククミンカン,東京都練馬区下石神井6-8-15,,35.73395,139.6036,事務室前横,(03)3904-5061,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chikukuminkan/shimoshakujii.html,
131202,19,東京都,練馬区,貫井地区区民館,ヌクイチククミンカン,東京都練馬区貫井1-9-1 中村橋区民センター内,,35.73802,139.63558,"１階
入口正面",(03)3926-7217,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chikukuminkan/nukui.html,
131202,20,東京都,練馬区,関町北地区区民館,セキマチキタチククミンカン,東京都練馬区関町北4-12-21,,35.72979,139.57708,1階ロビー,(03)3594-2603,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chikukuminkan/sekimachikita.html,
131202,21,東京都,練馬区,光が丘地区区民館,ヒカリガオカチククミンカン,東京都練馬区光が丘3-9-4,,35.75802,139.62559,3階玄関,(03)3979-6911,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chikukuminkan/hikarigaoka.html,
131202,22,東京都,練馬区,高松地区区民館,タカマツチククミンカン,東京都練馬区高松3-24-27,,35.75007,139.62513,ロビー,(03)3999-7911,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chikukuminkan/takamatsu.html,
