"全国地方公共団体コード","法人番号","ID","地方公共団体名","名称","名称_カナ","名称_英語","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","緯度","経度","設置者","電話番号","内線番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","SSID","提供エリア","URL","備考"
"131083","","131083600001","江東区","江東区役所","コウトウクヤクショ","","131083","","東京都江東区東陽4-11-28","東京都","江東区","東陽4丁目","11-28","","35.672773","139.817282","江東区役所","(03)3647-9367","","","","","1350016","Koto_City_Free_Wi-Fi","2F区民ホール/3Fきっずコーナー","https://www.city.koto.lg.jp/012105/koto_city_free_wi-fi.html",""
"131083","","131083600002","江東区","男女共同参画推進センター","ダンジョキョウドウサンカクスイシンセンター","","131083","","東京都江東区扇橋3-22-2","東京都","江東区","扇橋3丁目","22-2","","35.684145","139.820164","江東区役所","(03)3647-9367","","","","","1350011","Koto_City_Free_Wi-Fi","1Fロビー","https://www.city.koto.lg.jp/012105/koto_city_free_wi-fi.html",""
"131083","","131083600003","江東区","白河出張所","シラカワシュッチョウジョ","","131083","","東京都江東区白河1-3-28","東京都","江東区","白河1丁目","3-28","","35.682884","139.808212","江東区役所","(03)3647-9367","","","","","1350021","Baynet_Free_Wi-Fi","カウンター/災害時職員用","http://www.baynet.ne.jp/news/20171031/",""
"131083","","131083600004","江東区","富岡出張所","トミオカシュッチョウジョ","","131083","","東京都江東区富岡1-16-12","東京都","江東区","富岡1丁目","16-12","","35.671001","139.801453","江東区役所","(03)3647-9367","","","","","1350047","Baynet_Free_Wi-Fi","カウンター/災害時職員用","http://www.baynet.ne.jp/news/20171031/",""
"131083","","131083600005","江東区","小松橋出張所","コマツバシシュッチョウジョ","","131083","","東京都江東区扇橋2-1-5","東京都","江東区","扇橋2丁目","1-5","","35.682827","139.81424","江東区役所","(03)3647-9367","","","","","1350011","Baynet_Free_Wi-Fi","カウンター/災害時職員用","http://www.baynet.ne.jp/news/20171031/",""
"131083","","131083600006","江東区","亀戸出張所","カメイドシュッチョウジョ","","131083","","東京都江東区亀戸2-19-1","東京都","江東区","亀戸2丁目","19-1","","35.697506","139.824249","江東区役所","(03)3647-9367","","","","","1360071","Baynet_Free_Wi-Fi","カウンター/災害時職員用","http://www.baynet.ne.jp/news/20171031/",""
"131083","","131083600007","江東区","大島出張所","オオジマシュッチョウジョ","","131083","","東京都江東区大島4-5-1","東京都","江東区","大島4丁目","5-1","","35.688911","139.826523","江東区役所","(03)3647-9367","","","","","1360072","Baynet_Free_Wi-Fi","カウンター/災害時職員用","http://www.baynet.ne.jp/news/20171031/",""
"131083","","131083600008","江東区","砂町出張所","スナマチシュッチョウジョ","","131083","","東京都江東区北砂4-7-3","東京都","江東区","北砂4丁目","7-3","","35.677414","139.828308","江東区役所","(03)3647-9367","","","","","1360073","Baynet_Free_Wi-Fi","カウンター/災害時職員用","http://www.baynet.ne.jp/news/20171031/",""
"131083","","131083600009","江東区","南砂出張所","ミナミスナシュッチョウジョ","","131083","","東京都江東区南砂6-8-3","東京都","江東区","南砂6丁目","8-3","","35.671352","139.834549","江東区役所","(03)3647-9367","","","","","1360076","Baynet_Free_Wi-Fi","カウンター/災害時職員用","http://www.baynet.ne.jp/news/20171031/",""
"131083","","131083600010","江東区","豊洲特別出張所","トヨストクベツシュッチョウジョ","","131083","","東京都江東区豊洲2-2-18","東京都","江東区","豊洲2丁目","2-18","","35.65424","139.795379","江東区役所","(03)3647-9367","","","","","1350061","Baynet_Free_Wi-Fi","カウンター/災害時職員用","https://www.city.koto.lg.jp/012105/koto_city_free_wi-fi.html",""
"131083","","131083600011","江東区","深川江戸資料館","フカガワエドシリョウカン","","131083","","東京都江東区白河1-3-28","東京都","江東区","白河1丁目","3-28","","35.681195","139.800581","江東区役所","(03)3647-9367","","","","","1350021","Koto_City_Free_Wi-Fi","B1F展示室/1F受付/2F","https://www.city.koto.lg.jp/012105/koto_city_free_wi-fi.html",""
"131083","","131083600012","江東区","亀戸梅屋敷","カメイドウメヤシキ","","131083","","東京都江東区亀戸4-18-8","東京都","江東区","亀戸4丁目","18-8","","35.701475","139.825678","江東区役所","(03)3647-9367","","","","","1360071","Koto_City_Free_Wi-Fi","施設内全域","https://www.city.koto.lg.jp/012105/koto_city_free_wi-fi.html",""
"131083","","131083600013","江東区","中川船番所資料館","ナカガワフナバンショシリョウカン","","131083","","東京都江東区大島9-1-15","東京都","江東区","大島9丁目","1-15","","35.687668","139.846274","江東区役所","(03)3647-9367","","","","","1360072","Koto_City_Free_Wi-Fi","1Fホール/2F展示室/3F展示室/屋外","https://www.city.koto.lg.jp/012105/koto_city_free_wi-fi.html",""
"131083","","131083600014","江東区","芭蕉記念館","バショウキネンカン","","131083","","東京都江東区常盤1-6-3","東京都","江東区","常盤1丁目","6-3","","35.68613","139.794043","江東区役所","(03)3647-9367","","","","","1350006","Koto_City_Free_Wi-Fi","1Fホール/2F和室/3F図書室","https://www.city.koto.lg.jp/012105/koto_city_free_wi-fi.html",""
"131083","","131083600015","江東区","深川東京モダン館","フカガワトウキョウモダンカン","","131083","","東京都江東区門前仲町1-19-15","東京都","江東区","門前仲町1丁目","19-15","","35.674087","139.794895","江東区役所","(03)3647-9367","","","","","1350048","Koto_City_Free_Wi-Fi","1F展示室/2F多目的スペース","https://www.city.koto.lg.jp/012105/koto_city_free_wi-fi.html",""
"131083","","131083600016","江東区","青少年交流プラザ","セイショウネンコウリュウプラザ","","131083","","東京都江東区亀戸7-41-16","東京都","江東区","亀戸7丁目","41-16","","35.696779","139.837403","江東区役所","(03)3647-9367","","","","","1360071","Koto_City_Free_Wi-Fi","1Fエントランスホール、2Fロビー","https://www.city.koto.lg.jp/012105/koto_city_free_wi-fi.html",""
"131083","","131083600017","江東区","江東図書館","コウトウトショカン","","131083","","東京都江東区南砂6-7-52","東京都","江東区","南砂6丁目","7-52","","35.671922","139.834076","江東区役所","(03)3647-9367","","","","","1360076","Koto_City_Free_Wi-Fi","2FPCコーナー、ビジネスコーナー","https://www.city.koto.lg.jp/012105/koto_city_free_wi-fi.html",""
"131083","","131083600018","江東区","深川図書館","フカガワトショカン","","131083","","東京都江東区清澄3-3-39","東京都","江東区","清澄3丁目","3-39","","35.679135","139.79676","江東区役所","(03)3647-9367","","","","","1350024","Koto_City_Free_Wi-Fi","2F一般図書室","https://www.city.koto.lg.jp/012105/koto_city_free_wi-fi.html",""
"131083","","131083600019","江東区","東陽図書館","トウヨウトショカン","","131083","","東京都江東区東陽2-3-6","東京都","江東区","東陽2丁目","3-6","","35.667173","139.817033","江東区役所","(03)3647-9367","","","","","1350016","Koto_City_Free_Wi-Fi","ビジネスルーム","https://www.city.koto.lg.jp/012105/koto_city_free_wi-fi.html",""
"131083","","131083600020","江東区","豊洲図書館","トヨストショカン","","131083","","東京都江東区豊洲2-2-18","東京都","江東区","豊洲2丁目","2-18","","35.65424","139.795379","江東区役所","(03)3647-9367","","","","","1350061","Koto_City_Free_Wi-Fi","9F一般図書室、10F一般図書室","https://www.city.koto.lg.jp/012105/koto_city_free_wi-fi.html",""
"131083","","131083600021","江東区","東雲図書館","シノノメトショカン","","131083","","東京都江東区東雲2-7-5-201","東京都","江東区","東雲2丁目","7-5-201","","35.643561","139.805363","江東区役所","(03)3647-9367","","","","","1350062","Koto_City_Free_Wi-Fi","一般図書室","https://www.city.koto.lg.jp/012105/koto_city_free_wi-fi.html",""
"131083","","131083600022","江東区","古石場図書館","フルイシバトショカン","","131083","","東京都江東区古石場2-13-2","東京都","江東区","古石場2丁目","13-2","","35.666935","139.798976","江東区役所","(03)3647-9367","","","","","1350045","Koto_City_Free_Wi-Fi","雑誌コーナー","https://www.city.koto.lg.jp/012105/koto_city_free_wi-fi.html",""
"131083","","131083600023","江東区","城東図書館","ジョウトウトショカン","","131083","","東京都江東区大島4-5-1","東京都","江東区","大島4丁目","5-1","","35.689031","139.826986","江東区役所","(03)3647-9367","","","","","1360072","Koto_City_Free_Wi-Fi","PCコーナー","https://www.city.koto.lg.jp/012105/koto_city_free_wi-fi.html",""
"131083","","131083600024","江東区","亀戸図書館","カメイドトショカン","","131083","","東京都江東区亀戸7-39-9","東京都","江東区","亀戸7丁目","39-9","","35.697068","139.839279","江東区役所","(03)3647-9367","","","","","1360071","Koto_City_Free_Wi-Fi","2F閲覧室","https://www.city.koto.lg.jp/012105/koto_city_free_wi-fi.html",""
"131083","","131083600025","江東区","砂町図書館","スナマチトショカン","","131083","","東京都江東区北砂5-1-7","東京都","江東区","北砂5丁目","1-7","","35.680342","139.832093","江東区役所","(03)3647-9367","","","","","1360073","Koto_City_Free_Wi-Fi","ビジネスルーム","https://www.city.koto.lg.jp/012105/koto_city_free_wi-fi.html",""
"131083","","131083600026","江東区","東大島図書館","ヒガシオオジマトショカン","","131083","","東京都江東区大島9-4-2-101","東京都","江東区","大島9丁目","4-2-101","","35.691004","139.845785","江東区役所","(03)3647-9367","","","","","1360072","Koto_City_Free_Wi-Fi","ビジネスルーム","https://www.city.koto.lg.jp/012105/koto_city_free_wi-fi.html",""
"131083","","131083600027","江東区","豊洲公園","トヨスコウエン","","131083","","東京都江東区豊洲2-3-6","東京都","江東区","豊洲2丁目","3-6","","35.653192","139.793707","江東区役所","(03)3647-9367","","","","","1350061","Koto_City_Free_Wi-Fi","管理棟付近","https://www.city.koto.lg.jp/012105/koto_city_free_wi-fi.html",""
"131083","","131083600028","江東区","豊洲三丁目公園","トヨスサンチョウメコウエン","","131083","","東京都江東区豊洲3-5-11","東京都","江東区","豊洲3丁目","5-11","","35.658042","139.797036","江東区役所","(03)3647-9367","","","","","1350061","Koto_City_Free_Wi-Fi","管理棟付近","https://www.city.koto.lg.jp/012105/koto_city_free_wi-fi.html",""
"131083","","131083600029","江東区","若洲公園","ワカスコウエン","","131083","","東京都江東区若洲3-2-1","東京都","江東区","若洲3丁目","2-1","","35.618649","139.833844","江東区役所","(03)3647-9367","","","","","1360083","Koto_City_Free_Wi-Fi","管理棟付近","https://www.city.koto.lg.jp/012105/koto_city_free_wi-fi.html",""
"131083","","131083600030","江東区","江東文化センター","コウトウブンカセンター","","131083","","東京都江東区東陽4-11-3","東京都","江東区","東陽4丁目","11-3","","35.672311","139.818855","江東区役所","(03)3647-9367","","","","","1350016","Baynet_Free_Wi-Fi","カウンター","http://www.baynet.ne.jp/news/20171031/",""
"131083","","131083600031","江東区","森下文化センター","モリシタブンカセンター","","131083","","東京都江東区森下3-12-17","東京都","江東区","森下3丁目","12-17","","35.685516","139.802155","江東区役所","(03)3647-9367","","","","","1350004","Baynet_Free_Wi-Fi","カウンター","http://www.baynet.ne.jp/news/20171031/",""
