"応援を受けた消防本部",応援救急隊,出場件数・合計,出場件数・搬送,出場件数・不搬送・小計,"出場件数・不搬送・現場処置",出場件数・不搬送・不救護,救護人員・計,救護人員・搬送,"救護人員・現場処置",搬送人員（程度別）・死亡,搬送人員（程度別）・重篤,搬送人員（程度別）・重症,搬送人員（程度別）・中等症,搬送人員（程度別）・軽症
平成29年,合計,69,45,24,2,24,59,56,3,0,0,1,15,40
平成30年,合計,62,44,16,0,16,46,45,1,0,2,5,12,27
令和元年,合計,77,47,29,0,29,59,57,2,0,3,2,18,37
令和2年,合計,50,30,20,0,20,38,36,2,0,2,1,12,21
令和3年,合計,45,30,15,0,15,36,36,0,0,0,3,10,23
相模原市,小宮Ａ,1,0,1,0,1,0,0,0,0,0,0,0,0
相模原市,浅川Ａ,1,1,0,0,0,1,1,0,0,0,0,1,0
相模原市,豊田Ａ,1,0,1,0,1,0,0,0,0,0,0,0,0
相模原市,町田Ａ,1,1,0,0,0,1,1,0,0,0,1,0,0
川崎市,羽田Ａ,4,3,1,0,1,3,3,0,0,0,0,1,2
川崎市,森ケ崎Ａ,1,1,0,0,0,3,3,0,0,0,0,0,3
川崎市,蒲田Ａ,1,0,1,0,1,0,0,0,0,0,0,0,0
川崎市,下丸子Ａ,1,1,0,0,0,1,1,0,0,0,0,0,1
川崎市,西蒲田Ａ,1,1,0,0,0,1,1,0,0,0,1,0,0
川崎市,矢口Ａ,2,0,2,0,2,,,0,0,0,0,0,0
川崎市,世田谷Ａ,1,1,0,0,0,1,1,0,0,0,0,1,0
川崎市,玉川Ａ,1,1,0,0,0,1,1,0,0,0,0,0,1
川崎市,用賀Ａ,1,1,0,0,0,2,2,0,0,0,0,0,2
川崎市,玉川新町Ａ,2,2,0,0,0,2,2,0,0,0,0,1,1
横浜市,南Ａ,1,0,1,0,1,0,0,0,0,0,0,0,0
大和市,,0,0,0,0,0,0,0,0,0,0,0,0,0
市川市,小岩Ａ,3,2,1,0,1,2,2,0,0,0,0,2,0
市川市,篠崎Ａ,1,1,0,0,0,1,1,0,0,0,0,0,1
松戸市,,0,0,0,0,0,0,0,0,0,0,0,0,0
浦安市,Ｈ２ひばり,1,0,1,0,1,0,0,0,0,0,0,0,0
浦安市,葛西Ａ,1,1,0,0,0,1,1,0,0,0,0,1,0
浦安市,葛西第二Ａ,2,1,1,0,1,1,1,0,0,0,0,0,1
稲城市,,0,0,0,0,0,0,0,0,0,0,0,0,0
三郷市,,0,0,0,0,0,0,0,0,0,0,0,0,0
草加八潮,,0,0,0,0,0,0,0,0,0,0,0,0,0
川口市,Ｈ１０おおたか,1,0,1,0,1,0,0,0,0,0,0,0,0
埼玉西部,青梅Ａ,1,0,1,0,1,0,0,0,0,0,0,0,0
埼玉西部,瑞穂Ａ,1,0,1,0,1,0,0,0,0,0,0,0,0
戸田市,高松Ａ,1,1,0,0,0,1,1,0,0,0,1,0,0
戸田市,常盤台Ａ,1,1,0,0,0,1,1,0,0,0,0,0,1
戸田市,蓮根Ａ,1,0,1,0,1,0,0,0,0,0,0,0,0
戸田市,赤塚Ａ,1,1,0,0,0,1,1,0,0,0,0,0,1
戸田市,志村坂上Ａ,1,1,0,0,0,1,1,0,0,0,0,0,1
秩父,,0,0,0,0,0,0,0,0,0,0,0,0,0
埼玉県南西部,石神井公園Ａ,1,1,0,0,0,3,3,0,0,0,0,0,3
埼玉県南西部,保谷Ａ,1,1,0,0,0,2,2,0,0,0,0,0,2
埼玉県南西部,貫井Ａ,1,0,1,0,1,0,0,0,0,0,0,0,0
埼玉県南西部,関町Ａ,1,1,0,0,0,1,1,0,0,0,0,0,1
埼玉県南西部,大泉Ａ,2,2,0,0,0,2,2,0,0,0,0,1,1
埼玉県南西部,大泉学園Ａ,1,1,0,0,0,1,1,0,0,0,0,1,0
埼玉県南西部,石神井公園Ａ,2,2,0,0,0,2,2,0,0,0,0,1,1
上野原市,,0,0,0,0,0,0,0,0,0,0,0,0,0
東山梨,,0,0,0,0,0,0,0,0,0,0,0,0,0
大月市,,0,0,0,0,0,0,0,0,0,0,0,0,0
都留市,,0,0,0,0,0,0,0,0,0,0,0,0,0
富士五湖,,0,0,0,0,0,0,0,0,0,0,0,0,0
海老名市,,0,0,0,0,0,0,0,0,0,0,0,0,0
