階層,計,（一）・イ,（一）・ロ,（二）・イ,（二）・ロ,（二）・ハ,（二）・二,（三）・イ,（三）・ロ,（四）,（五）・イ,（五）・ロ,（六）・イ・（１）,（六）・イ・（２）,（六）・イ・（３）,（六）・イ・（４）,（六）・ロ・（１）,（六）・ロ・（２）,（六）・ロ・（３）,（六）・ロ・（４）,（六）・ロ・（５）,（六）・ハ・（１）,（六）・ハ・（２）,（六）・ハ・（３）,（六）・ハ・（４）,（六）・ハ・（５）,（六）・二,（七）,（八）,（九）・イ,（九）・ロ,（十）,（十一）,（十二）・イ,（十二）・ロ,（十三）・イ,（十三）・ロ,（十四）,（十五）・①,（十五）・②,（十五）・③,（十六）・イ,（十六）・ロ,（十六の二）,（十六の三）,その他
46階建,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
45階建,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
44階建,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
43階建,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0
42階建,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
41階建,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0
40階建,21,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
39階建,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,3,0,0,0
38階建,19,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
37階建,16,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
36階建,23,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,0,0,0
35階建,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0
34階建,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0
33階建,30,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,0,0
32階建,39,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0
31階建,30,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,3,0,0,0
30階建,49,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24,4,0,0,0
29階建,47,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,29,2,0,0,0
28階建,31,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0
27階建,43,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,24,3,0,0,0
26階建,37,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,17,4,0,0,0
25階建,71,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,34,10,0,0,0
24階建,53,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,21,7,0,0,0
23階建,71,0,0,0,0,0,0,0,0,0,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,27,8,0,0,0
22階建,71,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,43,7,0,0,0
21階建,80,0,0,0,0,0,0,0,0,0,1,21,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,34,11,0,0,1
20階建,129,0,0,0,0,0,0,0,0,0,2,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,7,0,36,11,0,0,2
19階建,100,0,0,0,0,0,0,0,0,0,2,53,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,1,0,25,10,0,0,0
18階建,128,0,0,0,0,0,0,0,0,0,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,14,1,35,17,0,0,0
17階建,108,0,0,0,0,0,0,0,0,0,5,36,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,8,0,35,17,0,0,0
16階建,125,0,0,0,0,0,0,0,0,0,4,37,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,15,1,43,15,0,0,1
15階建,1034,0,0,0,0,0,0,0,0,0,20,876,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,14,1,75,38,0,0,0
14階建,3101,0,0,0,0,0,0,0,0,0,83,2326,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,8,49,5,393,215,0,0,3
13階建,2215,0,0,0,0,0,0,0,0,2,60,1656,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,1,1,61,4,232,178,0,0,4
12階建,3291,0,0,0,0,0,1,0,2,1,88,2299,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,2,0,1,5,138,8,390,316,0,0,10
11階建,4481,0,0,0,0,0,3,0,3,3,99,2973,5,0,6,0,2,0,0,0,0,0,0,0,0,0,0,25,0,0,0,1,0,0,1,0,0,2,6,254,19,570,506,0,0,3
10階建,8109,0,0,0,1,0,14,0,7,17,164,4046,4,0,15,3,10,0,0,0,0,2,0,0,0,0,0,48,0,0,0,0,1,1,0,4,0,9,14,939,42,1765,973,0,0,30
9階建,9695,1,0,0,2,0,16,0,33,32,135,3564,10,2,16,4,10,0,0,0,0,3,0,1,0,0,0,100,3,0,0,0,4,1,0,5,0,24,11,1882,82,2526,1188,0,0,40
8階建,12605,1,0,0,2,0,14,0,39,61,134,5025,16,5,19,6,23,0,0,0,0,5,0,0,0,2,0,156,0,1,0,0,9,6,2,11,0,55,45,2057,126,3116,1605,0,0,64
7階建,15321,2,0,1,12,0,11,0,50,50,127,6406,23,5,36,16,35,0,0,0,0,7,0,2,0,2,0,171,6,0,1,3,16,28,1,8,0,80,44,1859,168,3755,2299,0,0,97
6階建,19759,4,1,0,15,3,14,1,100,89,208,6930,29,9,79,28,92,0,0,0,1,8,2,4,0,7,2,310,3,5,0,1,30,99,2,20,0,210,67,2029,352,5482,3316,0,0,207
5階建,42910,6,10,3,45,2,16,5,295,182,336,19405,50,20,106,69,225,2,1,1,1,11,3,34,1,27,2,626,9,25,3,4,86,296,3,44,1,309,131,2583,694,9689,6922,0,0,627
4階建,54017,22,13,6,63,2,25,9,615,324,349,21819,62,40,133,125,386,4,0,1,8,34,4,121,5,53,30,1901,33,64,3,12,176,821,6,145,1,448,230,2360,1132,11561,9702,0,0,1169
地下計,71675,51,32,10,129,5,81,19,1081,663,656,18677,159,56,309,164,389,2,0,5,33,54,4,159,8,91,107,2288,177,25,18,294,906,466,13,316,1,271,870,8027,2906,20653,10129,10,3,1358
地下1階,63597,36,20,9,117,4,67,18,993,593,591,17798,122,49,245,154,370,2,0,5,32,51,4,152,8,88,104,1865,141,20,17,58,840,441,8,245,1,257,585,6734,2306,17854,9378,2,0,1213
地下2階,6469,14,10,0,10,1,13,1,80,61,50,767,27,7,49,9,19,0,0,0,1,2,0,7,0,3,3,373,23,5,1,116,57,21,2,62,0,13,199,1093,460,2147,645,2,1,115
地下3階,1091,0,2,1,2,0,1,0,7,7,11,87,9,0,10,1,0,0,0,0,0,1,0,0,0,0,0,39,7,0,0,80,7,2,1,6,0,1,58,147,98,407,77,4,1,17
地下4階,368,1,0,0,0,0,0,0,1,2,3,19,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,23,0,2,0,2,0,0,18,38,27,185,19,2,0,6
地下5階,103,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,1,0,1,1,0,0,7,13,10,44,4,0,1,6
地下6階,36,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,1,0,0,0,1,2,3,14,4,0,0,1
地下7階,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,0,0,0
地下8階,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
